YDR356W,0.12048205
YJL187C,0.101122312
YPL180W,0.118487278
YDL153C,0.105083417
YGL127C,0.105083417
YNL039W,0.105083417
YLR453C,0.105083417
YMR047C,0.115611172
YDL100C,0.111965457
YDR267C,0.113888399
YMR047C,0.115611172
YPR086W,0.105083417
YCL039W,0.113888399
YPL153C,0.100032177
YDL060W,0.12048205
YGR090W,0.098158
YGR090W,0.100032177
YJL069C,0.100032177
YNL207W,0.12048205
YGR262C,0.200269698
YJL184W,0.105083417
YML036W,0.105083417
YER022W,0.105083417
YGR211W,0.12048205
YGR283C,0.105083417
YMR276W,0.105083417
YFL008W,0.105083417
YGL127C,0.105083417
YJR060W,0.105083417
YJR112W,0.105083417
YLR437C,0.12048205
YNL016W,0.12048205
YNL103W,0.105083417
YCL039W,0.113888399
YOR117W,0.113888399
YPL227C,0.109512033
YBL007C,0.108664
YBL010C,0.105083417
YKL130C,0.113888399
YLR424W,0.12048205
YBR070C,0.111327691
YLR233C,0.100032177
YOL012C,0.105083417
YOL104C,0.105083417
YER148W,0.105083417
YGL016W,0.105083417
YOR194C,0.12048205
YPR086W,0.105083417
YDR016C,0.12048205
YDR201W,0.12048205
YGL061C,0.12048205
YGR113W,0.12048205
YCR077C,0.113888399
YDL147W,0.24071
YDR179C,0.12048205
YIL071C,0.12048205
YMR025W,0.12048205
YOL117W,0.12048205
YDL063C,0.12048205
YHR052W,0.168416
YHR052W,0.100032177
YHR197W,0.100032177
YPR016C,0.113888399
YJR022W,0.113888399
YDR101C,0.12048205
YGR206W,0.113555913
YJR059W,0.12048205
YDR328C,0.113888399
YGR179C,0.105083417
YJR060W,0.105083417
YMR094W,0.105083417
YPL018W,0.105083417
YPL209C,0.12048205
YHR197W,0.100032177
YLR074C,0.105674452
YBL007C,0.108664
YMR047C,0.115611172
YDR280W,0.12048205
YGR095C,0.12048205
YGR158C,0.12048205
YGR195W,0.12048205
YHR069C,0.12048205
YJR022W,0.113888399
YNL232W,0.12048205
YOL021C,0.12048205
YBL056W,0.113888399
YLL026W,0.113888399
YPR086W,0.105083417
YCL055W,0.105083417
YDR034C,0.105083417
YDR206W,0.105083417
YGL192W,0.12048205
YIL144W,0.105083417
YBR057C,0.12048205
YCL055W,0.105083417
YBL023C,0.105083417
YBR202W,0.12048205
YEL032W,0.105083417
YGL201C,0.105083417
YPR019W,0.105083417
YMR308C,0.113888399
YOR272W,0.130562
YOR272W,0.100032177
YDR318W,0.105083417
YIL035C,0.137018
YKL002W,0.113555913
YDL030W,0.105083417
YDR443C,0.105083417
YDR416W,0.105083417
YGR129W,0.105083417
YLL036C,0.105083417
YLR117C,0.105083417
YMR213W,0.12048205
YPL213W,0.105083417
YBR103W,0.100032177
YCR033W,0.105083417
YDR155C,0.113888399
YDR310C,0.105083417
YGL194C,0.105083417
YOR279C,0.105083417
YOL064C,0.12048205
YOR123C,0.105083417
YDR280W,0.12048205
YGR095C,0.12048205
YGR195W,0.12048205
YNL265C,0.109512033
YOL021C,0.12048205
YJL141C,0.113888399
YCR082W,0.12048205
YDL030W,0.105083417
YDR448W,0.105083417
YJL187C,0.101122312
YLR424W,0.12048205
YOL009C,0.124443678
YGL127C,0.105083417
YIL106W,0.114279596
YJL124C,0.12048205
YKR010C,0.105083417
YLR456W,0.12048205
YMR047C,0.115611172
YOR098C,0.104631125
YCL059C,0.105083417
YLR208W,0.125145365
YKR081C,0.251467
YKR081C,0.100032177
YGL070C,0.105083417
YIR009W,0.105083417
YJR022W,0.113888399
YNL027W,0.12048205
YCL039W,0.113888399
YMR047C,0.115611172
YER022W,0.105083417
YOR023C,0.12048205
YLR079W,0.12048205
YDR118W,0.12048205
YFR036W,0.105083417
YGL240W,0.12048205
YHR166C,0.100032177
YKL022C,0.105083417
YLR127C,0.12048205
YNL172W,0.12048205
YOR249C,0.105083417
YDL208W,0.105083417
