,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
1444,YPL028W,8370000000000.0,5,2.48909,665.62036,0.0,7.00482,41,41,0.6633399999999999,-1
1445,YLR005W,8370000000000.0,5,2.4890897,524.14557,1.0,8.00482,59,62,0.51463,-1
1446,YOR036W,8360000000000.0,17,3.4401622000000005,23670.092,0.9519231,4.85297,47,36,0.55899,-1
1447,YCL034W,8310000000000.0,4,2.2984586,49.652134000000004,3.3333333,5.32111,51,42,0.85111,-1
1448,YOR185C,8280000000000.0,10,3.0672333,3825.1619,2.4444444,6.2211300000000005,28,26,1.21187,-1
1449,YNL148C,8220000000000.0,3,2.0616256999999996,15.125129999999999,0.0,4.7713,47,30,0.81719,-1
1450,YHR005C,8210000000000.0,15,3.359922,33024.617,0.14285715,7.5025,68,69,0.78354,-1
1451,YAR031W,8150000000000.0,9,2.9841056,10004.765,0.25,8.11383,36,38,1.5666,-1
1452,YNR069C,8150000000000.0,6,2.6458204,6954.191999999999,0.0,5.5288699999999995,67,55,0.6996100000000001,-1
1453,YPL174C,8140000000000.0,15,3.359922,13551.403999999999,1.2218615,5.6220099999999995,133,116,0.57105,-1
1454,YPL110C,8120000000000.0,9,2.9841056,3145.716,0.0,6.31378,155,142,0.88702,-1
1455,YLL010C,8120000000000.0,2,1.7594741999999999,134.58766,0.0,4.9938400000000005,65,45,0.5293100000000001,-1
1456,YDL226C,8120000000000.0,16,3.4018607000000003,40292.984,0.53333336,5.646059999999999,50,43,1.08637,-1
1457,YGR142W,8100000000000.0,4,2.2984586,2849.5046,0.0,5.08978,84,65,0.57212,-1
1458,YDR412W,8080000000000.0,3,2.0616256999999996,299.4169,1.0,9.36908,46,55,0.5161899999999999,-1
1459,YBR036C,8080000000000.0,40,3.8530462,18487.732,13.106028,6.88934,29,29,1.381,-1
1460,YPR074C,8070000000000.0,3,2.0616256999999996,596.0127,0.0,6.51251,69,65,1.19898,-1
1461,YHL035C,8060000000000.0,5,2.48909,13820.368,0.0,8.72821,159,175,1.13824,-1
1462,YGL215W,8060000000000.0,6,2.6458204,3797.0168,0.4,6.589169999999999,27,25,1.32228,-1
1463,YPL082C,8050000000000.0,13,3.2621105,14532.434,1.7318182,6.13251,234,213,0.7146600000000001,-1
1464,YIL008W,8050000000000.0,6,2.6458201,16788.963,0.0,4.2880199999999995,20,8,0.6338199999999999,-1
1465,YLR100W,8030000000000.0,3,2.0616256999999996,1679.2921,0.0,8.28326,37,39,1.38215,-1
1466,YHR038W,8010000000000.0,3,2.0616256999999996,4586.67,0.0,9.83624,29,46,0.11759000000000001,-1
1467,YKL213C,7980000000000.0,6,2.6458204,809.87225,1.2,4.8695699999999995,96,68,1.4496,-1
1468,YML049C,7980000000000.0,16,3.4018607000000003,2398.7888,4.888889,5.5213,172,133,0.78699,-1
1469,YGR204W,7970000000000.0,6,2.6458204,6866.5493,0.0,6.3736,107,100,0.42233999999999994,-1
1470,YGR066C,7970000000000.0,4,2.2984586,654.51245,0.0,5.16522,43,29,1.5871899999999999,-1
1471,YML091C,7970000000000.0,9,2.9841056,1654.8215,2.017857,6.31696,139,131,0.83188,-1
1472,YLR009W,7950000000000.0,5,2.48909,7143.0015,0.5,9.61456,36,49,0.5040600000000001,-1
1473,YPR003C,7860000000000.0,5,2.48909,11234.973,0.5,8.56146,61,67,0.63088,-1
1474,YDR321W,7860000000000.0,4,2.2984586,1485.84,0.6666667,5.237,42,32,0.6421100000000001,-1
1475,YPR055W,7850000000000.0,6,2.6458204,3144.7007,1.6,6.29523,128,119,0.69631,-1
1476,YOR355W,7820000000000.0,15,3.359922,28160.463,0.0,8.733830000000001,53,57,0.55261,-1
1477,YDL148C,7820000000000.0,6,2.6458204,4007.0977,2.0,6.95172,149,148,0.43663,-1
1478,YKL154W,7800000000000.0,35,3.80336,29649.193,7.026861,7.614439999999999,31,32,0.6979,-1
1479,YMR236W,7800000000000.0,18,3.4751233999999998,9989.591999999999,4.9591503,5.9118,19,17,1.15886,-1
1480,YJL180C,7790000000000.0,3,2.0616256999999996,3002.0093,1.0,8.893369999999999,38,43,0.81934,-1
1481,YOR290C,7760000000000.0,19,3.5070434,19737.574,6.046032,6.541930000000001,237,228,0.65478,-1
1482,YDL051W,7760000000000.0,9,2.9841056,2070.7354,1.0,8.61945,48,51,0.41117,-1
1483,YMR005W,7750000000000.0,7,2.7769976,4392.567,1.3333334,9.672419999999999,44,60,0.34403,-1
1484,YCL025C,7750000000000.0,36,3.8142917,36389.945,7.5545974000000005,6.51056,54,51,1.50171,-1
1485,YNL262W,7750000000000.0,13,3.2621105,6205.509,2.7817461,6.53339,292,282,1.18601,-1
1486,YOL005C,7740000000000.0,9,2.9841056,487.74564000000004,4.75,5.39105,19,16,0.6320100000000001,-1
1487,YKR021W,7730000000000.0,6,2.6458201,5104.7627,0.8,5.65399,121,98,0.67545,-1
1488,YNL086W,7680000000000.0,11,3.140127,9171.997,0.49166667,5.33905,15,13,0.52003,-1
1489,YPR183W,7680000000000.0,5,2.4890897,1982.1287,0.5,7.70148,28,29,1.01262,-1
1490,YGR203W,7670000000000.0,6,2.6458204,2116.4873,0.8,7.01398,19,19,2.29993,-1
1491,YJR133W,7660000000000.0,4,2.2984586,8790.6875,0.0,5.82196,30,25,1.0853,-1
1492,YMR024W,7660000000000.0,7,2.7769976,4656.6304,0.6666667,9.46796,35,50,1.1471799999999999,-1
1493,YDR100W,7650000000000.0,9,2.9841056,9778.685,0.625,4.31842,12,6,0.75844,-1
1494,YJL011C,7640000000000.0,6,2.6458201,32.487972,4.8,5.52679,28,24,0.70311,-1
1495,YGR229C,7600000000000.0,5,2.4890897,4623.9062,0.0,4.590269999999999,94,50,1.0602,-1
1496,YDR395W,7600000000000.0,12,3.2047052000000003,4469.378,1.5151515,4.61188,138,79,0.88166,-1
1497,YNL079C,7590000000000.0,3,2.0616256999999996,526.5903,1.0,4.58282,58,33,0.59387,-1
1498,YDL165W,7580000000000.0,16,3.4018607000000003,18292.254,3.2410257000000002,5.59576,25,21,1.46139,-1
1499,YNL172W,7550000000000.0,11,3.140127,1562.6975,8.177778,5.6629,210,180,1.0012299999999998,-1
1500,YFR009W,7550000000000.0,6,2.6458201,213.78107999999997,1.2,5.85931,111,98,0.68667,-1
1501,YDR318W,7550000000000.0,40,3.8530462,218809.44,1.1845238,4.8963,71,50,0.5602699999999999,-1
1502,YBL079W,7550000000000.0,6,2.6458204,1701.3092,0.8,5.7866800000000005,173,151,0.8176800000000001,-1
1503,YDR158W,7540000000000.0,4,2.2984586,503.96002000000004,0.0,6.27313,45,42,0.57039,-1
1504,YCR008W,7520000000000.0,5,2.48909,2066.147,0.0,9.31024,57,81,0.80702,-1
1505,YGR253C,7510000000000.0,8,2.8883598,2390.542,1.1428572,4.665830000000001,47,26,0.62184,-1
1506,YDL195W,7500000000000.0,16,3.4018607000000003,10017.812,2.808081,5.48749,134,109,1.0281799999999999,-1
1507,YBR271W,7470000000000.0,2,1.7594741999999999,455.5185,0.0,4.8576,67,44,1.45374,-1
1508,YBL066C,7450000000000.0,7,2.7769976,3819.8413,0.33333334,7.396669999999999,107,107,0.80623,-1
1509,YPL264C,7430000000000.0,36,3.8142917,10648.777,12.905087,7.6546,21,22,1.8514,-1
1510,YFR002W,7420000000000.0,13,3.2621105,4085.6572,4.6666665,6.375430000000001,108,103,0.99077,-1
1511,YOL021C,7410000000000.0,17,3.4401622000000005,11964.954,9.369464,6.22076,139,130,0.78752,-1
1512,YGR270W,7410000000000.0,5,2.48909,809.8783,0.5,5.0685400000000005,247,192,0.54147,-1
1513,YDR240C,7380000000000.0,10,3.0672333,2358.284,6.666666499999999,9.37543,46,64,0.88995,-1
1514,YBR120C,7360000000000.0,3,2.0616256999999996,2012.3088,0.0,9.89752,19,32,0.47863,-1
1515,YOL102C,7350000000000.0,7,2.7769976,10494.223999999998,0.0,9.299619999999999,25,32,0.45178,-1
1516,YPL217C,7340000000000.0,6,2.6458204,920.58,1.2,6.385680000000001,206,198,0.77053,-1
1517,YPL181W,7320000000000.0,10,3.0672333,4989.084,2.088889,4.80511,103,73,0.6621100000000001,-1
1518,YMR275C,7290000000000.0,5,2.4890897,973.4082,0.5,8.82001,113,125,0.62992,-1
1519,YOR110W,7290000000000.0,9,2.9841056,15839.544,0.2857143,4.8277,69,46,1.36961,-1
1520,YDL171C,7280000000000.0,5,2.48909,4082.8838,0.0,6.148619999999999,277,254,0.99795,-1
1521,YBR045C,7280000000000.0,6,2.6458204,714.8383,1.2,5.07428,118,90,0.5935600000000001,-1
1522,YIL062C,7280000000000.0,6,2.6458204,0.0,6.0,5.13422,19,16,1.16375,-1
1523,YJR112W,7270000000000.0,17,3.4401622000000005,11875.896,3.8958333,4.78448,39,24,0.92769,-1
1524,YDR071C,7240000000000.0,6,2.6458204,1215.8997,1.1,5.57892,28,22,0.66933,-1
1525,YGL097W,7230000000000.0,9,2.9841056,14938.402,2.8333333,5.71539,66,54,1.1603700000000001,-1
1526,YGR284C,7220000000000.0,38,3.8346567000000005,12448.65,7.929226400000001,9.63873,14,29,1.56216,-1
1527,YDR280W,7210000000000.0,18,3.4751233999999998,11264.891000000001,9.083243,4.97968,48,33,0.37425,-1
1528,YPL084W,7200000000000.0,9,2.9841056,12685.457,0.5,5.27386,133,110,0.93873,-1
1529,YLR452C,7160000000000.0,19,3.5070434,46377.55,0.18055555,8.75177,77,86,0.8221700000000001,-1
1530,YHL023C,7160000000000.0,5,2.48909,5961.2793,0.0,5.94159,154,132,0.7418899999999999,-1
1531,YIL050W,7160000000000.0,8,2.8883598,8411.38,0.9714286,5.028630000000001,36,25,0.60977,-1
1532,YER107C,7140000000000.0,8,2.8883598,7853.69,1.1428572,8.76556,32,38,1.55483,-1
1533,YBR281C,7120000000000.0,5,2.48909,5646.427,0.0,5.32867,101,76,1.32156,-1
1534,YGL240W,7120000000000.0,10,3.0672333,2065.7766,7.888889,5.382999999999999,34,23,1.14,-1
1535,YFR049W,7110000000000.0,10,3.0672336,2537.0696,0.22222222,9.5528,10,16,0.7466,-1
1536,YCL029C,7070000000000.0,6,2.6458204,779.17664,1.0666666999999999,5.61517,72,58,0.56604,-1
1537,YEL009C,7010000000000.0,16,3.4018607000000003,17998.012,4.0484849999999994,5.08038,46,36,0.36601999999999996,-1
1538,YBR225W,7010000000000.0,5,2.48909,262.2505,3.5,8.2912,107,111,0.93584,-1
1539,YCL051W,7010000000000.0,4,2.2984586,6203.553000000001,0.0,8.25372,69,72,0.44528,-1
1540,YJL001W,7000000000000.0,10,3.0672336,9078.225,1.5555556000000001,5.5930800000000005,26,22,1.2477,-1
1541,YKL101W,7000000000000.0,8,2.8883598,1137.2129,0.85714287,9.34576,178,215,0.5045,-1
1542,YPR165W,7000000000000.0,19,3.5070434,14981.108,0.34920636,5.96893,27,26,0.96341,-1
1543,YOR367W,6990000000000.0,2,1.7594741999999999,0.0,2.0,8.89838,26,30,1.19484,-1
1544,YLR243W,6980000000000.0,4,2.2984586,850.0777,0.6666667,4.39691,42,19,0.71951,-1
1545,YNL214W,6940000000000.0,7,2.7769972999999997,4857.6953,3.6666667,9.39252,19,23,1.09801,-1
1546,YPL135W,6920000000000.0,2,1.7594741999999999,478.12557999999996,0.0,9.61615,14,23,0.35401,-1
1547,YBR171W,6890000000000.0,11,3.140127,23136.88,1.2,6.773739999999999,31,31,1.1268799999999999,-1
1548,YDL064W,6890000000000.0,7,2.7769976,2911.6052,0.7,9.2431,17,23,2.21481,-1
1549,YCR027C,6880000000000.0,3,2.0616256999999996,139.15556,0.0,5.8070699999999995,27,25,0.64553,-1
1550,YMR026C,6860000000000.0,9,2.9841056,8082.4062,2.275,9.25348,34,47,1.4096,-1
1551,YLR409C,6840000000000.0,8,2.8883598,816.54895,2.0,7.65192,112,113,0.86144,-1
1552,YDL212W,6830000000000.0,46,3.8998218000000002,25126.132999999998,8.82563,8.21344,18,20,1.23532,-1
1553,YOL006C,6820000000000.0,15,3.359922,12324.073999999999,0.21428572,8.82782,135,147,1.04623,-1
1554,YNL330C,6820000000000.0,21,3.5638937999999993,25750.479,3.7190475,5.28705,61,44,1.22547,-1
1555,YPL214C,6810000000000.0,2,1.7594741999999999,122.8173,0.0,5.66498,57,50,0.71919,-1
1556,YPL016W,6770000000000.0,16,3.4018607000000003,11952.881000000001,4.1896825,8.87042,103,115,0.50488,-1
1557,YMR124W,6760000000000.0,12,3.2047052000000003,8948.609,0.57954544,6.43524,114,110,0.36143000000000003,-1
1558,YKL061W,6760000000000.0,9,2.9841056,13203.356000000002,0.75,4.740419999999999,25,18,0.96701,-1
1559,YMR297W,6760000000000.0,5,2.4890897,2114.6174,0.0,4.55511,75,40,1.77655,-1
1560,YHR008C,6750000000000.0,4,2.2984586,3491.987,0.0,8.491760000000001,22,24,1.7477,-1
1561,YDR002W,6700000000000.0,7,2.7769976,2786.4167,1.6666666,5.84552,44,41,0.69033,-1
1562,YGL153W,6690000000000.0,17,3.4401622000000005,28226.512000000002,2.64908,4.78644,65,48,0.8053100000000001,-1
1563,YGL037C,6680000000000.0,4,2.2984586,2486.311,2.0,5.8056,33,25,1.70648,-1
1564,YDR389W,6670000000000.0,5,2.48909,6102.338000000001,0.5,9.57855,72,91,0.66476,-1
1565,YMR078C,6640000000000.0,8,2.8883598,610.9978,3.2380953,8.53595,95,101,1.03061,-1
1566,YML022W,6630000000000.0,4,2.2984586,10202.598,0.0,5.032780000000001,24,18,0.44033999999999995,-1
1567,YGL151W,6630000000000.0,8,2.8883598,1451.4404,2.857143,5.00433,147,106,0.7492300000000001,-1
1568,YDL150W,6620000000000.0,6,2.6458201,1094.6746,4.0,8.59259,75,78,0.18170999999999998,-1
1569,YOR220W,6610000000000.0,6,2.6458201,3134.5625,0.4,6.9104600000000005,27,27,0.34934,-1
1570,YDR515W,6590000000000.0,4,2.2984586,2875.1836,0.0,9.27448,47,58,1.07533,-1
1571,YGR239C,6580000000000.0,10,3.0672333,4217.0454,0.8888889000000001,6.2156400000000005,39,35,0.6673399999999999,-1
1572,YAL012W,6550000000000.0,5,2.48909,13550.407,0.0,6.055969999999999,42,35,0.60882,-1
1573,YMR307W,6540000000000.0,5,2.48909,2319.9548,0.0,4.4649,62,39,1.24115,-1
1574,YER116C,6530000000000.0,3,2.0616256999999996,1114.4194,0.0,4.664,54,31,0.18187,-1
1575,YGR024C,6510000000000.0,5,2.48909,13171.155,0.0,8.39325,27,30,1.31933,-1
1576,YCR035C,6490000000000.0,9,2.9841056,9390.203000000001,5.25,4.88165,63,45,0.63655,-1
1577,YKR082W,6480000000000.0,11,3.140127,3077.4187,5.6,4.99835,157,110,0.94844,-1
1578,YMR120C,6470000000000.0,2,1.7594743999999998,28.357891,0.0,6.12018,73,67,1.01942,-1
1579,YLR223C,6440000000000.0,6,2.6458204,3490.29,0.4,4.51776,250,136,0.46518000000000004,-1
1580,YKL057C,6400000000000.0,15,3.359922,12224.503,4.4857144,5.03241,130,86,1.11859,-1
1581,YER049W,6380000000000.0,6,2.6458201,2456.5396,0.0,5.22675,109,85,1.34426,-1
1582,YKL022C,6380000000000.0,13,3.2621105,2493.4805,6.533586,6.32111,99,93,0.93314,-1
1583,YNR058W,6370000000000.0,8,2.8883598,1701.0135,0.0,5.979430000000001,53,43,1.2163899999999999,-1
1584,YPL267W,6330000000000.0,3,2.0616256999999996,67.06674,1.0,9.579410000000001,26,35,0.37977,-1
1585,YGR116W,6320000000000.0,7,2.7769972999999997,2552.5874,2.0,4.89105,277,190,0.9047799999999999,-1
1586,YBR121C,6310000000000.0,3,2.0616256999999996,88.69986,0.0,6.12372,110,103,0.8641200000000001,-1
1587,YHR113W,6310000000000.0,4,2.2984586,10390.046999999999,0.6666667,6.5342400000000005,59,55,0.69038,-1
1588,YGR117C,6290000000000.0,3,2.0616256999999996,262.8629,0.0,6.800960000000001,50,49,0.96178,-1
1589,YGR264C,6290000000000.0,4,2.2984586,904.72266,0.0,6.15497,96,86,1.4578,-1
1590,YFR008W,6270000000000.0,8,2.8883598,11980.065,1.1428572,5.74188,31,26,0.40247,-1
1591,YDL070W,6250000000000.0,7,2.7769976,3314.6658,0.33333334,5.7758199999999995,99,86,0.5472899999999999,-1
1592,YIL112W,6250000000000.0,9,2.9841056,4374.8774,4.803571,5.47382,205,176,0.65963,-1
1593,YFL042C,6240000000000.0,3,2.0616256999999996,1126.0448,1.0,4.92316,106,74,0.9390799999999999,-1
1594,YDR363W-A,6210000000000.0,6,2.6458204,32.058372,4.8,4.1624099999999995,25,11,1.7321400000000002,-1
1595,YGR296W,6200000000000.0,4,2.2984586,1143.2317,0.0,6.935969999999999,235,232,1.0713,-1
1596,YDR490C,6190000000000.0,10,3.0672336,17733.541,0.22222222,9.258,92,111,0.78717,-1
1597,YKR001C,6190000000000.0,16,3.4018607000000003,5270.1055,2.439394,7.674869999999999,94,95,0.39474000000000004,-1
1598,YPL037C,6180000000000.0,3,2.0616256999999996,157.24355,0.0,6.0976,22,20,0.08753999999999999,-1
1599,YJL195C,6170000000000.0,2,1.7594741999999999,88.63578000000001,0.0,4.94952,24,20,1.21173,-1
1600,YHR164C,6170000000000.0,5,2.48909,3637.0842,0.0,6.11469,211,199,0.5689,-1
1601,YJL039C,6170000000000.0,7,2.7769976,4482.651,0.6666667,5.18829,203,160,0.8704200000000001,-1
1602,YOL051W,6170000000000.0,23,3.6126745000000002,15588.728000000001,10.880519999999999,9.81024,71,111,0.39374000000000003,-1
1603,YIL154C,6170000000000.0,4,2.2984586,397.97202000000004,0.6666667,4.94647,64,43,0.7434,-1
1604,YJR141W,6140000000000.0,6,2.6458204,10121.849,0.0,6.894839999999999,44,44,1.7199900000000001,-1
1605,YER002W,6140000000000.0,3,2.0616256999999996,19.202034,2.0,9.25714,45,52,1.00108,-1
1606,YNL260C,6130000000000.0,6,2.6458204,7388.6665,0.0,5.47968,25,21,0.61312,-1
1607,YAL011W,6110000000000.0,12,3.2047052000000003,10690.128,1.4545455,9.18475,109,125,0.74793,-1
1608,YBR187W,6080000000000.0,5,2.48909,4422.7637,0.0,5.291930000000001,29,22,0.71044,-1
1609,YML042W,6080000000000.0,10,3.0672336,56777.375,0.25396827,8.35443,75,79,1.35401,-1
1610,YNL248C,6070000000000.0,2,1.7594741999999999,0.0,2.0,9.54803,51,68,0.44983999999999996,-1
1611,YLL048C,6070000000000.0,6,2.6458204,10277.363000000001,0.0,8.25726,171,177,1.29121,-1
1612,YGR227W,6050000000000.0,5,2.48909,1497.2007,1.5,9.4339,27,45,1.91336,-1
1613,YOR188W,6050000000000.0,4,2.2984586,905.2216,0.6666667,8.96368,131,148,0.9530700000000001,-1
1614,YIL078W,6030000000000.0,4,2.2984586,1776.7498,0.6666667,6.58673,108,104,1.2868,-1
1615,YLL001W,6030000000000.0,6,2.6458204,6959.684,0.4,5.35187,111,95,0.46521999999999997,-1
1616,YLR027C,6010000000000.0,3,2.0616256999999996,49.32286,0.0,8.45428,39,42,1.18028,-1
1617,YOR204W,5990000000000.0,4,2.2984586,383.03586,0.0,7.6701,65,66,0.95863,-1
1618,YMR223W,5970000000000.0,10,3.0672333,3863.8164,5.638889,7.71442,46,48,1.01804,-1
1619,YGR158C,5970000000000.0,11,3.140127,8481.129,3.95,4.84479,34,23,0.60033,-1
1620,YMR311C,5940000000000.0,4,2.2984586,273.4827,0.6666667,4.56744,59,33,0.49063999999999997,-1
1621,YJL196C,5920000000000.0,31,3.7539133999999996,7741.2397,14.267651999999998,9.450380000000001,16,31,2.44677,-1
1622,YKL218C,5900000000000.0,2,1.7594743999999998,170.81599999999997,0.0,6.669860000000001,36,35,0.395,-1
1623,YHR191C,5870000000000.0,7,2.7769976,2500.6553,3.3333333,7.950130000000001,19,20,0.46082,-1
1624,YBR183W,5860000000000.0,34,3.7920727999999997,19041.531000000003,11.6172285,8.44476,24,27,2.79866,-1
1625,YPR082C,5840000000000.0,8,2.8883598,2877.0322,4.0,5.77838,21,18,0.79428,-1
1626,YJR117W,5840000000000.0,37,3.824644,24480.986,6.8194394,7.7119800000000005,41,42,1.13075,-1
1627,YER031C,5840000000000.0,14,3.3135593,10743.615,0.9230769,4.96747,30,22,1.01292,-1
1628,YHR011W,5820000000000.0,5,2.4890897,10294.32,0.0,8.919369999999999,54,63,0.89999,-1
1629,YPR137C-B,5790000000000.0,6,2.6458201,15919.962,0.0,8.3692,191,199,0.95188,-1
1630,YFL002C,5780000000000.0,4,2.2984586,1753.1488,2.0,9.11151,81,94,0.82957,-1
1631,YDR449C,5760000000000.0,8,2.8883598,1679.8041,3.4285714999999994,9.0329,58,69,1.36089,-1
1632,YKL012W,5760000000000.0,14,3.3135589999999997,5524.1416,4.6153846,8.91583,91,99,1.5548600000000001,-1
1633,YEL032W,5740000000000.0,9,2.9841056,4395.4585,4.284524,5.263730000000001,146,114,0.46066999999999997,-1
1634,YLR117C,5720000000000.0,23,3.6126745000000002,37217.527,7.455461,5.46429,117,102,1.9909299999999999,-1
1635,YGL099W,5710000000000.0,14,3.3135589999999997,10871.973,2.2395104999999997,8.8399,92,100,0.9665,-1
1636,YJL004C,5710000000000.0,17,3.4401622000000005,35537.734,1.7379329,5.9069199999999995,18,16,2.3056799999999997,-1
1637,YBR211C,5670000000000.0,7,2.7769976,4036.9165,0.33333334,4.72565,58,40,0.46835,-1
1638,YBR290W,5660000000000.0,36,3.8142917,23314.291,12.654171,4.68561,47,26,0.76937,-1
1639,YGR195W,5660000000000.0,16,3.4018607000000003,9248.707,8.661852,7.9422,32,33,0.46988,-1
1640,YOR043W,5650000000000.0,9,2.9841056,4285.0674,0.0,5.7348,64,54,1.0367600000000001,-1
1641,YNL001W,5650000000000.0,5,2.4890897,263.43906,0.5,5.52301,64,56,0.8154100000000001,-1
1642,YNL151C,5610000000000.0,3,2.0616256999999996,0.0,3.0,4.23529,56,27,0.64494,-1
1643,YLR368W,5600000000000.0,11,3.140127,16809.262,0.4,5.93658,83,74,1.47183,-1
1644,YOR104W,5560000000000.0,3,2.0616256999999996,9031.726999999999,0.0,5.589169999999999,32,29,1.38531,-1
1645,YPL125W,5560000000000.0,6,2.6458201,502.48273,0.8,5.13641,132,100,1.21977,-1
1646,YKR101W,5550000000000.0,7,2.7769976,3036.9482,1.3333334,9.12262,87,106,1.13372,-1
1647,YDR285W,5550000000000.0,5,2.48909,1366.984,0.5,6.40094,146,140,0.20238,-1
1648,YPR047W,5550000000000.0,3,2.0616256999999996,1420.1549,0.0,8.047789999999999,66,68,1.42445,-1
1649,YLR394W,5510000000000.0,7,2.7769976,3518.2837,0.8333333,10.16901,27,64,0.24450999999999998,-1
1650,YIL034C,5500000000000.0,17,3.4401622000000005,49081.55,0.24285714,4.52069,46,24,0.97,-1
1651,YDR235W,5480000000000.0,12,3.2047052000000003,3478.9666,4.5636363,8.2392,66,70,2.05451,-1
1652,YLR436C,5480000000000.0,3,2.0616256999999996,945.6151,0.0,7.2450600000000005,112,111,0.98972,-1
1653,YPL192C,5460000000000.0,4,2.2984586,2226.4487,0.0,10.32172,10,26,0.10327,-1
1654,YEL023C,5440000000000.0,5,2.48909,7315.715,0.0,6.146059999999999,91,83,1.37713,-1
1655,YML046W,5440000000000.0,12,3.2047052000000003,3996.86,3.8383839999999996,8.50104,73,78,1.76542,-1
1656,YHR156C,5440000000000.0,6,2.6458201,6509.121999999999,0.4,5.01434,73,50,1.2748899999999999,-1
1657,YOR026W,5430000000000.0,6,2.6458201,865.0289300000001,0.0,5.0709800000000005,44,36,1.1086200000000002,-1
1658,YMR172W,5430000000000.0,6,2.6458201,291.08813,3.6,7.767519999999999,76,77,0.45483,-1
1659,YBR140C,5420000000000.0,5,2.48909,413.06237999999996,2.5,6.1249400000000005,344,310,0.83316,-1
1660,YMR021C,5400000000000.0,4,2.2984583,592.72095,0.0,6.696960000000001,49,47,0.72609,-1
1661,YPL001W,5380000000000.0,9,2.9841056,1782.9436,2.4166667,5.25861,63,52,1.40317,-1
1662,YBR093C,5370000000000.0,7,2.7769976,7440.9546,0.0,4.62921,63,37,1.6258700000000001,-1
1663,YJR134C,5360000000000.0,4,2.2984583,1482.2523,0.6666667,4.81,144,98,0.46335,-1
1664,YDR168W,5360000000000.0,5,2.48909,274.3112,1.0,4.940119999999999,102,71,0.44361000000000006,-1
1665,YDR017C,5340000000000.0,2,1.7594741999999999,0.0,2.0,6.32501,151,138,0.75869,-1
1666,YCR072C,5330000000000.0,8,2.8883598,2232.7788,3.7142856,9.06122,51,64,1.9091599999999997,-1
1667,YKL112W,5320000000000.0,5,2.48909,161.52791000000002,3.0,4.860530000000001,128,68,0.46721,-1
1668,YGR013W,5320000000000.0,18,3.4751233999999998,3308.0757,10.017071000000001,4.87299,128,85,0.57214,-1
1669,YGL198W,5320000000000.0,21,3.5638937999999993,40500.23,6.3574944,6.49835,17,16,1.68993,-1
1670,YCL063W,5310000000000.0,8,2.8883598,31455.142999999996,0.0,8.67828,51,55,0.28374,-1
1671,YKR024C,5310000000000.0,6,2.6458201,8549.139000000001,1.2,9.33014,86,108,0.56376,-1
1672,YHR044C,5310000000000.0,4,2.2984586,447.13122999999996,0.0,5.190980000000001,34,28,1.06256,-1
1673,YER158C,5300000000000.0,7,2.7769976,14507.114,0.0,9.86127,48,73,0.61763,-1
1674,YGR260W,5300000000000.0,38,3.8346567000000005,47066.664000000004,7.173112400000001,6.41791,51,49,1.3781700000000001,-1
1675,YIR023W,5290000000000.0,5,2.48909,4263.225,1.25,8.22809,82,86,0.9208299999999999,-1
1676,YMR253C,5280000000000.0,4,2.2984586,5093.817,1.3333334,8.83832,34,38,1.51335,-1
1677,YBR035C,5250000000000.0,2,1.7594743999999998,187.92828,0.0,6.93549,37,37,1.7677,-1
1678,YGR049W,5250000000000.0,3,2.0616256999999996,943.0594,0.0,8.810360000000001,12,17,0.83531,-1
1679,YOL001W,5240000000000.0,8,2.8883598,956.5707,0.5952381,9.10626,30,38,0.69147,-1
1680,YHR073W,5240000000000.0,5,2.4890897,1104.5810000000001,0.5,8.67377,132,140,1.06331,-1
1681,YDR414C,5240000000000.0,42,3.8698623,117560.7,9.148161,9.3808,28,40,2.06398,-1
1682,YPR069C,5210000000000.0,3,2.0616256999999996,3453.44,0.0,5.333559999999999,43,31,1.3768,-1
1683,YDL161W,5210000000000.0,6,2.6458201,20873.877,1.2,5.63715,59,53,0.6987399999999999,-1
1684,YFL054C,5190000000000.0,2,1.7594741999999999,479.8877,0.0,8.56317,65,69,1.44384,-1
1685,YPL014W,5190000000000.0,4,2.2984586,2115.165,1.3333334,9.02753,30,35,0.5513600000000001,-1
1686,YMR285C,5180000000000.0,2,1.7594741999999999,107.962135,0.0,7.92047,74,76,1.23549,-1
1687,YOR144C,5170000000000.0,4,2.2984586,0.0,4.0,6.52435,114,109,0.75937,-1
1688,YPR184W,5170000000000.0,6,2.6458204,2002.6322,0.4,5.481990000000001,204,161,1.52724,-1
1689,YGL075C,5160000000000.0,6,2.6458204,4110.6353,0.4,8.28314,52,54,0.9566,-1
1690,YLR385C,5160000000000.0,7,2.7769972999999997,323.7119,3.6666667,5.8526,15,13,0.50925,-1
1691,YML010W,5140000000000.0,15,3.359922,5642.684,3.441414,5.09344,168,133,1.01294,-1
1692,YGR098C,5130000000000.0,3,2.0616256999999996,676.23,0.0,8.46515,173,186,0.90528,-1
1693,YDL053C,5130000000000.0,9,2.9841056,8507.818000000001,0.0,10.34222,9,29,0.9343100000000001,-1
1694,YHR143W-A,5110000000000.0,6,2.6458201,3733.0972,0.8,9.83966,6,13,0.25791,-1
1695,YOR155C,5100000000000.0,5,2.48909,1744.4342,1.0,5.26117,67,52,1.08807,-1
