,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
4298,YDR459C,16193597400.0,5,2.48909,1893.2622,0.0,8.68402,32,39,1.9788,-1
4299,YPL253C,15870434300.0,4,2.2984586,998.9103,0.0,7.62225,94,95,0.46996000000000004,-1
4300,YFL027C,15717589000.0,3,2.0616256999999996,239.73,0.0,8.812560000000001,58,65,1.03336,-1
4301,YJL129C,15527090200.0,2,1.7594741999999999,25.851135,0.0,8.6369,155,164,1.0965,-1
4302,YGR236C,15503832100.0,2,1.7594741999999999,38.938072,0.0,8.0058,10,11,0.70649,-1
4303,YKL153W,15367691300.0,2,1.7594741999999999,195.85558999999998,0.0,4.83539,16,10,3.08427,-1
4304,YJR124C,15232549900.0,1,1.3606247999999999,0.0,0.0,7.52692,33,34,1.0014399999999999,-1
4305,YGL167C,15232549900.0,1,1.3606247999999999,0.0,0.0,5.4724699999999995,115,98,0.39810999999999996,-1
4306,YEL004W,15232391200.0,2,1.7594741999999999,0.0,2.0,9.500060000000001,17,34,1.19608,-1
4307,YJL170C,15192644600.0,2,1.7594741999999999,2723.6306,0.0,5.56268,30,24,2.1109999999999998,-1
4308,YOR381W,15181654000.0,2,1.7594741999999999,190.66501,0.0,6.65753,64,61,1.78519,-1
4309,YJL182C,15106681900.0,1,1.3606247999999999,0.0,0.0,10.22443,4,17,1.39622,-1
4310,YER181C,15106681900.0,1,1.3606247999999999,0.0,0.0,8.57404,4,6,0.5085,-1
4311,YER109C,15106681900.0,1,1.3606247999999999,0.0,0.0,9.346860000000001,64,80,0.6775,-1
4312,YDR340W,15106678800.0,1,1.3606247999999999,0.0,0.0,8.709660000000001,9,11,0.9143600000000001,-1
4313,YDR286C,15106678800.0,1,1.3606247999999999,0.0,0.0,8.30219,18,20,0.9771700000000001,-1
4314,YDR067C,15106678800.0,1,1.3606247999999999,0.0,0.0,9.12836,26,34,0.9668,-1
4315,YDL183C,15106678800.0,1,1.3606247999999999,0.0,0.0,9.62958,31,51,1.36476,-1
4316,YBR157C,15106678800.0,1,1.3606247999999999,0.0,0.0,9.44135,29,38,0.42299,-1
4317,YBR089W,15106678800.0,1,1.3606247999999999,0.0,0.0,8.84235,15,18,1.46397,-1
4318,YMR079W,15054471200.0,2,1.7594741999999999,76.543144,0.0,5.3682300000000005,45,38,1.25557,-1
4319,YNR070W,14715970600.0,2,1.7594741999999999,1535.9563,0.0,8.18866,118,124,1.42042,-1
4320,YDL041W,14515223600.0,2,1.7594741999999999,523.2615,0.0,3.97174,9,3,0.18712,-1
4321,YOL075C,14473795600.0,4,2.2984586,27408.494,0.0,6.569030000000001,129,124,0.94357,-1
4322,YGR181W,14438222800.0,3,2.0616256999999996,463.7941,1.5,8.384089999999999,9,11,0.9277200000000001,-1
4323,YNR056C,14419229700.0,2,1.7594741999999999,141.58272,0.0,7.072080000000001,35,35,1.39642,-1
4324,YHR048W,14318089200.0,3,2.0616256999999996,703.59235,0.0,8.97516,35,45,1.45218,-1
4325,YPR113W,14250576900.0,2,1.7594741999999999,62.49033000000001,0.0,8.89435,14,19,1.69175,-1
4326,YGL015C,14076222500.0,1,1.3606247999999999,0.0,0.0,6.41705,17,16,0.9678700000000001,-1
4327,YOR142W-A,14058098700.0,4,2.2984583,10457.502,0.0,7.73492,38,39,0.92032,-1
4328,YDR070C,14047208400.0,2,1.7594741999999999,114.49155400000001,0.0,9.64203,15,20,0.27478,-1
4329,YAL033W,13976990700.0,2,1.7594743999999998,1038.5897,0.0,7.676939999999999,23,24,0.25392,-1
4330,YOR245C,13829174300.0,4,2.2984586,10623.798999999999,0.0,9.60297,32,53,1.3658299999999999,-1
4331,YLR376C,13820901400.0,4,2.2984586,559.81415,0.6666667,8.23846,29,31,1.1291799999999999,-1
4332,YPR076W,13814599700.0,1,1.3606247999999999,0.0,0.0,4.21234,26,7,0.34875,-1
4333,YPR075C,13814599700.0,1,1.3606247999999999,0.0,0.0,4.3941,68,34,0.43521000000000004,-1
4334,YDL016C,13814599700.0,1,1.3606247999999999,0.0,0.0,10.3454,3,15,0.5461199999999999,-1
4335,YGL094C,13666629600.0,2,1.7594741999999999,40.257053000000006,0.0,6.2486,133,123,1.0554,-1
4336,YOR048C,13468484600.0,2,1.7594741999999999,28.621086,0.0,6.37311,137,130,1.21476,-1
4337,YKR079C,13427087400.0,2,1.7594741999999999,956.569,0.0,5.55768,124,98,0.8697,-1
4338,YJL222W-B,13379786800.0,1,1.3606247999999999,0.0,0.0,5.57294,5,4,2.64837,-1
4339,YBR004C,13251756000.0,1,1.3606247999999999,0.0,0.0,9.51532,19,39,2.32928,-1
4340,YHR004C,13151239200.0,2,1.7594743999999998,48.996807000000004,0.0,8.9931,53,61,0.99426,-1
4341,YMR158W,12973056000.0,1,1.3606247999999999,0.0,0.0,9.65143,12,23,0.6917399999999999,-1
4342,YER037W,12956924900.0,1,1.3606247999999999,0.0,0.0,5.2392,51,40,1.1857600000000001,-1
4343,YDR542W,12956533800.0,2,1.7594741999999999,165.19632,0.0,5.51361,9,7,1.24128,-1
4344,YMR020W,12931903500.0,3,2.0616256999999996,1447.0112,0.0,5.4278,69,55,1.12006,-1
4345,YLR437C,12893786100.0,2,1.7594741999999999,80.40894,0.0,6.7309,14,14,0.9218700000000001,-1
4346,YDL243C,12436807700.0,1,1.3606247999999999,0.0,0.0,6.33221,42,39,1.72055,-1
4347,YJL064W,12382674900.0,3,2.0616256999999996,1856.3398,0.0,6.50446,8,8,1.23396,-1
4348,YJR020W,12362317800.0,2,1.7594741999999999,648.6547,0.0,8.24554,9,11,1.7685400000000002,-1
4349,YGR069W,12259580900.0,2,1.7594743999999998,49.962845,0.0,8.70648,8,11,0.91305,-1
4350,YML030W,12055083000.0,1,1.3606247999999999,0.0,0.0,9.16425,26,31,1.22908,-1
4351,YIL152W,12047805400.0,2,1.7594741999999999,81.614494,0.0,9.99957,16,29,1.17995,-1
4352,YLR185W,11920596000.0,1,1.3606247999999999,0.0,0.0,11.63678,0,22,1.06293,-1
4353,YHL047C,11899554800.0,1,1.3606247999999999,0.0,0.0,8.516910000000001,48,53,2.00279,-1
4354,YBR023C,11812714500.0,4,2.2984586,795.7760599999999,0.0,6.262630000000001,138,129,1.44636,-1
4355,YMR173W,11753229300.0,3,2.0616256999999996,375.16222999999997,0.0,4.2224699999999995,62,36,1.38582,-1
4356,YER088C,11543372800.0,2,1.7594741999999999,10.078448,0.0,9.502989999999999,56,71,0.5605899999999999,-1
4357,YHR036W,11352247300.0,1,1.3606247999999999,0.0,0.0,4.76837,74,44,0.9199299999999999,-1
4358,YNR046W,11266845700.0,5,2.48909,11015.736,0.0,4.606990000000001,17,9,0.70323,-1
4359,YAL013W,11219528700.0,2,1.7594743999999998,239.45477000000002,0.0,4.59406,88,48,0.7576,-1
4360,YDR186C,11208417300.0,1,1.3606247999999999,0.0,0.0,5.17889,116,92,0.6341399999999999,-1
4361,YLR220W,11170077700.0,2,1.7594741999999999,724.0481599999999,0.0,4.96625,36,28,0.75622,-1
4362,YML037C,11131613200.0,1,1.3606247999999999,0.0,0.0,6.47809,52,50,0.85396,-1
4363,YJR097W,11131613200.0,1,1.3606247999999999,0.0,0.0,4.91962,30,19,0.75847,-1
4364,YIL024C,11131613200.0,1,1.3606247999999999,0.0,0.0,5.72345,27,23,1.51116,-1
4365,YJR152W,11114953700.0,2,1.7594741999999999,31.153444,0.0,8.75958,45,52,1.6642700000000001,-1
4366,YIL072W,11023569900.0,1,1.3606247999999999,0.0,0.0,8.42609,75,80,0.6572100000000001,-1
4367,YLR297W,10970849300.0,3,2.0616256999999996,778.164,0.0,4.58807,19,10,0.00896,-1
4368,YJL120W,10962402300.0,1,1.3606247999999999,0.0,0.0,9.38678,6,12,2.76893,-1
4369,YJR158W,10821091300.0,1,1.3606247999999999,0.0,0.0,8.24933,43,47,1.7798900000000002,-1
4370,YKL178C,10777978900.0,2,1.7594741999999999,143.61766,0.0,7.5528,44,45,1.8625,-1
4371,YCR010C,10641993700.0,4,2.2984586,1938.4543,0.6666667,5.00995,21,14,1.5861299999999998,-1
4372,YGL077C,10629630000.0,1,1.3606247999999999,0.0,0.0,6.391780000000001,40,36,1.8178900000000002,-1
4373,YBR043C,10510536700.0,3,2.0616256999999996,10192.849,0.0,7.59235,65,66,1.49989,-1
4374,YOL105C,10462523400.0,3,2.0616256999999996,575.1799,0.0,5.73724,34,29,0.7809699999999999,-1
4375,YLR014C,10419397600.0,5,2.4890897,10795.16,0.0,7.11884,109,109,1.07708,-1
4376,YPL147W,10413751300.0,3,2.0616256999999996,189.22186000000002,0.0,9.53302,88,119,1.00886,-1
4377,YAR023C,10402555900.0,2,1.7594743999999998,373.83893,0.0,7.67426,14,15,2.3876,-1
4378,YNL129W,10292985900.0,1,1.3606247999999999,0.0,0.0,6.23615,37,35,1.34619,-1
4379,YCL056C,10275893200.0,4,2.2984586,20424.23,0.0,9.576839999999999,12,23,1.81254,-1
4380,YML071C,10146435100.0,1,1.3606247999999999,0.0,0.0,4.6340900000000005,131,83,0.40958,-1
4381,YGR194C,10146435100.0,1,1.3606247999999999,0.0,0.0,6.37677,77,72,1.07077,-1
4382,YML077W,9979594800.0,4,2.2984586,459.9259,2.3333333,8.9577,13,17,1.72375,-1
4383,YGR057C,9942764500.0,3,2.0616256999999996,4125.785,0.0,6.38971,30,28,0.88979,-1
4384,YPL005W,9881098200.0,2,1.7594741999999999,128.89415,0.0,9.74493,64,103,0.77572,-1
4385,YNL226W,9857456100.0,1,1.3606247999999999,0.0,0.0,9.73016,6,15,1.7874700000000001,-1
4386,YDL011C,9833980900.0,2,1.7594741999999999,28.267491999999997,0.0,4.8125599999999995,8,6,0.76234,-1
4387,YMR306W,9733740500.0,3,2.0616256999999996,331.73607999999996,0.0,8.32123,173,182,1.63119,-1
4388,YOR348C,9730484200.0,4,2.2984586,13897.877,0.0,7.4932300000000005,48,49,1.94485,-1
4389,YDL201W,9677500400.0,1,1.3606247999999999,0.0,0.0,9.174619999999999,38,47,1.04459,-1
4390,YMR110C,9631665200.0,1,1.3606247999999999,0.0,0.0,6.30011,62,58,0.8782399999999999,-1
4391,YPR065W,9622381600.0,2,1.7594741999999999,177.8082,0.0,9.88373,22,40,0.82175,-1
4392,YPL175W,9552138200.0,2,1.7594741999999999,1843.8424,0.0,6.78717,49,47,1.0391,-1
4393,YDR245W,9452505100.0,5,2.4890897,5098.7603,2.1666667,6.4320699999999995,53,51,2.7686,-1
4394,YML094W,9427036200.0,4,2.2984586,539.7156,3.3333333,8.83746,19,22,0.41268,-1
4395,YJL112W,9401117700.0,2,1.7594741999999999,71.550896,0.0,5.37518,99,82,0.8659100000000001,-1
4396,YJL139C,9218793500.0,1,1.3606247999999999,0.0,0.0,5.13202,66,50,1.95818,-1
4397,YLR363C,9213944800.0,1,1.3606247999999999,0.0,0.0,5.58954,32,29,1.19435,-1
4398,YPR102C,9185111000.0,1,1.3606247999999999,0.0,0.0,9.91901,21,33,0.66305,-1
4399,YNL326C,9013149700.0,3,2.0616256999999996,988.9839,0.0,7.87897,34,36,1.7411900000000002,-1
4400,YIL040W,8979106800.0,2,1.7594741999999999,86.6673,0.0,9.09784,7,11,1.25095,-1
4401,YML129C,8923135000.0,3,2.0616256999999996,566.9490400000001,0.0,6.55011,6,6,1.8143200000000002,-1
4402,YML054C,8861143000.0,2,1.7594741999999999,0.0,2.0,8.59296,75,81,0.9507399999999999,-1
4403,YIL006W,8690283500.0,2,1.7594741999999999,299.90445,0.0,8.82648,29,34,0.9764299999999999,-1
4404,YDL067C,8671736800.0,4,2.2984586,10762.886,0.0,9.77313,6,10,2.79759,-1
4405,YIL049W,8618817500.0,2,1.7594741999999999,1228.9084,0.0,9.21295,14,24,2.25555,-1
4406,YOL064C,8536227300.0,3,2.0616256999999996,243.29892,0.0,5.78534,47,39,0.8212299999999999,-1
4407,YOR282W,8456113200.0,1,1.3606247999999999,0.0,0.0,10.59515,2,10,0.8407899999999999,-1
4408,YLR459W,8430780900.0,2,1.7594741999999999,104.76697,0.0,9.11969,15,22,1.66068,-1
4409,YPL107W,8416526300.0,1,1.3606247999999999,0.0,0.0,9.51349,36,48,1.48551,-1
4410,YLR057W,8416526300.0,1,1.3606247999999999,0.0,0.0,5.48224,114,99,0.94947,-1
4411,YLR028C,8416526300.0,1,1.3606247999999999,0.0,0.0,6.11615,73,67,0.86831,-1
4412,YEL006W,8416526300.0,1,1.3606247999999999,0.0,0.0,9.71222,18,34,0.8409,-1
4413,YDR317W,8416526300.0,1,1.3606247999999999,0.0,0.0,9.14972,43,56,1.00896,-1
4414,YBL097W,8416526300.0,1,1.3606247999999999,0.0,0.0,4.57037,156,91,0.6319600000000001,-1
4415,YDL094C,8394266600.0,2,1.7594741999999999,1240.5222,0.0,9.562439999999999,14,23,0.54867,-1
4416,YMR077C,8333131800.0,5,2.4890897,1594.4724,0.5833333,5.2403,41,33,0.23246999999999998,-1
4417,YOR011W,8287817700.0,1,1.3606247999999999,0.0,0.0,6.8183,129,126,1.38562,-1
4418,YNL165W,8287817700.0,1,1.3606247999999999,0.0,0.0,6.644839999999999,47,45,1.0358100000000001,-1
4419,YJL202C,8149714400.0,1,1.3606247999999999,0.0,0.0,8.70477,6,9,0.81865,-1
4420,YMR182C,8135149600.0,2,1.7594743999999998,1082.8473,0.0,9.63251,14,24,0.52065,-1
4421,YDR281C,8086432800.0,1,1.3606247999999999,0.0,0.0,4.59052,17,10,0.53295,-1
4422,YGR138C,8022883800.0,1,1.3606247999999999,0.0,0.0,6.62323,48,47,1.67715,-1
4423,YOR383C,7997745700.0,1,1.3606247999999999,0.0,0.0,4.18976,17,5,1.13229,-1
4424,YLR060W,7973669400.0,1,1.3606247999999999,0.0,0.0,5.52631,87,71,0.7193,-1
4425,YDR284C,7925934600.0,6,2.6458204,1076.755,0.4,5.97296,29,24,1.36527,-1
4426,YJR116W,7919541800.0,2,1.7594741999999999,343.18987999999996,0.0,9.71942,11,24,1.6838099999999998,-1
4427,YGL258W,7901709300.0,1,1.3606247999999999,0.0,0.0,4.36359,18,8,0.9340200000000001,-1
4428,YER170W,7901709300.0,1,1.3606247999999999,0.0,0.0,8.92206,28,31,0.90975,-1
4429,YER121W,7901709300.0,1,1.3606247999999999,0.0,0.0,4.92328,17,11,1.5408600000000001,-1
4430,YEL074W,7901709300.0,1,1.3606247999999999,0.0,0.0,9.75739,8,18,0.70357,-1
4431,YEL057C,7901709300.0,1,1.3606247999999999,0.0,0.0,9.76215,24,39,0.59883,-1
4432,YDR290W,7901709300.0,1,1.3606247999999999,0.0,0.0,6.703189999999999,9,9,1.79476,-1
4433,YCL049C,7901709300.0,1,1.3606247999999999,0.0,0.0,4.68353,44,29,2.18715,-1
4434,YBR262C,7901709300.0,1,1.3606247999999999,0.0,0.0,7.967219999999999,13,14,3.38561,-1
4435,YBR261C,7900624900.0,1,1.3606247999999999,0.0,0.0,5.08124,35,26,1.52661,-1
4436,YOL032W,7868981800.0,1,1.3606247999999999,0.0,0.0,5.135190000000001,28,22,0.9913,-1
4437,YLR130C,7868981800.0,1,1.3606247999999999,0.0,0.0,5.02606,46,25,1.1778899999999999,-1
4438,YER101C,7868981800.0,1,1.3606247999999999,0.0,0.0,8.954039999999999,47,55,1.2565600000000001,-1
4439,YNL178W,7753645600.0,2,1.7594741999999999,194.35191,0.0,9.42218,31,38,0.39826999999999996,-1
4440,YLL062C,7746700800.0,2,1.7594743999999998,173.52176,0.0,5.3681,43,33,1.39945,-1
4441,YJL025W,7733154800.0,2,1.7594743999999998,246.27614,0.0,8.37445,60,64,1.3516299999999999,-1
4442,YLR189C,7520863200.0,2,1.7594743999999998,27.47127,0.0,7.1525300000000005,155,154,1.11986,-1
4443,YKR085C,7520863200.0,2,1.7594743999999998,27.47127,0.0,10.184389999999999,15,36,1.3525200000000002,-1
4444,YGL013C,7453922300.0,1,1.3606247999999999,0.0,0.0,6.49799,120,114,0.8385600000000001,-1
4445,YFR012W,7430065700.0,1,1.3606247999999999,0.0,0.0,9.16107,6,13,1.3572899999999999,-1
4446,YMR132C,7426422800.0,1,1.3606247999999999,0.0,0.0,9.06757,29,37,1.3034700000000001,-1
4447,YHR062C,7391203800.0,2,1.7594741999999999,529.03406,0.0,9.75934,25,39,0.46363000000000004,-1
4448,YKR074W,7374879200.0,1,1.3606247999999999,0.0,0.0,5.964169999999999,27,24,1.08161,-1
4449,YDR421W,7281391100.0,1,1.3606247999999999,0.0,0.0,5.92401,131,121,1.0117,-1
4450,YKL070W,7267129900.0,1,1.3606247999999999,0.0,0.0,9.18463,22,27,1.42277,-1
4451,YOL013C,7152600600.0,3,2.0616256999999996,165.2514,2.0,5.42328,63,48,1.10169,-1
4452,YER176W,7082540000.0,1,1.3606247999999999,0.0,0.0,9.44647,129,177,0.6515,-1
4453,YJL208C,7045801000.0,3,2.0616256999999996,10354.15,0.0,8.94855,36,43,0.83636,-1
4454,YOR321W,6984431600.0,2,1.7594741999999999,359.0997,0.0,6.4320699999999995,72,66,2.26473,-1
4455,YKL188C,6981698000.0,2,1.7594741999999999,3863.259,0.0,9.008610000000001,100,115,0.77874,-1
4456,YOR252W,6959369200.0,2,1.7594741999999999,933.5058,0.0,10.065,24,39,0.34143,-1
4457,YDL062W,6951582200.0,1,1.3606247999999999,0.0,0.0,8.79694,12,15,0.81266,-1
4458,YER087C-B,6922203600.0,2,1.7594741999999999,18.551973,0.0,10.51788,3,11,0.17105,-1
4459,YOR132W,6910934500.0,3,2.0616256999999996,0.0,3.0,6.47845,80,78,0.9248799999999999,-1
4460,YOR279C,6888610300.0,3,2.0616256999999996,659.544,1.0,9.04193,50,54,0.6512399999999999,-1
4461,YMR312W,6882759200.0,6,2.6458201,319.5036,4.2,6.18304,23,19,0.5374,-1
4462,YOR050C,6855779800.0,1,1.3606247999999999,0.0,0.0,9.33685,8,13,0.28159,-1
4463,YEL047C,6855779800.0,1,1.3606247999999999,0.0,0.0,5.9295,56,50,0.46308999999999995,-1
4464,YLR417W,6775653400.0,4,2.2984583,620.9302,1.3333334,5.97235,71,64,0.76277,-1
4465,YBR131W,6738070000.0,3,2.0616256999999996,218.96187,0.0,5.11346,89,67,1.34409,-1
4466,YIL163C,6714126800.0,1,1.3606247999999999,0.0,0.0,10.61102,5,22,0.94358,-1
4467,YGL126W,6714126800.0,1,1.3606247999999999,0.0,0.0,9.86249,18,36,2.60072,-1
4468,YKR006C,6698347000.0,2,1.7594741999999999,127.50336999999999,0.0,9.00531,36,42,0.95124,-1
4469,YPR128C,6625441300.0,6,2.6458204,10650.257,0.4,9.77582,20,35,0.9078299999999999,-1
4470,YJR012C,6571140100.0,1,1.3606247999999999,0.0,0.0,4.61298,28,15,0.58539,-1
4471,YDR288W,6559975900.0,2,1.7594741999999999,10100.0,0.0,5.22797,45,35,0.39851,-1
4472,YJR135W-A,6474656300.0,2,1.7594741999999999,0.0,2.0,5.23578,11,9,0.051210000000000006,-1
4473,YOR363C,6470431700.0,2,1.7594743999999998,10100.0,0.0,7.66193,118,120,0.68338,-1
4474,YOL104C,6462463000.0,2,1.7594741999999999,153.92287,0.0,7.554989999999999,38,39,0.97025,-1
4475,YDR330W,6443570700.0,1,1.3606247999999999,0.0,0.0,4.56085,89,52,0.60816,-1
4476,YLR194C,6415744000.0,1,1.3606247999999999,0.0,0.0,4.95294,16,12,1.20587,-1
4477,YHR203C,6400364500.0,2,1.7594741999999999,10100.0,0.0,10.087710000000001,27,49,0.64723,-1
4478,YOR309C,6392680400.0,1,1.3606247999999999,0.0,0.0,12.53302,4,56,0.19055999999999998,-1
4479,YOL118C,6392680400.0,1,1.3606247999999999,0.0,0.0,10.20319,5,20,1.53419,-1
4480,YJL175W,6392680400.0,1,1.3606247999999999,0.0,0.0,4.64825,9,6,1.29713,-1
4481,YFL001W,6392680400.0,1,1.3606247999999999,0.0,0.0,9.34027,51,69,0.92291,-1
4482,YBR041W,6392680400.0,1,1.3606247999999999,0.0,0.0,8.54303,71,77,1.5982,-1
4483,YDL114W,6353209300.0,3,2.0616256999999996,10126.601999999999,0.0,9.51556,24,36,0.56598,-1
4484,YKR008W,6326439400.0,1,1.3606247999999999,0.0,0.0,5.14728,92,69,0.8311700000000001,-1
4485,YOR205C,6267637800.0,1,1.3606247999999999,0.0,0.0,9.34943,56,80,1.15226,-1
4486,YNL186W,6267637800.0,1,1.3606247999999999,0.0,0.0,5.3476,128,104,0.74268,-1
4487,YKL003C,6267637800.0,1,1.3606247999999999,0.0,0.0,9.83807,15,23,0.39679000000000003,-1
4488,YDL045W-A,6267637800.0,1,1.3606247999999999,0.0,0.0,9.92267,5,16,1.11876,-1
4489,YLR237W,6261577700.0,4,2.2984586,1045.0951,0.0,6.6334800000000005,42,40,2.44107,-1
4490,YPL132W,6257371100.0,3,2.0616256999999996,538.3699,0.0,8.833680000000001,37,42,0.82291,-1
4491,YMR260C,6217456100.0,1,1.3606247999999999,0.0,0.0,4.69489,37,25,0.58618,-1
4492,YDR384C,6201416700.0,4,2.2984586,694.07025,0.0,4.57452,20,12,1.49909,-1
4493,YDR509W,6136183300.0,1,1.3606247999999999,0.0,0.0,10.09821,4,16,1.1377700000000002,-1
4494,YBR115C,6080856100.0,2,1.7594743999999998,89.88295,0.0,5.63214,172,147,1.13774,-1
4495,YEL058W,6078515200.0,1,1.3606247999999999,0.0,0.0,5.58148,71,57,0.81816,-1
4496,YIL121W,6065366000.0,1,1.3606247999999999,0.0,0.0,9.26202,35,53,1.08484,-1
4497,YDR126W,6027567600.0,2,1.7594741999999999,498.6332,0.0,7.09161,30,30,1.93035,-1
4498,YDR038C,6009029600.0,3,2.0616256999999996,20518.283,0.0,5.32745,131,104,1.05782,-1
4499,YPL101W,5978993700.0,5,2.48909,0.0,5.0,9.45197,52,63,0.61382,-1
4500,YBR058C-A,5957198300.0,3,2.0616256999999996,0.0,3.0,8.76141,6,8,1.52049,-1
4501,YKR058W,5868036600.0,1,1.3606247999999999,0.0,0.0,4.24896,114,45,1.0247,-1
4502,YOR297C,5801902600.0,4,2.2984586,836.59973,2.0,8.911439999999999,16,20,1.46139,-1
4503,YNR034W,5785787900.0,1,1.3606247999999999,0.0,0.0,7.09943,43,43,0.92014,-1
4504,YDR492W,5762231800.0,2,1.7594741999999999,20196.0,0.0,8.7934,19,26,1.51365,-1
4505,YOL035C,5755309100.0,1,1.3606247999999999,0.0,0.0,7.95282,4,5,1.24748,-1
4506,YLL029W,5740485100.0,1,1.3606247999999999,0.0,0.0,6.4032599999999995,96,90,1.15704,-1
4507,YDR020C,5728121300.0,1,1.3606247999999999,0.0,0.0,4.8040199999999995,38,26,0.8325,-1
4508,YDR323C,5710529500.0,1,1.3606247999999999,0.0,0.0,8.756160000000001,65,76,0.66846,-1
4509,YPL263C,5683510300.0,1,1.3606247999999999,0.0,0.0,5.01117,124,93,1.5732700000000002,-1
4510,YBL018C,5592563200.0,2,1.7594743999999998,712.20593,0.0,4.70673,24,15,1.91462,-1
4511,YJR095W,5511106600.0,2,1.7594741999999999,457.72577,0.0,9.77704,23,42,0.71435,-1
4512,YOR196C,5482546200.0,2,1.7594743999999998,10100.0,0.0,9.55157,48,69,0.94385,-1
4513,YDR039C,5427776000.0,2,1.7594741999999999,3.266794,0.0,5.32745,131,104,1.0576299999999998,-1
4514,YMR222C,5404119000.0,1,1.3606247999999999,0.0,0.0,4.6845099999999995,25,12,1.12154,-1
4515,YGR026W,5275070000.0,1,1.3606247999999999,0.0,0.0,9.89655,18,42,2.4641900000000003,-1
4516,YOR345C,5253376000.0,1,1.3606247999999999,0.0,0.0,9.0224,8,12,1.6684900000000003,-1
4517,YJL031C,5171018200.0,3,2.0616256999999996,547.87305,0.0,6.73883,50,49,2.3083,-1
4518,YGL239C,5161287200.0,2,1.7594741999999999,270.74048,0.0,8.79803,7,10,0.04382,-1
4519,YDR441C,5157765600.0,2,1.7594741999999999,118.2054,0.0,4.836,27,15,0.22991,-1
4520,YGR055W,5133691400.0,3,2.0616256999999996,306.66534,0.0,7.535830000000001,39,40,1.7791700000000001,-1
4521,YPR203W,5104268300.0,1,1.3606247999999999,0.0,0.0,9.15875,11,16,0.54905,-1
4522,YLR164W,5104268300.0,1,1.3606247999999999,0.0,0.0,9.45416,10,17,1.1703299999999999,-1
4523,YOR292C,5096363500.0,3,2.0616256999999996,728.775,0.0,5.55585,29,22,2.00582,-1
4524,YNL138W-A,5092031000.0,1,1.3606247999999999,0.0,0.0,9.84479,10,16,1.29148,-1
4525,YBR077C,5003262500.0,4,2.2984586,1173.787,0.0,4.91266,22,14,0.8815700000000001,-1
4526,YCR075C,4989230100.0,3,2.0616256999999996,334.5949,0.0,8.916080000000001,14,19,2.5396799999999997,-1
4527,YHR032W,4978948600.0,2,1.7594741999999999,240.77552999999997,0.0,5.770569999999999,55,45,1.19852,-1
4528,YMR069W,4950501400.0,2,1.7594741999999999,10100.0,0.0,8.31989,33,36,1.06623,-1
4529,YNR011C,4871806500.0,2,1.7594741999999999,100.43717,0.0,8.57391,112,120,0.69485,-1
4530,YBL098W,4840141800.0,1,1.3606247999999999,0.0,0.0,8.59845,58,63,0.81453,-1
4531,YPR073C,4808467500.0,1,1.3606247999999999,0.0,0.0,7.0018899999999995,22,22,1.09451,-1
4532,YKL181W,4765230100.0,5,2.48909,647.3598,2.0833333,5.45319,62,49,0.45486000000000004,-1
4533,YHL046C,4700022300.0,1,1.3606247999999999,0.0,0.0,5.13422,10,7,1.23685,-1
4534,YNR025C,4691863000.0,2,1.7594741999999999,86.36295,0.0,8.66193,4,6,1.4710299999999998,-1
4535,YHR189W,4573115400.0,2,1.7594741999999999,11411.625,0.0,9.92255,13,25,1.63625,-1
4536,YGR036C,4539646500.0,1,1.3606247999999999,0.0,0.0,8.73932,16,20,1.57276,-1
4537,YFL015C,4539646500.0,1,1.3606247999999999,0.0,0.0,9.91888,6,17,1.7126599999999998,-1
4538,YER035W,4539646500.0,1,1.3606247999999999,0.0,0.0,10.14301,14,30,0.1932,-1
4539,YDR478W,4539646500.0,1,1.3606247999999999,0.0,0.0,9.66351,18,35,0.74,-1
4540,YDL096C,4539646500.0,1,1.3606247999999999,0.0,0.0,8.88007,4,8,0.33316,-1
4541,YDL061C,4539646500.0,1,1.3606247999999999,0.0,0.0,10.065489999999999,4,12,1.33479,-1
4542,YDL050C,4539646500.0,1,1.3606247999999999,0.0,0.0,7.709410000000001,12,13,0.7339899999999999,-1
4543,YDL026W,4539646500.0,1,1.3606247999999999,0.0,0.0,9.20636,5,8,1.148,-1
4544,YLR435W,4405508100.0,5,2.4890897,21345.982000000004,0.0,4.10907,55,21,1.37289,-1
4545,YBR248C,4403877400.0,1,1.3606247999999999,0.0,0.0,5.34393,77,63,0.98866,-1
4546,YOR364W,4362632700.0,2,1.7594741999999999,2775.8845,0.0,10.481630000000001,6,21,0.4373,-1
4547,YJR040W,4348307500.0,5,2.48909,2516.114,0.0,6.69733,76,74,1.2838100000000001,-1
4548,YER188W,4319471600.0,1,1.3606247999999999,0.0,0.0,4.7984,29,15,2.17688,-1
4549,YDL180W,4319471600.0,1,1.3606247999999999,0.0,0.0,5.21466,53,36,1.1459,-1
4550,YKR011C,4267878910.0,2,1.7594743999999998,29.58401,0.0,8.8465,43,50,1.35837,-1
4551,YDR254W,4252181250.0,3,2.0616256999999996,380.18637,0.0,8.89752,54,61,1.0408,-1
4552,YBL019W,4213574140.0,1,1.3606247999999999,0.0,0.0,9.24371,62,79,0.8617299999999999,-1
4553,YCL057W,4164126210.0,1,1.3606247999999999,0.0,0.0,5.50861,97,79,1.3935799999999998,-1
4554,YNL122C,4065559300.0,1,1.3606247999999999,0.0,0.0,12.25897,1,26,1.05562,-1
