Subgraph,Degree,Eigenvector,Information,LAC,Betweenness,Closeness,Network
3.22E+13,6,0.007749829,2.6458204,0,1476.9817,0.022461997,0
3.22E+13,31,0.007745436,3.7539134,3.548387,45025.902,0.022602782,7.020272
3.21E+13,11,0.007736266,3.140127,2.7272727,2707.3115,0.02247558,3.2539682
3.20E+13,9,0.007722445,2.9841056,0,1913.308,0.022461502,0
3.19E+13,11,0.007719396,3.140127,1.4545455,8369.697,0.022541147,1.6111112
3.19E+13,18,0.007716966,3.4751234,5.7777777,14624.725,0.022530476,6.584852
3.19E+13,11,0.007710732,3.140127,1.8181819,5617.7114,0.02251364,2.2666667
3.18E+13,8,0.007704174,2.8883598,0.5,8291.36,0.022555524,0.5714286
3.18E+13,16,0.007696307,3.4018607,0.125,10099.184,0.0225229,0.13333334
3.16E+13,19,0.007681345,3.5070434,0.10526316,37999.29,0.022617742,0.114379086
3.16E+13,25,0.007675249,3.6550763,4,17281.105,0.022580732,6.113187
3.14E+13,18,0.007658052,3.4751234,1.2222222,15542.959,0.022517622,1.3262032
3.14E+13,7,0.00765625,2.7769976,0.2857143,11502.119,0.022584237,0.33333334
3.14E+13,19,0.007650943,3.5070434,1.6842105,7303.4414,0.022544041,2.2283273
3.13E+13,9,0.0076443,2.9841056,0.22222222,3458.4702,0.022491166,0.25
3.13E+13,5,0.007644058,2.48909,3.2,114.64495,0.022469629,4
3.13E+13,14,0.0076411,3.313559,2.4285715,8368.84,0.022539651,3.5516484
3.12E+13,34,0.007629055,3.7920728,6.647059,35984.55,0.02256572,11.963556
3.10E+13,7,0.007602303,2.7769973,0.5714286,1288.933,0.022454668,0.6666667
3.08E+13,7,0.007582746,2.7769976,0.85714287,12003.249,0.022534164,1
3.07E+13,8,0.007571931,2.8883598,0.5,4675.9424,0.02257973,0.5714286
3.07E+13,20,0.007569651,3.5367074,5.6,26760.604,0.022601979,7.126692
3.06E+13,7,0.007559573,2.7769976,0.2857143,420.04504,0.022479847,0.33333334
3.06E+13,11,0.007558425,3.140127,1.0909091,8766.342,0.022541147,1.4
3.05E+13,11,0.007539579,3.140127,4,6105.7017,0.022537256,5.175
3.04E+13,7,0.007529495,2.7769976,0,1417.2588,0.02248491,0
3.04E+13,20,0.007528069,3.5367074,2.4,28526.115,0.022545539,3.219716
3.03E+13,14,0.00751951,3.3135593,1.7142857,1476.4503,0.022447838,1.8461539
3.02E+13,12,0.007506918,3.2047052,0.5,12056.846,0.022552028,0.54545456
3.02E+13,5,0.007506688,2.48909,0,2459.6123,0.022447838,0
3.00E+13,12,0.007481068,3.2047052,3,7463.0317,0.022500806,3.2727273
3.00E+13,8,0.007479191,2.8883598,1.5,13311.305,0.02255093,1.7142857
3.00E+13,19,0.007476037,3.5070434,5.263158,6876.0938,0.022473298,6.0685267
2.99E+13,13,0.00746853,3.2621105,2.7692308,14579.882,0.022558922,3
2.98E+13,16,0.007455908,3.4018607,5.5,14694.333,0.022548234,6.739286
2.97E+13,21,0.007444301,3.5638938,1.8095238,55872.73,0.02261031,2.1171567
2.97E+13,24,0.007444894,3.6345143,2.1666667,50826.074,0.022592353,3.0983672
2.95E+13,10,0.007413753,3.0672336,1.2,25217.969,0.022597264,1.3611112
2.94E+13,5,0.007401777,2.48909,0,272.22092,0.022397283,0
2.93E+13,16,0.007393763,3.4018607,1.875,13132.105,0.022524197,2.0960374
2.93E+13,30,0.007391302,3.7397115,4.5333333,33370.66,0.02252868,9.335316
2.93E+13,27,0.007390172,3.6919663,0.962963,60842.34,0.022592353,3.4145317
2.92E+13,8,0.007384302,2.8883598,0.25,18126.574,0.022491068,0.2857143
2.91E+13,7,0.007365634,2.7769973,1.1428572,489.34976,0.02246497,1.3333334
2.89E+13,26,0.00734003,3.6740646,0.46153846,42512.008,0.022562621,0.73787546
2.89E+13,24,0.007338293,3.6345143,5,16544.623,0.022517124,8.186021
2.89E+13,18,0.007337268,3.4751234,1.1111112,23101.426,0.02254504,2.464706
2.86E+13,13,0.007309201,3.2621105,1.8461539,11793.195,0.022555925,2.2151515
2.85E+13,28,0.007291382,3.7088745,1.0714285,68211.37,0.02249504,2.9262838
2.84E+13,12,0.00728386,3.2047052,3.1666667,4363.413,0.022462096,3.4545455
2.80E+13,5,0.007228647,2.48909,0,4094.6252,0.022538552,0
2.80E+13,8,0.007227699,2.8883598,2,647.31244,0.022433793,2.2857144
2.80E+13,16,0.007227626,3.4018607,1.125,19604.232,0.022588544,1.2583333
2.79E+13,14,0.007208209,3.313559,0.5714286,21869.793,0.022507071,0.7051282
2.78E+13,7,0.00720485,2.7769973,2,5176.7417,0.022531372,2.4666667
2.78E+13,10,0.007204578,3.0672333,0.2,1106.8351,0.022411874,0.22222222
2.78E+13,78,0.007148245,4.035391,8.769231,80214.83,0.022579629,24.165073
2.77E+13,14,0.007192699,3.313559,1.2857143,8518.009,0.022552328,1.6307693
2.76E+13,16,0.007180769,3.4018607,3.5,10223.099,0.022537356,4.980159
2.76E+13,5,0.007178336,2.48909,0.8,822.6379,0.02249832,1
2.74E+13,28,0.007149949,3.7088745,0.71428573,83375.63,0.022633223,2.511437
2.73E+13,16,0.007130556,3.4018607,1.25,45203.473,0.022613624,1.8641026
2.72E+13,11,0.00712048,3.140127,2,8240.779,0.022490669,2.211111
2.72E+13,10,0.007119052,3.0672333,0.4,7454.855,0.022476671,0.44444445
2.71E+13,17,0.007106875,3.4401622,1.6470588,20146.105,0.022573924,3.1166666
2.71E+13,10,0.007105698,3.0672336,3.4,436.1566,0.022432212,3.7777777
2.71E+13,16,0.007105651,3.4018607,0.625,23468.57,0.022533167,0.8111111
2.70E+13,8,0.007097454,2.8883598,3,4733.307,0.022525791,3.7142856
2.69E+13,11,0.007087349,3.140127,3.2727273,10851.68,0.022468936,3.6
2.69E+13,8,0.007084356,2.8883598,0.75,2709.2058,0.022479847,0.85714287
2.68E+13,8,0.00706948,2.8883598,0.75,9278.802,0.022500608,0.9714286
2.68E+13,4,0.007064148,2.2984586,0.5,31.021475,0.02237986,0.6666667
2.64E+13,20,0.007023071,3.5367074,3.5,10153.892,0.022542544,4.3012733
2.64E+13,19,0.007021833,3.5070434,4.105263,18922.885,0.02255163,5.612121
2.63E+13,13,0.007002995,3.2621105,1.8461539,3975.9873,0.02244289,2
2.63E+13,7,0.007000368,2.7769973,0,723.31726,0.022474986,0
2.63E+13,15,0.007000182,3.359922,6,11104.119,0.022508664,8.8404045
2.62E+13,9,0.006989847,2.9841056,0.8888889,6900.7007,0.022569122,1
2.60E+13,22,0.006963783,3.5892177,3.2727273,25956.906,0.02255113,5.948342
2.55E+13,27,0.006901375,3.6919663,5.6296296,19007.582,0.02253217,7.201958
2.54E+13,6,0.006888886,2.6458204,0.33333334,12958.078,0.022502895,0.4
2.54E+13,12,0.006885395,3.2047052,3.3333333,4377.217,0.022472505,3.7402596
2.54E+13,7,0.006882058,2.7769976,2.2857144,1382.9834,0.022471514,2.6666667
2.54E+13,9,0.00687912,2.9841056,1.7777778,2230.8608,0.022499116,2
2.53E+13,8,0.006875981,2.8883598,0.5,2097.3926,0.022459818,0.5714286
2.53E+13,10,0.006868642,3.0672336,0.8,5256.151,0.02251852,0.8888889
2.53E+13,9,0.00686852,2.9841056,1.3333334,1432.8701,0.022476474,1.5
2.52E+13,56,0.006853241,3.9574172,1.5714285,253765.2,0.022614729,4.7682605
2.52E+13,12,0.006850194,3.2047052,1,43078.652,0.022607097,1.5681819
2.52E+13,13,0.006849637,3.2621105,2.1538463,4021.8298,0.022480443,2.8333333
2.51E+13,11,0.006843947,3.140127,1.6363636,7626.901,0.022526886,1.8678571
2.51E+13,15,0.006843706,3.359922,1.0666667,12683.7705,0.02252599,1.1593406
2.51E+13,105,0.00679073,4.088547,5.7714286,334346.88,0.02260479,29.496943
2.50E+13,18,0.006828984,3.4751234,0.33333334,16576.258,0.022531172,0.3529412
2.50E+13,9,0.006822626,2.9841056,0.44444445,5906.0664,0.02253207,0.5
2.49E+13,9,0.006814547,2.9841056,3.1111112,3820.6494,0.022452192,3.5
2.48E+13,40,0.00678115,3.8530462,5.8,66550.14,0.02256252,8.693488
2.46E+13,22,0.006770802,3.5892177,5.818182,14551.885,0.022556225,7.898145
2.45E+13,8,0.00675526,2.8883598,0.25,8940.698,0.022582933,0.2857143
2.44E+13,10,0.006746352,3.0672333,0.4,7993.0503,0.02244952,0.44444445
2.44E+13,9,0.006741146,2.9841056,0.6666667,1112.9333,0.022472901,0.75
2.43E+13,19,0.006734453,3.5070434,3.5789473,24893.422,0.022534065,5.273436
2.43E+13,18,0.006728417,3.4751234,2.5555556,6633.917,0.022513442,3.8019607
2.41E+13,8,0.006711145,2.8883598,0.5,6749.167,0.022479748,0.5714286
2.41E+13,26,0.006701159,3.6740646,0.9230769,78373.87,0.022658907,1.0795755
2.40E+13,21,0.006694719,3.5638938,0.3809524,21327.816,0.022565221,0.44583333
2.39E+13,16,0.006671802,3.4018607,4.75,3495.3247,0.022472901,5.2
2.38E+13,15,0.006669846,3.359922,2.1333334,19573.852,0.022516327,2.9686813
2.38E+13,16,0.006667093,3.4018607,1.875,3636.56,0.02251583,2.6307082
2.37E+13,25,0.006651547,3.6550763,1.2,45583.492,0.022616236,3.5818741
2.37E+13,5,0.006651276,2.48909,0,1004.8457,0.022461304,0
2.37E+13,101,0.006586886,4.0823956,6.6732674,189300.47,0.022574425,30.214417
2.36E+13,10,0.006638028,3.0672333,0.2,10003.297,0.022528183,0.22222222
2.36E+13,9,0.006634558,2.9841056,0.22222222,6986.2163,0.022497326,0.25
2.36E+13,13,0.006631009,3.2621105,6,3468.7683,0.022497626,7.340476
2.35E+13,9,0.006624959,2.9841056,1.3333334,12509.293,0.022547735,1.5
2.35E+13,9,0.006621637,2.9841056,0,7837.7866,0.022513341,0
2.33E+13,16,0.006589786,3.4018607,4.125,10349.308,0.022533866,4.7095237
2.32E+13,4,0.006577848,2.2984586,0,367.28296,0.022407237,0
2.31E+13,11,0.006562525,3.140127,2.3636363,4111.635,0.022508863,2.6
2.31E+13,8,0.006561287,2.8883598,0.25,9387.318,0.022463286,0.2857143
2.30E+13,36,0.006552741,3.8142917,0.44444445,75901.08,0.02258644,1.5292711
2.30E+13,5,0.006546426,2.4890897,1.6,1237.7968,0.02248888,2
2.27E+13,19,0.006509685,3.5070434,8.421053,11102.205,0.022491265,10.657506
2.25E+13,6,0.006484945,2.6458201,2,779.2328,0.02248779,2.7
2.25E+13,9,0.006481237,2.9841056,0.8888889,3155.2432,0.022485903,1
2.25E+13,22,0.006479682,3.5892177,0.6363636,24815.342,0.02257873,0.7721935
2.24E+13,8,0.006466933,2.8883598,0.75,13386.849,0.022502497,0.9714286
2.23E+13,8,0.006451525,2.8883598,1,1332.187,0.022407731,1.1428572
2.23E+13,35,0.006448946,3.80336,5.0857143,35013.195,0.022547036,9.818479
2.20E+13,11,0.006408662,3.140127,1.2727273,4233.021,0.022467548,1.85
2.20E+13,7,0.0063991,2.7769976,0.85714287,11989.92,0.022484513,1
2.19E+13,7,0.006395695,2.7769976,1.1428572,11187.818,0.022506177,1.3333334
2.19E+13,14,0.006386784,3.313559,0.85714287,20353.564,0.02254444,1.0461539
2.18E+13,11,0.006383289,3.140127,3.8181818,3022.9414,0.022494543,4.2
2.16E+13,4,0.006353262,2.2984586,0,87.81375,0.022360107,0
2.16E+13,12,0.006353022,3.2047052,4.1666665,5795.814,0.02244655,4.621212
2.16E+13,3,0.006349939,2.0616257,1.3333334,277.87177,0.022460809,2
2.16E+13,14,0.006348278,3.3135593,3.4285715,4489.3105,0.022477962,3.7582417
2.16E+13,36,0.006346101,3.8142917,1.8333334,118212.57,0.022601578,13.866386
2.16E+13,5,0.006343095,2.48909,0,99.03088,0.022446847,0
2.15E+13,6,0.006329602,2.6458204,0,4209.1553,0.02251832,0
2.15E+13,20,0.006328678,3.5367074,1,11103.713,0.022540947,2.0214999
2.14E+13,11,0.006323631,3.140127,0.18181819,26957.697,0.022480443,0.2
2.14E+13,8,0.006317362,2.8883598,0.75,2202.9387,0.022547435,0.85714287
2.13E+13,7,0.006307808,2.7769976,4.571429,13.058427,0.022382122,5.883333
2.13E+13,3,0.006298669,2.0616257,0.6666667,932.7697,0.022518817,1
2.13E+13,3,0.006297795,2.0616257,0,1397.0901,0.02254414,0
2.12E+13,9,0.006287489,2.9841056,0.8888889,12950.369,0.02256852,1
2.11E+13,15,0.006278916,3.359922,1.8666667,3700.5872,0.022492755,2.3154762
2.11E+13,12,0.006271209,3.2047052,5.6666665,5162.65,0.022492558,6.181818
2.10E+13,14,0.00626386,3.313559,1,3614.5332,0.022499813,1.1294872
2.09E+13,9,0.006247751,2.9841056,0.6666667,1967.0769,0.022492755,0.75
2.09E+13,10,0.006244066,3.0672333,0.4,4575.7383,0.022466853,0.44444445
2.09E+13,9,0.006237159,2.9841056,1.7777778,1703.8225,0.022429544,2
2.08E+13,11,0.006229762,3.140127,2.909091,2677.1382,0.022487987,3.2
2.08E+13,15,0.006229151,3.359922,2.2666667,2718.1887,0.022444077,2.4285715
2.08E+13,15,0.006225539,3.359922,2.4,18040.223,0.022537455,3.0666666
2.07E+13,13,0.006210756,3.2621105,2.4615386,6115.981,0.022477664,3.0833333
2.06E+13,6,0.006202529,2.6458201,0.6666667,11758.56,0.022513341,0.8
2.06E+13,12,0.006192081,3.2047052,0.8333333,21221.107,0.022512943,1.2795454
2.05E+13,22,0.006190792,3.5892177,0,24457.654,0.022529976,0
2.05E+13,11,0.006186557,3.140127,0.54545456,14785.258,0.022507371,0.6
2.03E+13,13,0.006158188,3.2621105,1.0769231,3563.314,0.02244863,2.3166666
2.03E+13,7,0.006155775,2.7769973,1.7142857,940.9691,0.022464475,2.0333333
2.03E+13,17,0.006153422,3.4401622,2.7058823,3580.0562,0.02244111,3.028842
2.03E+13,17,0.006153278,3.4401622,9.176471,2748.3508,0.022467647,10.319277
2.03E+13,60,0.006100713,3.975493,14.733334,96396.195,0.022556923,27.90228
2.03E+13,21,0.006150486,3.5638938,5.6190476,10716.931,0.022504983,8.475777
2.03E+13,11,0.006148012,3.140127,0.72727275,10269.814,0.022492755,1.0444444
2.02E+13,5,0.006144237,2.48909,0,366.17987,0.022351176,0
2.02E+13,18,0.00613899,3.4751234,7,2100.5618,0.022464078,8.043533
2.02E+13,7,0.006133781,2.7769973,0.2857143,1874.3599,0.022514338,0.33333334
2.01E+13,6,0.006125439,2.6458204,4.3333335,7.176294,0.022382025,5.2
2.00E+13,18,0.006110761,3.4751234,6.5555553,22032.986,0.022512147,7.3821645
2.00E+13,13,0.006109604,3.2621105,2.4615386,7276.7417,0.022524396,2.9734848
1.99E+13,12,0.006087347,3.2047052,2.3333333,21235.504,0.022620052,2.5454545
1.98E+13,4,0.006075169,2.2984586,0,798.25323,0.022455262,0
1.98E+13,17,0.006070953,3.4401622,1.5294118,15903.343,0.022514535,3.242262
1.97E+13,31,0.006053058,3.7539134,7.935484,48405.414,0.02256822,9.318282
1.97E+13,5,0.006066544,2.48909,0.4,10718.148,0.022422334,0.5
1.97E+13,10,0.006066068,3.0672336,0,20043.373,0.022559822,0
1.97E+13,6,0.006054938,2.6458204,4,84.20067,0.0223962,4.8
1.96E+13,9,0.006038843,2.9841056,3.5555556,5342.3525,0.022540847,4.375
1.95E+13,8,0.00603655,2.8883598,0,24793.44,0.022515034,0
1.95E+13,5,0.006036369,2.48909,0,2386.9473,0.02241138,0
1.94E+13,7,0.006009617,2.7769976,1.4285715,4736.388,0.022512246,1.6666666
1.93E+13,8,0.005998727,2.8883598,0,3674.2903,0.022516327,0
1.92E+13,9,0.005988355,2.9841056,0.44444445,6276.559,0.022546038,0.5
1.91E+13,8,0.005965189,2.8883598,0.75,5030.8457,0.022536159,0.85714287
1.91E+13,3,0.005961855,2.0616257,2,0,0.022436067,3
1.89E+13,15,0.005936887,3.359922,4.266667,30164.184,0.022484215,5.1277056
1.89E+13,20,0.005934064,3.5367074,4.4,17272.762,0.022537356,5.0812182
1.88E+13,12,0.005928971,3.2047052,1.3333334,10219.682,0.02251145,3.1363637
1.88E+13,5,0.005922762,2.48909,0.4,1907.8738,0.022446156,0.5
1.88E+13,5,0.005922542,2.48909,0.4,1730.5865,0.02247697,0.5
1.88E+13,10,0.005918138,3.0672333,0.6,4441.8286,0.02247677,0.7222222
1.87E+13,12,0.005907754,3.2047052,1,10762.286,0.022493053,1.3454546
1.87E+13,9,0.005902744,2.9841056,0.6666667,5411.642,0.022545539,0.75
1.87E+13,7,0.005900718,2.7769976,0.2857143,12570.395,0.022516627,0.36666667
1.86E+13,17,0.00589671,3.4401622,8.3529415,5320.915,0.0224731,9.944872
1.86E+13,7,0.005895512,2.7769976,0.2857143,2699.0347,0.02247677,0.33333334
1.86E+13,8,0.005891105,2.8883598,1,1584.4408,0.022468539,1.1428572
1.86E+13,9,0.005890798,2.9841056,0.22222222,3668.3823,0.022537854,0.25
1.86E+13,29,0.005886678,3.7248504,0.20689656,106482.484,0.02264057,0.36785713
1.85E+13,6,0.005874697,2.6458201,0.33333334,4524.6865,0.02241,0.4
1.85E+13,23,0.005873777,3.6126745,0.17391305,38415.285,0.022558022,0.27894327
1.85E+13,7,0.005870265,2.7769976,2,2272.392,0.022536857,2.3333333
1.84E+13,10,0.005859585,3.0672336,0,13638.929,0.022507172,0
1.84E+13,6,0.005858954,2.6458201,0,10473.3125,0.022437846,0
1.84E+13,7,0.005856873,2.7769973,0.2857143,2367.4268,0.022460213,0.33333334
1.84E+13,9,0.005854265,2.9841056,0.44444445,4800.4795,0.02249504,0.5
1.83E+13,6,0.005849511,2.6458201,0.6666667,4264.625,0.022481931,0.8
1.83E+13,7,0.005835999,2.7769976,1.7142857,691.31506,0.02244388,2
1.82E+13,8,0.00583304,2.8883598,4.25,829.66644,0.022493351,4.857143
1.81E+13,27,0.005803351,3.6919663,8,32539.006,0.022529079,9.078754
1.80E+13,9,0.005799523,2.9841056,4,1133.3835,0.022404477,4.5
1.80E+13,13,0.005793393,3.2621105,3.5384614,6312.954,0.022332158,5.9880953
1.79E+13,3,0.005775413,2.0616257,0,71.55786,0.022361971,0
1.79E+13,9,0.005772485,2.9841056,0.44444445,6946.05,0.022474192,0.5
1.78E+13,58,0.005733729,3.9667227,9.068966,78482.31,0.022559123,19.974754
1.78E+13,18,0.005768172,3.4751234,0.44444445,21237.947,0.022542445,1.0322129
1.78E+13,13,0.005757737,3.2621105,3.6923077,1417.9551,0.022436067,4.0416665
1.77E+13,12,0.005745795,3.2047052,0.6666667,4928.2847,0.022450807,0.94545454
1.77E+13,10,0.005742993,3.0672336,4.2,411.69623,0.022454469,4.6666665
1.74E+13,62,0.005645102,3.983797,14.419354,57146.25,0.022530973,29.165157
1.74E+13,10,0.005700264,3.0672336,0.4,13215.942,0.022533167,0.44444445
1.73E+13,3,0.005686164,2.0616257,0,336.68054,0.022455856,0
1.73E+13,5,0.005684053,2.48909,1.6,491.83304,0.022459619,2
1.73E+13,10,0.005677437,3.0672333,1.2,10030.56,0.022500608,1.8095238
1.73E+13,6,0.005673878,2.6458204,0.33333334,7326.317,0.022508066,0.4
1.72E+13,5,0.005671274,2.48909,0.4,1595.3107,0.022496333,0.5
1.72E+13,7,0.00566107,2.7769976,0.85714287,11389.227,0.022474488,1
1.72E+13,24,0.00565391,3.6345143,3,70095.61,0.022531074,6.0610766
1.71E+13,13,0.005655577,3.2621105,3.0769231,7017.8066,0.022498619,4.0666666
1.70E+13,19,0.005636094,3.5070434,3.7894738,15948.501,0.022503491,5.9726253
1.70E+13,14,0.00563197,3.3135593,4.428571,4685.583,0.02252898,5.7617216
1.70E+13,8,0.005628992,2.8883598,0.25,3867.9536,0.022527684,0.2857143
1.69E+13,15,0.005609731,3.359922,4.266667,8800.644,0.022514237,6.516667
1.69E+13,16,0.005609393,3.4018607,2.625,10040.984,0.022519216,3.951898
1.68E+13,14,0.005598452,3.313559,2.142857,22247.85,0.022398466,2.5566432
1.68E+13,14,0.005590688,3.313559,1.4285715,2501.8508,0.022471117,1.5448718
1.67E+13,16,0.005581648,3.4018607,3.625,5092.7754,0.02245348,3.8666666
1.67E+13,12,0.0055813,3.2047052,2.1666667,7007.713,0.022500906,2.4242425
1.67E+13,6,0.005576687,2.6458201,0.6666667,2448.1882,0.022508066,0.8
1.67E+13,5,0.00557446,2.48909,0,9877.08,0.022442594,0
1.66E+13,5,0.005565819,2.4890897,0.4,1355.2595,0.022466457,0.5
1.66E+13,14,0.005558871,3.313559,0,14753.9795,0.022533465,0
1.65E+13,26,0.005549041,3.6740646,5.4615383,28282.55,0.022557324,8.983642
1.64E+13,23,0.005539119,3.6126745,4.173913,60925.324,0.022594457,4.583692
1.64E+13,11,0.00552302,3.140127,1.6363636,13020.537,0.022468936,1.8
1.63E+13,8,0.005520502,2.8883598,1,730.1734,0.022434881,1.1428572
1.63E+13,8,0.005515777,2.8883598,2,10658.427,0.022472307,3.6095238
1.63E+13,4,0.005508784,2.2984586,0,10115.027,0.022399746,0
1.62E+13,6,0.005503427,2.6458201,0.33333334,1061.2451,0.022483222,0.4
1.62E+13,7,0.005496843,2.7769973,1.4285715,3488.9932,0.022478556,1.6666666
1.62E+13,5,0.005495764,2.48909,0.4,5233.347,0.022469232,0.5
1.62E+13,3,0.005491833,2.0616257,0.6666667,203.40714,0.022403294,1
1.61E+13,11,0.005478914,3.140127,0.72727275,3056.3403,0.022479748,0.8
1.61E+13,5,0.005474693,2.48909,0.4,5086.7886,0.022473002,0.5
1.60E+13,6,0.005454763,2.6458204,0,13454.969,0.022461502,0
1.59E+13,10,0.005450577,3.0672333,3.8,799.46436,0.022410689,4.2222223
1.59E+13,8,0.005447361,2.8883598,3.25,1972.1268,0.022408716,3.7142856
1.59E+13,4,0.005446191,2.2984586,0,883.95734,0.022466952,0
1.59E+13,4,0.005440977,2.2984586,0.5,1574.6538,0.022485405,0.6666667
1.59E+13,19,0.005440385,3.5070434,2,13706.187,0.022504983,2.659596
1.58E+13,3,0.005433097,2.0616257,0,1798.7878,0.022499515,0
1.58E+13,6,0.005431304,2.6458204,1,2727.4272,0.022495141,1.2
1.58E+13,5,0.005427944,2.48909,0.8,2033.6775,0.022469927,1
1.58E+13,23,0.005427613,3.6126745,6.9565215,7113.004,0.022497823,9.494364
1.58E+13,8,0.005424849,2.8883598,1,5713.065,0.022497626,1.5714285
1.58E+13,15,0.00542329,3.359922,1.6,10209.382,0.022503393,2.0405483
1.58E+13,4,0.005420213,2.2984586,0.5,545.5058,0.022451796,0.6666667
1.57E+13,4,0.005416833,2.2984586,0,3461.5635,0.022465268,0
1.57E+13,11,0.005413743,3.140127,1.0909091,4638.341,0.022428755,1.2111111
1.56E+13,2,0.005399669,1.7594744,1,0,0.022377992,2
1.56E+13,2,0.005399669,1.7594744,1,0,0.022377992,2
1.56E+13,2,0.005399669,1.7594744,1,0,0.022377992,2
1.56E+13,2,0.005399564,1.7594744,1,0,0.022377992,2
1.56E+13,11,0.005397612,3.140127,3.6363637,1786.3828,0.022412466,4.022222
1.56E+13,10,0.005395602,3.0672333,0.2,11958.237,0.022480145,0.2777778
1.56E+13,4,0.005392771,2.2984586,0,103.5209,0.022342544,0
1.55E+13,31,0.005385579,3.7539134,6.516129,21216.299,0.022557823,11.610087
1.55E+13,4,0.005383194,2.2984586,0.5,144.55432,0.022379171,0.6666667
1.55E+13,5,0.005382868,2.48909,0.8,1008.5527,0.02244853,1
1.55E+13,4,0.005374834,2.2984586,0,1232.777,0.02244665,0
1.55E+13,8,0.005372996,2.8883598,1,8624.357,0.022486001,1.1428572
1.54E+13,26,0.005354991,3.6740646,2.7692308,76058.98,0.022609808,3.8625398
1.54E+13,14,0.005356927,3.313559,0.5714286,31407.684,0.022576626,1.2005495
1.54E+13,6,0.005353604,2.6458204,0.33333334,751.3964,0.022424703,0.4
1.54E+13,26,0.005352087,3.674065,2.5384614,15545.108,0.022526987,4.749737
1.54E+13,9,0.005351988,2.9841056,1.7777778,14614.563,0.022477068,2.375
1.53E+13,10,0.005348069,3.0672333,1.4,6461.38,0.022442594,3.9722223
1.53E+13,21,0.005347397,3.5638938,5.8095236,48620.836,0.02250021,7.6767545
1.53E+13,17,0.005346247,3.4401622,0.5882353,35325.098,0.02254035,1.0084707
1.53E+13,8,0.00534438,2.8883598,2.25,4854.1665,0.02252848,2.5714285
1.53E+13,11,0.00533532,3.140127,0.90909094,12192.475,0.022443186,1.0222223
1.52E+13,3,0.005331409,2.0616257,0.6666667,114.26539,0.022439923,1
1.52E+13,4,0.00532861,2.2984586,0,81.14116,0.0224333,0
1.52E+13,11,0.005322669,3.140127,0.36363637,9771.194,0.022460114,0.44285715
1.52E+13,4,0.005319884,2.2984586,0.5,1174.9554,0.022456352,0.6666667
1.52E+13,3,0.005318786,2.0616257,0,4713.813,0.022390783,0
1.52E+13,5,0.005317965,2.48909,0,5165.84,0.022507172,0
1.51E+13,5,0.005312849,2.4890897,0.4,1111.5913,0.02246973,0.5
1.51E+13,7,0.005307517,2.7769976,0.5714286,9572.337,0.022560822,0.6666667
1.50E+13,10,0.005285555,3.0672336,0.2,1841.0177,0.02242826,0.22222222
1.50E+13,10,0.005283719,3.0672336,0.6,8713.183,0.022563221,0.6666667
1.49E+13,27,0.00525711,3.6919663,8,15313.801,0.022501204,9.015299
1.49E+13,4,0.005265766,2.2984586,0.5,820.98065,0.022413945,0.6666667
1.49E+13,23,0.00526486,3.6126745,2.6956522,19352.852,0.022496134,4.15995
1.48E+13,5,0.005259657,2.4890897,0.4,1409.2754,0.022369241,0.5
1.48E+13,5,0.005251682,2.48909,0.4,2213.1477,0.022529976,0.5
1.48E+13,4,0.005247298,2.2984586,0.5,783.7329,0.022525491,0.6666667
1.47E+13,13,0.005241855,3.2621105,0.15384616,6734.443,0.02250727,0.16666667
1.47E+13,10,0.005228191,3.0672333,0.4,17334.129,0.02251135,0.53333336
1.46E+13,7,0.005225538,2.7769976,0.85714287,6452.1904,0.022572722,1
1.46E+13,17,0.00522441,3.4401622,6.2352943,9210.317,0.022534862,9.754089
1.46E+13,6,0.00522205,2.6458204,4,27.217983,0.022417892,4.8
1.46E+13,6,0.005221514,2.6458204,0,698.3289,0.022334509,0
1.45E+13,14,0.005209346,3.313559,5,49085.24,0.022572624,5.4102564
1.45E+13,4,0.005192228,2.2984586,0.5,1202.0942,0.022364723,0.6666667
1.44E+13,5,0.005189095,2.48909,0,3655.2808,0.022525292,0
1.44E+13,9,0.005182036,2.9841056,0.44444445,7363.537,0.022453578,0.5
1.44E+13,9,0.005179155,2.9841056,0.6666667,3452.7869,0.022420458,0.75
1.43E+13,10,0.005169828,3.0672336,0.4,5182.6904,0.02249365,0.45833334
1.43E+13,10,0.005166237,3.0672333,0.8,5404.4663,0.022441208,0.9444444
1.43E+13,8,0.005166185,2.8883598,2,7536.0386,0.0225019,2.9642856
1.43E+13,7,0.00516461,2.7769976,0.2857143,4759.5337,0.022505281,0.36666667
1.43E+13,8,0.00516056,2.8883598,1,980.3359,0.022427272,1.1428572
1.42E+13,11,0.005149255,3.140127,1.8181819,2770.74,0.022471314,2
1.42E+13,50,0.005101146,3.92526,8.48,18181.645,0.022519514,13.431462
1.42E+13,11,0.005137908,3.140127,0.72727275,8550.275,0.022517225,0.8
1.41E+13,8,0.005119964,2.8883598,1.5,10741.586,0.022531472,1.7142857
1.40E+13,8,0.005116801,2.8883598,2,5949.062,0.022461997,2.2857144
1.40E+13,4,0.005115334,2.2984586,2,169.24373,0.02248888,2.6666667
1.40E+13,6,0.005111303,2.6458204,0.33333334,22613.865,0.022480542,0.4
1.40E+13,9,0.00511118,2.9841056,4.6666665,3328.4287,0.022456251,5.625
1.40E+13,31,0.005109842,3.7539134,0.12903225,107857.164,0.022548633,0.28627947
