Protein,Priority Fun_GO
YBR290W,0.143518519
YGR195W,0.143518519
YOR043W,0.143518519
YNL001W,0.143518519
YNL151C,0.143518519
YLR368W,0.143518519
YOR104W,0.143518519
YPL125W,0.143518519
YKR101W,0.143518519
YDR285W,0.143518519
YPR047W,0.143518519
YLR394W,0.143518519
YIL034C,0.143518519
YDR235W,0.143518519
YLR436C,0.143518519
YPL192C,0.143518519
YEL023C,0.143518519
YML046W,0.143518519
YHR156C,0.143518519
YOR026W,0.143518519
YMR172W,0.143518519
YBR140C,0.143518519
YMR021C,0.143518519
YPL001W,0.143518519
YBR093C,0.143518519
YJR134C,0.143518519
YDR168W,0.143518519
YDR017C,0.143518519
YCR072C,0.143518519
YKL112W,0.143518519
YGR013W,0.143518519
YGL198W,0.143518519
YCL063W,0.143518519
YKR024C,0.143518519
YHR044C,0.143518519
YER158C,0.143518519
YGR260W,0.143518519
YIR023W,0.143518519
YMR253C,0.143518519
YBR035C,0.143518519
YGR049W,0.143518519
YOL001W,0.143518519
YHR073W,0.143518519
YDR414C,0.143518519
YPR069C,0.143518519
YDL161W,0.143518519
YFL054C,0.143518519
YPL014W,0.143518519
YMR285C,0.143518519
YOR144C,0.143518519
YPR184W,0.143518519
YGL075C,0.143518519
YLR385C,0.143518519
YML010W,0.143518519
YGR098C,0.143518519
YDL053C,0.143518519
YHR143W-A,0.143518519
YOR155C,0.143518519
YBR138C,0.143518519
YDR027C,0.143518519
YBR119W,0.143518519
YHR124W,0.143518519
YHL042W,0.143518519
YKL212W,0.143518519
YML034W,0.143518519
YMR003W,0.143518519
YER068W,0.143518519
YPL036W,0.143518519
YJR061W,0.143518519
YKL074C,0.143518519
YLL042C,0.143518519
YGL044C,0.143518519
YGR249W,0.143518519
YOR081C,0.143518519
YDR297W,0.143518519
YHR013C,0.143518519
YCR099C,0.143518519
YLR313C,0.143518519
YGR010W,0.143518519
YHR198C,0.143518519
YOR303W,0.143518519
YLR399C,0.143518519
YFR003C,0.143518519
YJR029W,0.143518519
YDR362C,0.143518519
YGL226W,0.143518519
YDR073W,0.143518519
YKR030W,0.143518519
YGR172C,0.143518519
YER078C,0.143518519
YOR093C,0.143518519
YML051W,0.143518519
YBR228W,0.143518519
YML078W,0.143518519
YLR070C,0.143518519
YBL112C,0.143518519
YER115C,0.143518519
YAL010C,0.143518519
YDR500C,0.143518519
YGR250C,0.143518519
YFR017C,0.143518519
YIR002C,0.143518519
YHR060W,0.143518519
YDR337W,0.143518519
YGL106W,0.143518519
YPL137C,0.143518519
YBR202W,0.143518519
YOR197W,0.143518519
YEL069C,0.143518519
YPL213W,0.143518519
YFR036W,0.143518519
YDR164C,0.143518519
YDL080C,0.143518519
YER159C-A,0.143518519
YBL101C,0.143518519
YKL062W,0.143518519
YML015C,0.143518519
YDR359C,0.143518519
YNL263C,0.143518519
YKR067W,0.143518519
YHR128W,0.143518519
YEL062W,0.143518519
YPL152W,0.143518519
YLR129W,0.143518519
YNL016W,0.143518519
YDR307W,0.143518519
YBL088C,0.143518519
YNL102W,0.143518519
YOR299W,0.143518519
YJL085W,0.143518519
YPR067W,0.143518519
YNL039W,0.143518519
YER079W,0.143518519
YDL124W,0.143518519
YBR129C,0.143518519
YAR008W,0.143518519
YKR096W,0.143518519
YLR276C,0.143518519
YMR100W,0.143518519
YKR007W,0.143518519
YBR112C,0.143518519
YGL051W,0.143518519
YKL127W,0.143518519
YHR108W,0.143518519
YKL113C,0.143518519
YDL149W,0.143518519
YKR091W,0.143518519
YPL209C,0.143518519
YDR244W,0.143518519
YDR383C,0.143518519
YJR057W,0.143518519
YHL027W,0.143518519
YKL023W,0.143518519
YLR457C,0.143518519
YDR091C,0.143518519
YGR220C,0.143518519
YBR184W,0.143518519
YPL088W,0.143518519
YDR533C,0.143518519
YOR388C,0.143518519
YHR069C,0.143518519
YDR279W,0.143518519
YLR264W,0.143518519
YDR372C,0.143518519
YIL136W,0.143518519
YGR054W,0.143518519
YFL029C,0.143518519
YDR348C,0.143518519
YBL035C,0.143518519
YGR014W,0.143518519
YLR224W,0.143518519
YDR484W,0.143518519
YLL027W,0.143518519
YOR086C,0.143518519
YLR413W,0.143518519
YDR313C,0.143518519
YOR195W,0.143518519
YNL257C,0.143518519
YGL244W,0.143518519
YJL133W,0.143518519
YDR010C,0.143518519
YML055W,0.143518519
YER151C,0.143518519
YML008C,0.143518519
YHR079C-A,0.143518519
YDL214C,0.143518519
YNR048W,0.143518519
YBL017C,0.143518519
YMR234W,0.143518519
YNL232W,0.143518519
YGL166W,0.143518519
YAL019W,0.143518519
YFR027W,0.143518519
YMR213W,0.143518519
YNL013C,0.143518519
YOR281C,0.143518519
YPR167C,0.143518519
YML020W,0.143518519
YLR271W,0.143518519
YKR051W,0.143518519
YGR266W,0.143518519
YEL046C,0.143518519
YML062C,0.143518519
YKL157W,0.143518519
YER065C,0.143518519
YDL203C,0.143518519
YMR232W,0.143518519
YLR350W,0.143518519
YDR516C,0.143518519
YOL117W,0.143518519
YPL266W,0.143518519
YOR004W,0.143518519
YOR167C,0.143518519
YOR310C,0.143518519
YNL181W,0.143518519
YEL026W,0.143518519
YGR178C,0.143518519
YPL158C,0.143518519
YAR073W,0.143518519
YCR022C,0.143518519
YBR014C,0.143518519
YDL178W,0.143518519
YBR028C,0.143518519
YGR134W,0.143518519
YLR345W,0.143518519
YDR145W,0.143518519
YJL068C,0.143518519
YAL028W,0.143518519
YPR164W,0.143518519
YBL009W,0.143518519
YDR497C,0.143518519
YGR070W,0.143518519
YIL026C,0.143518519
YNL215W,0.143518519
YPL227C,0.143518519
YBR279W,0.143518519
YOR157C,0.143518519
YPL106C,0.143518519
YLR219W,0.143518519
YOR160W,0.143518519
YJR002W,0.143518519
YPL083C,0.143518519
YNL058C,0.143518519
YBR054W,0.143518519
YGL216W,0.143518519
YJR089W,0.143518519
YOR247W,0.143518519
YKL082C,0.143518519
YIL138C,0.143518519
YIL122W,0.143518519
YEL017C-A,0.143518519
YNL241C,0.143518519
YOR078W,0.143518519
YKR054C,0.143518519
YFL061W,0.143518519
YDR256C,0.143518519
YIL068C,0.143518519
YML098W,0.143518519
YER123W,0.143518519
YMR149W,0.143518519
YFL013C,0.143518519
YNL068C,0.143518519
YBR166C,0.143518519
YDR528W,0.143518519
YBL106C,0.143518519
YOR187W,0.143518519
YGL175C,0.143518519
YPR141C,0.143518519
YPR095C,0.143518519
YPL135C-A,0.143518519
YCL036W,0.143518519
YBR163W,0.143518519
YLR055C,0.143518519
YMR268C,0.143518519
YFL017C,0.143518519
YLR300W,0.143518519
YHR161C,0.143518519
YHL009C,0.143518519
YOR324C,0.143518519
YJR019C,0.143518519
YOL148C,0.143518519
YER016W,0.143518519
YEL050C,0.143518519
YOR156C,0.143518519
YJR032W,0.143518519
YGL074C,0.143518519
YCR091W,0.143518519
YLR292C,0.143518519
YLL036C,0.143518519
YML088W,0.143518519
YOR179C,0.143518519
YJR037W,0.143518519
YMR196W,0.143518519
YFR019W,0.143518519
YLR397C,0.143518519
YGL189C,0.143518519
YKL150W,0.143518519
YHR171W,0.143518519
YDR069C,0.143518519
YOL033W,0.143518519
YOL132W,0.143518519
YOR083W,0.143518519
YDR341C,0.143518519
YML102W,0.143518519
YDR049W,0.143518519
YLL005C,0.143518519
YNL027W,0.143518519
YLR154C,0.143518519
YGR108W,0.143518519
YGR285C,0.143518519
YMR267W,0.143518519
YGR154C,0.143518519
YLR384C,0.143518519
YGL087C,0.143518519
YLR116W,0.143518519
YDR444W,0.143518519
YBR283C,0.143518519
YOR264W,0.143518519
YJL060W,0.143518519
YDR295C,0.143518519
YOL063C,0.143518519
YNL278W,0.143518519
YLR401C,0.143518519
YML103C,0.143518519
YLR064W,0.143518519
YIR011C,0.143518519
YLR071C,0.143518519
YMR147W,0.143518519
YML075C,0.143518519
YOR037W,0.143518519
YPR143W,0.143518519
YML069W,0.143518519
YHR068W,0.143518519
YPR132W,0.143518519
YBR122C,0.143518519
YHR142W,0.143518519
YCR042C,0.143518519
YDR475C,0.143518519
YDL019C,0.143518519
YGR078C,0.143518519
YLR418C,0.143518519
YAL034C,0.143518519
YOR368W,0.143518519
YDR005C,0.143518519
YIL118W,0.143518519
YBL037W,0.143518519
YPR156C,0.143518519
YDL081C,0.143518519
YPR028W,0.143518519
YBR289W,0.143518519
YOR073W,0.143518519
YFR047C,0.143518519
YOR370C,0.143518519
YNL169C,0.143518519
YHR149C,0.143518519
YGL068W,0.143518519
YGR035C,0.143518519
YPR174C,0.143518519
YCL026C-A,0.143518519
YHR160C,0.143518519
YPL155C,0.143518519
YML121W,0.143518519
YGR211W,0.143518519
YMR128W,0.143518519
YBR038W,0.143518519
YOR389W,0.143518519
YHR121W,0.143518519
YNL272C,0.143518519
YBR001C,0.143518519
YMR313C,0.143518519
YIL149C,0.143518519
YGL171W,0.143518519
YLR298C,0.143518519
YGL061C,0.143518519
YDR308C,0.143518519
YHL011C,0.143518519
YMR190C,0.143518519
YHR096C,0.143518519
YGL063W,0.143518519
YGR085C,0.143518519
YBR149W,0.143518519
YDR207C,0.143518519
YHR172W,0.143518519
YOR046C,0.143518519
YLR210W,0.143518519
YLR045C,0.143518519
YLR150W,0.143518519
YGL227W,0.143518519
YOR190W,0.143518519
YPR034W,0.143518519
YGR221C,0.143518519
YBR060C,0.143518519
YDR055W,0.143518519
YGR210C,0.143518519
YPL215W,0.143518519
YLR052W,0.143518519
YCR040W,0.143518519
YDL089W,0.143518519
YER160C,0.143518519
YGL096W,0.143518519
YAL034W-A,0.143518519
YGL124C,0.143518519
YNL334C,0.143518519
YOR372C,0.143518519
YHL032C,0.143518519
YFR046C,0.143518519
YDR320C,0.143518519
YDL219W,0.143518519
YGR279C,0.143518519
YPL277C,0.143518519
YDR150W,0.143518519
YDR289C,0.143518519
YGL174W,0.143518519
YHR208W,0.143518519
YBR034C,0.143518519
YPR188C,0.143518519
YLR346C,0.143518519
YOR075W,0.143518519
YBL064C,0.143518519
YNL187W,0.143518519
YFL023W,0.143518519
YGL254W,0.143518519
YPL226W,0.143518519
YPL048W,0.143518519
YDL154W,0.143518519
YGL161C,0.143518519
YGR187C,0.143518519
YOL010W,0.143518519
YDL066W,0.143518519
YLR031W,0.143518519
YGR120C,0.143518519
YNL309W,0.143518519
YDR251W,0.143518519
YNL004W,0.143518519
YHR118C,0.143518519
YOL130W,0.143518519
YDR303C,0.143518519
YER113C,0.143518519
YMR315W,0.143518519
YHR058C,0.143518519
YDR379W,0.143518519
YNL103W,0.143518519
YOL081W,0.143518519
YDL189W,0.143518519
YLR102C,0.143518519
YLR426W,0.143518519
YOR250C,0.143518519
YNL208W,0.143518519
YIL173W,0.143518519
YPL274W,0.143518519
YPL269W,0.143518519
YER105C,0.143518519
YJL002C,0.143518519
YGR163W,0.143518519
YLR331C,0.143518519
YMR086W,0.143518519
YPR144C,0.143518519
YLR018C,0.143518519
YDL063C,0.143518519
YGR152C,0.143518519
YJR054W,0.143518519
YPL219W,0.143518519
YKR029C,0.143518519
YMR129W,0.143518519
YHR201C,0.143518519
YBL001C,0.143518519
YDL106C,0.143518519
YOR101W,0.143518519
YEL077C,0.143518519
YLR128W,0.143518519
YOR090C,0.143518519
YGL078C,0.143518519
YML027W,0.143518519
YNL321W,0.143518519
YGR003W,0.143518519
YKL195W,0.143518519
YJL207C,0.143518519
YMR239C,0.143518519
YBR214W,0.143518519
YOR058C,0.143518519
YDR123C,0.143518519
YML036W,0.143518519
YMR288W,0.143518519
YBR099C,0.143518519
YJL107C,0.143518519
YBR278W,0.143518519
YGL241W,0.143518519
YJL110C,0.143518519
YGR196C,0.143518519
YNR071C,0.143518519
YGL066W,0.143518519
YMR295C,0.143518519
YDR006C,0.143518519
YKR090W,0.143518519
YNL222W,0.143518519
YDR074W,0.143518519
YHR148W,0.143518519
YJL100W,0.143518519
YPL011C,0.143518519
YER162C,0.143518519
YBR254C,0.143518519
YDR009W,0.143518519
YGL150C,0.143518519
YDR044W,0.143518519
YOL127W,0.143518519
YKL120W,0.143518519
YFL030W,0.143518519
YMR014W,0.143518519
YLL003W,0.143518519
YNR041C,0.143518519
YER057C,0.143518519
YDL008W,0.143518519
YFL007W,0.143518519
YGR113W,0.143518519
YJL030W,0.143518519
YCL052C,0.143518519
YIL028W,0.143518519
YOR285W,0.143518519
YGR111W,0.143518519
YOL131W,0.143518519
YLR241W,0.143518519
YEL043W,0.143518519
YMR302C,0.143518519
YIL065C,0.143518519
YAL062W,0.143518519
YNL035C,0.143518519
YAL054C,0.143518519
YJR021C,0.143518519
YJL012C,0.143518519
YLR211C,0.143518519
YLR163C,0.143518519
YKL043W,0.143518519
YIL018W,0.143518519
YER106W,0.143518519
YDR399W,0.143518519
YNL160W,0.143518519
YPL127C,0.143518519
YOR141C,0.143518519
YFR037C,0.143518519
YEL068C,0.143518519
YIL031W,0.143518519
YNL024C,0.143518519
YNL233W,0.143518519
YKL168C,0.143518519
YKL175W,0.143518519
YJL102W,0.143518519
YPR198W,0.143518519
YJL200C,0.143518519
YIL001W,0.143518519
YBR078W,0.143518519
YBR007C,0.143518519
YGR059W,0.143518519
YDR172W,0.143518519
YOR069W,0.143518519
YBL038W,0.143518519
YER026C,0.143518519
YNL112W,0.143518519
YLR067C,0.143518519
YAL014C,0.143518519
YJR010W,0.143518519
YPL187W,0.143518519
YJR113C,0.143518519
YCR004C,0.143518519
YBR003W,0.143518519
YHR110W,0.143518519
YFL047W,0.143518519
YJL201W,0.143518519
YDR118W,0.143518519
YDR456W,0.143518519
YDR428C,0.143518519
YOR066W,0.143518519
YCR024C-A,0.143518519
YKR086W,0.143518519
YGR061C,0.143518519
YAR002C-A,0.143518519
YOR314W,0.143518519
YOR018W,0.143518519
YPL154C,0.143518519
YKR077W,0.143518519
YDR093W,0.143518519
YIL074C,0.143518519
YDL098C,0.143518519
YPL003W,0.143518519
YER156C,0.143518519
YKL007W,0.143518519
YNL049C,0.143518519
YGL205W,0.143518519
YHL022C,0.143518519
YKL088W,0.143518519
YLR183C,0.143518519
YKR105C,0.143518519
YJR094C,0.143518519
YIL048W,0.143518519
YMR156C,0.143518519
YOR032C,0.143518519
YGR166W,0.143518519
YIL160C,0.143518519
YIL140W,0.143518519
YDL090C,0.143518519
YGR146C,0.143518519
YCL009C,0.143518519
YHR100C,0.143518519
YBR287W,0.143518519
YER010C,0.143518519
YGR082W,0.143518519
YPR062W,0.143518519
YLR303W,0.143518519
YLR209C,0.143518519
YKL069W,0.143518519
YGR088W,0.143518519
YDR487C,0.143518519
YDL236W,0.143518519
YNL131W,0.143518519
YLR177W,0.143518519
YDR152W,0.143518519
YGR009C,0.143518519
YLR269C,0.143518519
YLR254C,0.143518519
YMR112C,0.143518519
YHR129C,0.143518519
YER143W,0.143518519
YHR072W-A,0.143518519
YJR058C,0.143518519
YDR173C,0.143518519
YOR028C,0.143518519
YPR042C,0.143518519
YGR256W,0.143518519
YDL172C,0.143518519
YPL220W,0.143518519
YMR235C,0.143518519
YOR184W,0.143518519
YBR207W,0.143518519
YMR255W,0.143518519
YKR060W,0.143518519
YOL093W,0.143518519
YMR200W,0.143518519
YFL041W,0.143518519
YCL046W,0.143518519
YHL003C,0.143518519
YBR066C,0.143518519
YJL115W,0.143518519
YGL225W,0.143518519
YJL215C,0.143518519
YOR006C,0.143518519
YOR076C,0.143518519
YOR214C,0.143518519
YOR313C,0.143518519
YLR231C,0.143518519
YKL039W,0.143518519
YIL041W,0.143518519
YFR057W,0.143518519
YCR050C,0.143518519
YNL077W,0.143518519
YPR161C,0.143518519
YOR215C,0.143518519
YML119W,0.143518519
YDL054C,0.143518519
YDR098C,0.143518519
YHR115C,0.143518519
YDR300C,0.143518519
YLR343W,0.143518519
YCR065W,0.143518519
YNL285W,0.143518519
YHR174W,0.143518519
YJL010C,0.143518519
YCL035C,0.143518519
YLR051C,0.143518519
YIL047C,0.143518519
YPL018W,0.143518519
YLR392C,0.143518519
YKR089C,0.143518519
YMR269W,0.143518519
YER186C,0.143518519
YNL197C,0.143518519
YHR159W,0.143518519
YMR197C,0.143518519
YPL250C,0.143518519
YNL339C,0.143518519
YLR278C,0.143518519
YKR078W,0.143518519
YKL185W,0.143518519
YIR031C,0.143518519
YIL101C,0.143518519
YHL050C,0.143518519
YGL235W,0.143518519
YEL065W,0.143518519
YDR501W,0.143518519
YDR223W,0.143518519
YBL013W,0.143518519
YER124C,0.143518519
YNL144C,0.143518519
YCL045C,0.143518519
YPL222W,0.143518519
YAR027W,0.143518519
YOR056C,0.143518519
YER174C,0.143518519
YOR257W,0.143518519
YLR025W,0.143518519
YJR086W,0.143518519
YOR120W,0.143518519
YDL078C,0.143518519
YOR217W,0.143518519
YAR042W,0.143518519
YNL293W,0.143518519
YKL216W,0.143518519
YKL045W,0.143518519
YCR081W,0.143518519
YPL171C,0.143518519
YBL108W,0.143518519
YEL024W,0.143518519
YLR212C,0.143518519
YJL176C,0.143518519
YJL050W,0.143518519
YGL250W,0.143518519
YOR087W,0.143518519
YOL028C,0.143518519
YLR094C,0.143518519
YDR183W,0.143518519
YOL111C,0.143518519
YMR029C,0.143518519
YDR273W,0.143518519
YMR135C,0.143518519
YFR011C,0.143518519
YLR015W,0.143518519
YPL027W,0.143518519
YGL252C,0.143518519
YGR170W,0.143518519
YHR075C,0.143518519
YNL227C,0.143518519
YHL045W,0.143518519
YOR145C,0.143518519
YPL179W,0.143518519
YEL071W,0.143518519
YGR128C,0.143518519
YMR294W,0.143518519
YCR020C-A,0.143518519
YBL089W,0.143518519
YIL108W,0.143518519
YMR318C,0.143518519
YGL222C,0.143518519
YOL016C,0.143518519
YHR097C,0.143518519
YNR065C,0.143518519
YNL192W,0.143518519
YKR038C,0.143518519
YNL281W,0.143518519
YOR180C,0.143518519
YJL149W,0.143518519
YOR035C,0.143518519
YKL155C,0.143518519
YGL180W,0.143518519
YPL195W,0.143518519
YIR033W,0.143518519
YML061C,0.143518519
YLR104W,0.143518519
YPL094C,0.143518519
YLR174W,0.143518519
YDR116C,0.143518519
YNL225C,0.143518519
YBR231C,0.143518519
YIR017C,0.143518519
YLL030C,0.143518519
YBR162C,0.143518519
YLR234W,0.143518519
YGR295C,0.143518519
YGL129C,0.143518519
YNL258C,0.143518519
YGL170C,0.143518519
YOR322C,0.143518519
YGL194C,0.143518519
YIR012W,0.143518519
YDR329C,0.143518519
YIL097W,0.143518519
YER157W,0.143518519
YPR126C,0.143518519
YMR263W,0.143518519
YPL050C,0.143518519
YLR273C,0.143518519
YNL267W,0.143518519
YLR315W,0.143518519
YMR266W,0.143518519
YKR022C,0.143518519
YBR040W,0.143518519
YPL128C,0.143518519
YDR485C,0.143518519
YLR369W,0.143518519
YGL023C,0.143518519
YJL019W,0.143518519
YDL123W,0.143518519
YDR036C,0.143518519
YNR008W,0.143518519
YIL037C,0.143518519
YPL202C,0.143518519
YHR182W,0.143518519
YLR026C,0.143518519
YGR068C,0.143518519
YNR037C,0.143518519
YPL013C,0.143518519
YHR024C,0.143518519
YOL018C,0.143518519
YDR175C,0.143518519
YGR167W,0.143518519
YDL086W,0.143518519
YOR249C,0.143518519
YKL058W,0.143518519
YLR176C,0.143518519
YGL119W,0.143518519
YJL222W,0.143518519
YMR087W,0.143518519
YNL234W,0.143518519
YGR081C,0.143518519
YDL003W,0.143518519
YJR082C,0.143518519
YHL025W,0.143518519
YLR239C,0.143518519
YBR179C,0.143518519
YMR224C,0.143518519
YJL154C,0.143518519
YLR443W,0.143518519
YGR034W,0.143518519
YPL254W,0.143518519
YKL064W,0.143518519
YGR174C,0.143518519
YLR083C,0.143518519
YNL075W,0.143518519
YJL086C,0.143518519
YKL020C,0.143518519
YFR042W,0.143518519
YER063W,0.143518519
YKR037C,0.143518519
YLR108C,0.143518519
YCR061W,0.143518519
YPL019C,0.143518519
YPL085W,0.143518519
YDL216C,0.143518519
YKR069W,0.143518519
YNL066W,0.143518519
YGL043W,0.143518519
YPL144W,0.143518519
YBR128C,0.143518519
YGL185C,0.143518519
YNR036C,0.143518519
YPL131W,0.143518519
YCL050C,0.143518519
YLR136C,0.143518519
YKL142W,0.143518519
YER036C,0.143518519
YPL234C,0.143518519
YOL044W,0.143518519
YJR015W,0.143518519
YIR042C,0.143518519
YDL209C,0.143518519
YIL104C,0.143518519
YJL125C,0.143518519
YJR140C,0.143518519
YGR140W,0.143518519
YIL150C,0.143518519
YOL150C,0.143518519
YJL122W,0.143518519
YDR425W,0.143518519
YOR029W,0.143518519
YDR423C,0.143518519
YAR035W,0.143518519
YIL109C,0.143518519
YDL240W,0.143518519
YHR195W,0.143518519
YLR003C,0.143518519
YBL094C,0.143518519
YLR039C,0.143518519
YIL042C,0.143518519
YDL111C,0.143518519
YLR353W,0.143518519
YOR100C,0.143518519
YJL210W,0.143518519
YML025C,0.143518519
YHR144C,0.143518519
YLR088W,0.143518519
YKL146W,0.143518519
YGR289C,0.143518519
YKL098W,0.143518519
YNL134C,0.143518519
YCR033W,0.143518519
YBR065C,0.143518519
YNL098C,0.143518519
YPR029C,0.143518519
YDR180W,0.143518519
YKL190W,0.143518519
YDR424C,0.143518519
YGL236C,0.143518519
YGL212W,0.143518519
YGR261C,0.143518519
YBR238C,0.143518519
YCR096C,0.143518519
YJL013C,0.143518519
YLR389C,0.143518519
YNL048W,0.143518519
YKL109W,0.143518519
YLR133W,0.143518519
YPR105C,0.143518519
YER140W,0.143518519
R0030W,0.143518519
YLL041C,0.143518519
YLR037C,0.143518519
YJL057C,0.143518519
YPR122W,0.143518519
YIL137C,0.143518519
YDL084W,0.143518519
YDR082W,0.143518519
YDL186W,0.143518519
YFL062W,0.143518519
YCR028C-A,0.143518519
YBR293W,0.143518519
YIR025W,0.143518519
YPR036W,0.143518519
YDR469W,0.143518519
YKL025C,0.143518519
YNL253W,0.143518519
YOR340C,0.143518519
YML001W,0.143518519
YDR457W,0.143518519
YPR033C,0.143518519
YGR223C,0.143518519
YGR205W,0.143518519
YNL125C,0.143518519
YOR123C,0.143518519
YJR108W,0.143518519
YDR276C,0.143518519
YIL060W,0.143518519
YFR014C,0.143518519
YMR155W,0.143518519
YKL196C,0.143518519
YLL065W,0.143518519
YBR057C,0.143518519
YBR298C,0.143518519
YBR074W,0.143518519
YHL019C,0.143518519
YOL156W,0.143518519
YJL089W,0.143518519
YLR322W,0.143518519
YMR209C,0.143518519
YBR105C,0.143518519
YGR294W,0.143518519
YMR323W,0.143518519
YGR281W,0.143518519
YOR189W,0.143518519
YAL049C,0.143518519
YPL138C,0.143518519
YIL129C,0.143518519
YHR043C,0.143518519
YDL072C,0.143518519
YLL015W,0.143518519
YPL009C,0.143518519
YPR085C,0.143518519
YHL044W,0.143518519
YFL003C,0.143518519
YBR047W,0.143518519
YGL192W,0.143518519
YHR180W,0.143518519
YOR054C,0.143518519
YIR016W,0.143518519
YCL005W,0.143518519
YNL286W,0.143518519
YLL014W,0.143518519
YJL146W,0.143518519
YBR113W,0.143518519
YJR103W,0.143518519
YPR101W,0.143518519
YNL045W,0.143518519
YLL061W,0.143518519
YDR270W,0.143518519
YNR013C,0.143518519
YPR052C,0.143518519
YMR250W,0.143518519
YDR268W,0.143518519
YDL074C,0.143518519
YHR117W,0.143518519
YGL084C,0.143518519
YOR033C,0.143518519
YNL021W,0.143518519
YNL005C,0.143518519
YDL125C,0.143518519
YBR236C,0.143518519
YCL010C,0.143518519
YLR274W,0.143518519
YPR048W,0.143518519
YLR072W,0.143518519
YOR373W,0.143518519
YPL159C,0.143518519
YOL003C,0.143518519
YOR379C,0.143518519
YPR070W,0.143518519
YDL235C,0.143518519
YOR298C-A,0.143518519
YOR059C,0.143518519
YDR319C,0.143518519
YER084W,0.143518519
YPL020C,0.143518519
YMR065W,0.143518519
YMR144W,0.143518519
YPL146C,0.143518519
YML038C,0.143518519
YBR250W,0.143518519
YHR057C,0.143518519
YDL232W,0.143518519
YGR255C,0.143518519
YLR090W,0.143518519
YJL036W,0.143518519
YLR450W,0.143518519
YLL022C,0.143518519
YGR056W,0.143518519
YBR145W,0.143518519
YMR181C,0.143518519
YLR056W,0.143518519
YDR392W,0.143518519
YFL028C,0.143518519
YOR140W,0.143518519
YJR050W,0.143518519
YPR168W,0.143518519
YLR092W,0.143518519
YDL076C,0.143518519
YOR007C,0.143518519
YMR293C,0.143518519
YJL091C,0.143518519
YOL034W,0.143518519
YNL073W,0.143518519
YDR464W,0.143518519
YDL135C,0.143518519
YER182W,0.143518519
YDL206W,0.143518519
YNL202W,0.143518519
YOL068C,0.143518519
YHR209W,0.143518519
YER149C,0.143518519
YBR117C,0.143518519
YDR440W,0.143518519
YEL061C,0.143518519
YGR032W,0.143518519
YMR264W,0.143518519
YBR058C,0.143518519
YDL191W,0.143518519
YGL141W,0.143518519
YGR263C,0.143518519
YAR064W,0.143518519
YER045C,0.143518519
YOL142W,0.143518519
YDR166C,0.143518519
YBL046W,0.143518519
YGR089W,0.143518519
YGR214W,0.143518519
YIR037W,0.143518519
YML067C,0.143518519
YBR027C,0.143518519
YBL043W,0.143518519
YDL112W,0.143518519
YGL017W,0.143518519
YLR439W,0.143518519
YNR023W,0.143518519
YEL070W,0.143518519
YMR152W,0.143518519
YNR059W,0.143518519
YLL049W,0.143518519
YPL247C,0.143518519
YMR280C,0.143518519
YDR255C,0.143518519
YNL210W,0.143518519
YGL149W,0.143518519
YHR103W,0.143518519
YLR305C,0.143518519
YJL222W-A,0.143518519
YOR023C,0.143518519
YGL157W,0.143518519
YJR073C,0.143518519
YML052W,0.143518519
YLR011W,0.143518519
YNL082W,0.143518519
YER028C,0.143518519
YDR326C,0.143518519
YJL024C,0.143518519
YHR123W,0.143518519
YDR361C,0.143518519
YDL233W,0.143518519
YCR095C,0.143518519
YNL266W,0.143518519
YGL085W,0.143518519
YOR198C,0.143518519
YLR170C,0.143518519
YOR062C,0.143518519
YJR005W,0.143518519
YPL166W,0.143518519
YNL063W,0.143518519
YDR517W,0.143518519
YPR135W,0.143518519
YPL057C,0.143518519
YFR039C,0.143518519
YOL138C,0.143518519
YML117W,0.143518519
YDR351W,0.143518519
YGL249W,0.143518519
YMR031C,0.143518519
YDR051C,0.143518519
YLL032C,0.143518519
YDR292C,0.143518519
YPL157W,0.143518519
YHL020C,0.143518519
YLR200W,0.143518519
YKL221W,0.143518519
YLL051C,0.143518519
YFR054C,0.143518519
YMR048W,0.143518519
YOR154W,0.143518519
YER018C,0.143518519
YJR060W,0.143518519
YJL015C,0.143518519
YFL005W,0.143518519
YML100W,0.143518519
YOL046C,0.143518519
YOR114W,0.143518519
YHR015W,0.143518519
YHR005C-A,0.143518519
YDL217C,0.143518519
YBR068C,0.143518519
YEL027W,0.143518519
YER131W,0.143518519
YDR095C,0.143518519
YMR187C,0.143518519
YDR527W,0.143518519
YDL210W,0.143518519
YPL105C,0.143518519
YMR219W,0.143518519
YPR172W,0.143518519
YIL084C,0.143518519
YJL048C,0.143518519
YLR095C,0.143518519
YBL092W,0.143518519
YML116W,0.143518519
YLR420W,0.143518519
YDR438W,0.143518519
YHR130C,0.143518519
YGR047C,0.143518519
YJR051W,0.143518519
YOR158W,0.143518519
YDR265W,0.143518519
YKL099C,0.143518519
YMR221C,0.143518519
YNL194C,0.143518519
YFR044C,0.143518519
YBL061C,0.143518519
YPL241C,0.143518519
YOR097C,0.143518519
YBR229C,0.143518519
YDL166C,0.143518519
YER139C,0.143518519
YPL108W,0.143518519
YBR213W,0.143518519
YCR041W,0.143518519
YBR199W,0.143518519
YGR077C,0.143518519
YML130C,0.143518519
YOR295W,0.143518519
YDR529C,0.143518519
YNL301C,0.143518519
YGR153W,0.143518519
YDR184C,0.143518519
YMR202W,0.143518519
YML059C,0.143518519
YHR207C,0.143518519
YMR064W,0.143518519
YDR156W,0.143518519
