Protein,Priority Fun_GO
YCR044C,0.143518519
YFL012W,0.143518519
YPL046C,0.143518519
YIL010W,0.143518519
YMR111C,0.143518519
YML094C-A,0.143518519
YHR028C,0.143518519
YGR050C,0.143518519
YFL010W-A,0.143518519
YDR231C,0.143518519
YIL017C,0.143518519
YMR168C,0.143518519
YHR051W,0.143518519
YLR329W,0.143518519
YOR060C,0.143518519
YOL151W,0.143518519
YCR082W,0.143518519
YPL233W,0.143518519
YMR184W,0.143518519
YJR023C,0.143518519
YOR209C,0.143518519
YBL084C,0.143518519
YGR191W,0.143518519
YMR244W,0.143518519
YPR157W,0.143518519
YGL233W,0.143518519
YCL042W,0.143518519
YBL091C,0.143518519
YGR215W,0.143518519
YGR018C,0.143518519
YPL212C,0.143518519
YIL013C,0.143518519
YCL061C,0.143518519
YBL074C,0.143518519
YDR160W,0.143518519
YNL173C,0.143518519
YCR054C,0.143518519
YHR085W,0.143518519
YPL092W,0.143518519
YMR258C,0.143518519
YDR179C,0.143518519
YJL155C,0.143518519
YPR077C,0.143518519
YMR154C,0.143518519
YCR038C,0.143518519
YLR323C,0.143518519
YLR124W,0.143518519
YGR171C,0.143518519
YDR274C,0.143518519
YBL053W,0.143518519
YPL245W,0.143518519
YGR231C,0.143518519
YHR214C-B,0.143518519
YOR171C,0.143518519
YOR008C,0.143518519
YPL119C,0.143518519
YNL264C,0.143518519
YMR237W,0.143518519
YMR207C,0.143518519
YLR126C,0.143518519
YLR120C,0.143518519
YMR043W,0.143518519
YOR344C,0.143518519
YDL085W,0.143518519
YDL058W,0.143518519
YMR296C,0.143518519
YGR004W,0.143518519
YFL021W,0.143518519
YLR359W,0.143518519
YKL159C,0.143518519
YPL270W,0.143518519
YDR043C,0.143518519
YLR410W-B,0.143518519
YOL154W,0.143518519
YGR033C,0.143518519
YEL020W-A,0.143518519
YDR189W,0.143518519
YHR177W,0.143518519
YOR211C,0.143518519
YNR054C,0.143518519
YPL229W,0.143518519
YNR050C,0.143518519
YIL126W,0.143518519
YNL008C,0.143518519
YBR216C,0.143518519
YER089C,0.143518519
YGR275W,0.143518519
YDR102C,0.143518519
YNL242W,0.143518519
YBR201W,0.143518519
YDL129W,0.143518519
YGL058W,0.143518519
YPR084W,0.143518519
YPL008W,0.143518519
YDR312W,0.143518519
YFL034W,0.143518519
YDL091C,0.143518519
YPR112C,0.143518519
YMR076C,0.143518519
YPL064C,0.143518519
YLR396C,0.143518519
YGR071C,0.143518519
YPL118W,0.143518519
YLL009C,0.143518519
YMR089C,0.143518519
YPR046W,0.143518519
YBR161W,0.143518519
YIL162W,0.143518519
YHR122W,0.143518519
YML012W,0.143518519
YAL009W,0.143518519
YLR172C,0.143518519
YJL053W,0.143518519
YIR038C,0.143518519
YJR087W,0.143518519
YGR269W,0.143518519
YML097C,0.143518519
YDR269C,0.143518519
YLR265C,0.143518519
YMR299C,0.143518519
YOR213C,0.143518519
YPL059W,0.143518519
YCL017C,0.143518519
YGR102C,0.143518519
YLR119W,0.143518519
YNR006W,0.143518519
YHL026C,0.143518519
YEL016C,0.143518519
YCR100C,0.143518519
YLR199C,0.143518519
YFL026W,0.143518519
YDL040C,0.143518519
YGL071W,0.143518519
YDL046W,0.143518519
YCR048W,0.143518519
YBR107C,0.143518519
YJL059W,0.143518519
YOR392W,0.143518519
YIL092W,0.143518519
YLL031C,0.143518519
YOL089C,0.143518519
YNL238W,0.143518519
YLR378C,0.143518519
YGR271W,0.143518519
YDR056C,0.143518519
YBL052C,0.143518519
YHR009C,0.143518519
YEL017W,0.143518519
YJR048W,0.143518519
YHR007C,0.143518519
YNL146W,0.143518519
YDR021W,0.143518519
YLR049C,0.143518519
YDR121W,0.143518519
YFL048C,0.143518519
YBL059W,0.143518519
YJR030C,0.143518519
YLR098C,0.143518519
YLR207W,0.143518519
YOL098C,0.143518519
YBR091C,0.143518519
YCL055W,0.143518519
YHR094C,0.143518519
YLR135W,0.143518519
YGL133W,0.143518519
YPL122C,0.143518519
YKL206C,0.143518519
YLR318W,0.143518519
YOR173W,0.143518519
YHR001W,0.143518519
YBL029W,0.143518519
YPL207W,0.143518519
YNL300W,0.143518519
YNL130C,0.143518519
YHR215W,0.143518519
YPR007C,0.143518519
YDL223C,0.143518519
YNL245C,0.143518519
YOR307C,0.143518519
YBR258C,0.143518519
YLR294C,0.143518519
YPR185W,0.143518519
YHR003C,0.143518519
YKR092C,0.143518519
YER019C-A,0.143518519
YJL219W,0.143518519
YBR197C,0.143518519
YLR118C,0.143518519
YNL251C,0.143518519
YAR066W,0.143518519
YBR284W,0.143518519
YAR030C,0.143518519
YPR096C,0.143518519
YGR175C,0.143518519
YLR151C,0.143518519
YNL041C,0.143518519
YGL204C,0.143518519
YGR182C,0.143518519
YER073W,0.143518519
YKL079W,0.143518519
YOR063W,0.143518519
YBR192W,0.143518519
YNL099C,0.143518519
YOR323C,0.143518519
YLR456W,0.143518519
YKL075C,0.143518519
YNL280C,0.143518519
YPL063W,0.143518519
YDR373W,0.143518519
YLR283W,0.143518519
YLR068W,0.143518519
YGL086W,0.143518519
YDR520C,0.143518519
YLR034C,0.143518519
YMR189W,0.143518519
YBR067C,0.143518519
YOR064C,0.143518519
YLR066W,0.143518519
YKL224C,0.143518519
YER066W,0.143518519
YBR044C,0.143518519
YMR310C,0.143518519
YLR390W-A,0.143518519
YKR083C,0.143518519
YKL119C,0.143518519
YJR038C,0.143518519
YHR031C,0.143518519
YKL160W,0.143518519
YLR363W-A,0.143518519
YJL145W,0.143518519
YHL016C,0.143518519
YER014W,0.143518519
YER096W,0.143518519
YNL171C,0.143518519
YJR119C,0.143518519
YKL183W,0.143518519
YML018C,0.143518519
YNL105W,0.143518519
YCR059C,0.143518519
YPR148C,0.143518519
YHR211W,0.143518519
YJL152W,0.143518519
YPR130C,0.143518519
YPR114W,0.143518519
YPL052W,0.143518519
YOL101C,0.143518519
YOL072W,0.143518519
YNL109W,0.143518519
YMR278W,0.143518519
YMR160W,0.143518519
YMR067C,0.143518519
YML013W,0.143518519
YLR379W,0.143518519
YLR333C,0.143518519
YLR205C,0.143518519
YKR087C,0.143518519
YKR040C,0.143518519
YKL138C,0.143518519
YKL111C,0.143518519
YKL076C,0.143518519
YJR123W,0.143518519
YJL192C,0.143518519
YIL096C,0.143518519
YHR049W,0.143518519
YHL033C,0.143518519
YGR064W,0.143518519
YGR042W,0.143518519
YGL217C,0.143518519
YGL069C,0.143518519
YGL045W,0.143518519
YER058W,0.143518519
YEL075C,0.143518519
YEL008W,0.143518519
YDR526C,0.143518519
YDR031W,0.143518519
YDL075W,0.143518519
YBR174C,0.143518519
YBR076W,0.143518519
YAL066W,0.143518519
YMR071C,0.143518519
YJL159W,0.143518519
YOR194C,0.143518519
YHL006C,0.143518519
YGR243W,0.143518519
YOR378W,0.143518519
YPL265W,0.143518519
YDR046C,0.143518519
YDR016C,0.143518519
YNR033W,0.143518519
YJL168C,0.143518519
YDL199C,0.143518519
YPR180W,0.143518519
YDR042C,0.143518519
YLR125W,0.143518519
YKL179C,0.143518519
YBL072C,0.143518519
YER064C,0.143518519
YAL064W,0.143518519
YIL005W,0.143518519
YHR072W,0.143518519
YJR049C,0.143518519
YOR275C,0.143518519
YIL093C,0.143518519
YOL059W,0.143518519
YCL038C,0.143518519
YBR144C,0.143518519
YCR046C,0.143518519
YDR364C,0.143518519
YCR007C,0.143518519
YNL196C,0.143518519
YER015W,0.143518519
YNR022C,0.143518519
YKR052C,0.143518519
YGR139W,0.143518519
YML053C,0.143518519
YIL009W,0.143518519
YMR231W,0.143518519
YJL056C,0.143518519
YNL255C,0.143518519
YOR239W,0.143518519
YJL006C,0.143518519
YHL017W,0.143518519
YAL045C,0.143518519
YBR295W,0.143518519
YDL207W,0.143518519
YBR139W,0.143518519
YCR016W,0.143518519
YJL214W,0.143518519
YGR141W,0.143518519
YPL109C,0.143518519
YIL117C,0.143518519
YLR221C,0.143518519
YLR270W,0.143518519
YGL128C,0.143518519
YLR266C,0.143518519
YEL064C,0.143518519
YOL019W,0.143518519
YER119C,0.143518519
YDL012C,0.143518519
YDR479C,0.143518519
YOR289W,0.143518519
YJL174W,0.143518519
YLR007W,0.143518519
YOR311C,0.143518519
YJL065C,0.143518519
YKL006C-A,0.143518519
YGL030W,0.143518519
YPR094W,0.143518519
YML072C,0.143518519
YKL052C,0.143518519
YDL036C,0.143518519
YDL044C,0.143518519
YHR090C,0.143518519
YER144C,0.143518519
YMR277W,0.143518519
YIL055C,0.143518519
YGR084C,0.143518519
YDR218C,0.143518519
YJL134W,0.143518519
YDR132C,0.143518519
YLR441C,0.143518519
YER168C,0.143518519
YML035C,0.143518519
YLR021W,0.143518519
YBR302C,0.143518519
YGL042C,0.143518519
YJR149W,0.143518519
YJR047C,0.143518519
YJL118W,0.143518519
YGR217W,0.143518519
YDR291W,0.143518519
YCR101C,0.143518519
YPR163C,0.143518519
YJL172W,0.143518519
YBR061C,0.143518519
YDR024W,0.143518519
YFR022W,0.143518519
YKL177W,0.143518519
YAL025C,0.143518519
YLR461W,0.143518519
YER159C,0.143518519
YOR164C,0.143518519
YMR176W,0.143518519
YFR006W,0.143518519
YBL044W,0.143518519
YIR014W,0.143518519
YOR175C,0.143518519
YOL002C,0.143518519
YML131W,0.143518519
YLR112W,0.143518519
YLL054C,0.143518519
YKR032W,0.143518519
YIR021W,0.143518519
YGR114C,0.143518519
YGR110W,0.143518519
YGR031W,0.143518519
YGL018C,0.143518519
YDL037C,0.143518519
YBR177C,0.143518519
YBR109W-A,0.143518519
YKR099W,0.143518519
YLR422W,0.143518519
YLR330W,0.143518519
YKR061W,0.143518519
YHR079C,0.143518519
YMR009W,0.143518519
YPL045W,0.143518519
YOR161C,0.143518519
YLR326W,0.143518519
YMR300C,0.143518519
YOL106W,0.143518519
YJR016C,0.143518519
YLR357W,0.143518519
YPL191C,0.143518519
YOR150W,0.143518519
YER092W,0.143518519
YDR468C,0.143518519
YHR012W,0.143518519
YJL184W,0.143518519
YMR127C,0.143518519
YPL060W,0.143518519
YML029W,0.143518519
YPR194C,0.143518519
YJR025C,0.143518519
YLR202C,0.143518519
YGR150C,0.143518519
YPL113C,0.143518519
YDL215C,0.143518519
YGL028C,0.143518519
YNL289W,0.143518519
YJL181W,0.143518519
YHR071W,0.143518519
YJR146W,0.143518519
YOR084W,0.143518519
YNL237W,0.143518519
YNL190W,0.143518519
YNL158W,0.143518519
YLR290C,0.143518519
YLR252W,0.143518519
YLR050C,0.143518519
YKL163W,0.143518519
YKL107W,0.143518519
YKL044W,0.143518519
YKL024C,0.143518519
YJR157W,0.143518519
YHR175W,0.143518519
YGL168W,0.143518519
YBR124W,0.143518519
YOR371C,0.143518519
YMR316W,0.143518519
YKL176C,0.143518519
YLR004C,0.143518519
YNL204C,0.143518519
YGR016W,0.143518519
YOR051C,0.143518519
YGL050W,0.143518519
YDL022W,0.143518519
YCR098C,0.143518519
YLL033W,0.143518519
YOR106W,0.143518519
YPR173C,0.143518519
YLR287C,0.143518519
YGR017W,0.143518519
YPR136C,0.143518519
YFR055W,0.143518519
YAL053W,0.143518519
YPR078C,0.143518519
YDR078C,0.143518519
YIR008C,0.143518519
YER011W,0.143518519
YMR025W,0.143518519
YPL231W,0.143518519
YNL314W,0.143518519
YDR233C,0.143518519
YDR508C,0.143518519
YOR243C,0.143518519
YNL167C,0.143518519
YJL079C,0.143518519
YBR186W,0.143518519
YGR075C,0.143518519
YFL004W,0.143518519
YOR385W,0.143518519
YMR171C,0.143518519
YKR018C,0.143518519
YIR022W,0.143518519
YGL025C,0.143518519
YMR039C,0.143518519
YPR201W,0.143518519
YJL023C,0.143518519
YNL329C,0.143518519
YPL065W,0.143518519
YJL083W,0.143518519
YHL014C,0.143518519
YMR206W,0.143518519
YOR147W,0.143518519
YBR243C,0.143518519
YBR286W,0.143518519
YDR177W,0.143518519
YAR028W,0.143518519
YEL054C,0.143518519
YIR040C,0.143518519
YOR346W,0.143518519
YMR044W,0.143518519
YLR213C,0.143518519
YLR017W,0.143518519
YBL063W,0.143518519
YBL040C,0.143518519
YDR357C,0.143518519
YDR408C,0.143518519
YDR088C,0.143518519
YOR263C,0.143518519
YIL169C,0.143518519
YDR106W,0.143518519
YDR310C,0.143518519
YPL040C,0.143518519
YNL091W,0.143518519
YBR296C,0.143518519
YPL133C,0.143518519
YHR204W,0.143518519
YDR040C,0.143518519
YER145C,0.143518519
YGR063C,0.143518519
YER067W,0.143518519
YJL108C,0.143518519
YPR133C,0.143518519
YLR178C,0.143518519
YHL010C,0.143518519
YNL279W,0.143518519
YPL170W,0.143518519
YFR029W,0.143518519
YHR187W,0.143518519
YNL054W,0.143518519
YMR233W,0.143518519
YPL156C,0.143518519
YMR179W,0.143518519
YGR198W,0.143518519
YHR034C,0.143518519
YPR011C,0.143518519
YGL143C,0.143518519
YER104W,0.143518519
YOL065C,0.143518519
YOR074C,0.143518519
YIR018W,0.143518519
YDR503C,0.143518519
YHR087W,0.143518519
YMR238W,0.143518519
YCR107W,0.143518519
YHR059W,0.143518519
YLR451W,0.143518519
YNR040W,0.143518519
YFL049W,0.143518519
YMR257C,0.143518519
YKL092C,0.143518519
YIL145C,0.143518519
YHR214W-A,0.143518519
YPR179C,0.143518519
YMR193W,0.143518519
YPL029W,0.143518519
YKR039W,0.143518519
YLR455W,0.143518519
YBR242W,0.143518519
YOR049C,0.143518519
YHL043W,0.143518519
YKL209C,0.143518519
YAL055W,0.143518519
YMR142C,0.143518519
YDR104C,0.143518519
YKR066C,0.143518519
YOR320C,0.143518519
YOR102W,0.143518519
YJR041C,0.143518519
YHL038C,0.143518519
YFR032C,0.143518519
YKR020W,0.143518519
YOL144W,0.143518519
YDR322W,0.143518519
YNR043W,0.143518519
YLR261C,0.143518519
YAL004W,0.143518519
YOL097C,0.143518519
YLR143W,0.143518519
YOL020W,0.143518519
YPL098C,0.143518519
YLR411W,0.143518519
YKR100C,0.143518519
YKL125W,0.143518519
YML011C,0.143518519
YGR100W,0.143518519
YOL031C,0.143518519
YPR056W,0.143518519
YDL056W,0.143518519
YOL140W,0.143518519
YNL050C,0.143518519
YGL117W,0.143518519
YDR135C,0.143518519
YNR074C,0.143518519
YOR010C,0.143518519
YLL067W-A,0.143518519
YCR021C,0.143518519
YPL053C,0.143518519
YPL216W,0.143518519
YLR336C,0.143518519
YDR236C,0.143518519
YOR038C,0.143518519
YBL078C,0.143518519
YLR152C,0.143518519
YBL100W-A,0.143518519
YMR002W,0.143518519
YHR074W,0.143518519
YPL260W,0.143518519
YMR279C,0.143518519
YPL190C,0.143518519
YJL204C,0.143518519
YGL186C,0.143518519
YBR097W,0.143518519
YIL039W,0.143518519
YDL045C,0.143518519
YDR045C,0.143518519
YJL029C,0.143518519
YDR159W,0.143518519
YBR233W,0.143518519
YER005W,0.143518519
YOR112W,0.143518519
YIL071C,0.143518519
YCR028C,0.143518519
YER030W,0.143518519
YJL062W,0.143518519
YMR096W,0.143518519
YGR179C,0.143518519
YPL077C,0.143518519
YBR182C,0.143518519
YGL005C,0.143518519
YOR121C,0.143518519
YML105C,0.143518519
YKL194C,0.143518519
YGL146C,0.143518519
YNL327W,0.143518519
YDR178W,0.143518519
YIL114C,0.143518519
YLL004W,0.143518519
YMR298W,0.143518519
YDL088C,0.143518519
YGR151C,0.143518519
YHL049C,0.143518519
YML031W,0.143518519
YGR222W,0.143518519
YLR312C,0.143518519
YLR077W,0.143518519
YLR434C,0.143518519
YJR136C,0.143518519
YOR286W,0.143518519
YOR251C,0.143518519
YOL146W,0.143518519
YNR061C,0.143518519
YNL319W,0.143518519
YMR157C,0.143518519
YJR079W,0.143518519
YBR301W,0.143518519
YBR273C,0.143518519
YBR008C,0.143518519
YAR033W,0.143518519
YPR162C,0.143518519
YIL023C,0.143518519
YDR169C,0.143518519
YCR052W,0.143518519
YKR062W,0.143518519
YLR032W,0.143518519
YDR452W,0.143518519
YPR005C,0.143518519
YKR072C,0.143518519
YLR256W-A,0.143518519
YNR027W,0.143518519
YLR030W,0.143518519
YEL018W,0.143518519
YHR077C,0.143518519
YGR189C,0.143518519
YER098W,0.143518519
YPL208W,0.143518519
YJL179W,0.143518519
YPL066W,0.143518519
YPL238C,0.143518519
YDR368W,0.143518519
YPL120W,0.143518519
YKR034W,0.143518519
YOR053W,0.143518519
YKR050W,0.143518519
YBR012W-B,0.143518519
YER083C,0.143518519
YJL137C,0.143518519
YGR209C,0.143518519
YBL067C,0.143518519
YOR045W,0.143518519
YJL135W,0.143518519
YBL102W,0.143518519
YBR240C,0.143518519
YHR190W,0.143518519
YEL011W,0.143518519
YIL120W,0.143518519
YEL042W,0.143518519
YLR344W,0.143518519
YJL209W,0.143518519
YDL069C,0.143518519
YLL043W,0.143518519
YJR043C,0.143518519
YJR162C,0.143518519
YDR433W,0.143518519
YDR483W,0.143518519
YGR160W,0.143518519
YNL095C,0.143518519
YOR031W,0.143518519
YDR107C,0.143518519
YKL050C,0.143518519
YMR090W,0.143518519
YDR505C,0.143518519
YDR105C,0.143518519
YBR146W,0.143518519
YHR136C,0.143518519
YDR534C,0.143518519
YIL002C,0.143518519
YDR524C,0.143518519
YJR148W,0.143518519
YNL038W,0.143518519
YPL112C,0.143518519
YMR042W,0.143518519
YBR042C,0.143518519
YKL124W,0.143518519
YPL091W,0.143518519
YKL165C,0.143518519
YGR200C,0.143518519
YDL131W,0.143518519
YNL231C,0.143518519
YAL061W,0.143518519
YJL078C,0.143518519
YFL060C,0.143518519
YMR017W,0.143518519
YGL055W,0.143518519
YER071C,0.143518519
YER051W,0.143518519
YIL110W,0.143518519
YOL011W,0.143518519
YLR138W,0.143518519
YIL051C,0.143518519
YIR039C,0.143518519
YMR180C,0.143518519
YPL100W,0.143518519
YOR013W,0.143518519
YIL082W-A,0.143518519
YGR131W,0.143518519
YBR053C,0.143518519
YLL006W,0.143518519
YAL026C,0.143518519
YMR091C,0.143518519
YHR081W,0.143518519
YOL061W,0.143518519
YML104C,0.143518519
YIL151C,0.143518519
YAL067C,0.143518519
YLR227C,0.143518519
YDL173W,0.143518519
YER004W,0.143518519
YDR007W,0.143518519
YMR212C,0.143518519
YPL205C,0.143518519
YDR455C,0.143518519
YHR039C,0.143518519
YIL088C,0.143518519
YLR075W,0.143518519
YDR170W-A,0.143518519
YBR141C,0.143518519
YBR172C,0.143518519
YGL145W,0.143518519
YIL141W,0.143518519
YHR105W,0.143518519
YGL162W,0.143518519
YOL073C,0.143518519
YNR042W,0.143518519
YML106W,0.143518519
YCL033C,0.143518519
YOL107W,0.143518519
YBR123C,0.143518519
YNL159C,0.143518519
YMR195W,0.143518519
YPR149W,0.143518519
YPR134W,0.143518519
YOR387C,0.143518519
YOR318C,0.143518519
YOR300W,0.143518519
YOR258W,0.143518519
YOR246C,0.143518519
YOR222W,0.143518519
YKR073C,0.143518519
YIL044C,0.143518519
YGR293C,0.143518519
YGL110C,0.143518519
YGL039W,0.143518519
YDR531W,0.143518519
YDR512C,0.143518519
YDR012W,0.143518519
YDL168W,0.143518519
YBR241C,0.143518519
YBR168W,0.143518519
YAL060W,0.143518519
YJL045W,0.143518519
YOR124C,0.143518519
YOR202W,0.143518519
YMR261C,0.143518519
YMR140W,0.143518519
YMR083W,0.143518519
YDL118W,0.143518519
YGR038W,0.143518519
YKL141W,0.143518519
YOL052C,0.143518519
YJR069C,0.143518519
YPR097W,0.143518519
YNL065W,0.143518519
YDR545W,0.143518519
YDL027C,0.143518519
YLR398C,0.143518519
YJR084W,0.143518519
YOR359W,0.143518519
YIR035C,0.143518519
YGL022W,0.143518519
YOR108W,0.143518519
YBR063C,0.143518519
YDR390C,0.143518519
YML021C,0.143518519
YIL059C,0.143518519
YGL054C,0.143518519
YGR225W,0.143518519
YPR176C,0.143518519
YNR005C,0.143518519
YMR165C,0.143518519
YBR188C,0.143518519
YDL020C,0.143518519
YOL067C,0.143518519
YJL063C,0.143518519
YIL111W,0.143518519
YLR010C,0.143518519
YFL066C,0.143518519
YOL017W,0.143518519
YDL082W,0.143518519
YDR462W,0.143518519
YOR129C,0.143518519
YNR067C,0.143518519
YMR247C,0.143518519
YLR361C,0.143518519
YKL040C,0.143518519
YDR242W,0.143518519
YBR255W,0.143518519
YER099C,0.143518519
YBR265W,0.143518519
YLR226W,0.143518519
YFR026C,0.143518519
YJR074W,0.143518519
YJR011C,0.143518519
YOR283W,0.143518519
YPL104W,0.143518519
YLR203C,0.143518519
YLL002W,0.143518519
YOR172W,0.143518519
YOL043C,0.143518519
YGL053W,0.143518519
YNL028W,0.143518519
YCL069W,0.143518519
YGR246C,0.143518519
YFR043C,0.143518519
YGL014W,0.143518519
YGR199W,0.143518519
YMR163C,0.143518519
YPL201C,0.143518519
YLR465C,0.143518519
YOL030W,0.143518519
YDR084C,0.143518519
YNL261W,0.143518519
YNR068C,0.143518519
YJL190C,0.143518519
YGR122W,0.143518519
YPR057W,0.143518519
YPR035W,0.143518519
YMR251W,0.143518519
YIR032C,0.143518519
YIL177C,0.143518519
YER048C,0.143518519
YHR206W,0.143518519
YHR145C,0.143518519
YMR177W,0.143518519
YER166W,0.143518519
YJL197W,0.143518519
YDL202W,0.143518519
YDL198C,0.143518519
YJL156C,0.143518519
YKL192C,0.143518519
YAL022C,0.143518519
YML093W,0.143518519
YJL067W,0.143518519
YGR257C,0.143518519
YHR143W,0.143518519
YDL073W,0.143518519
YMR204C,0.143518519
YPR079W,0.143518519
YPL086C,0.143518519
YKR088C,0.143518519
YMR004W,0.143518519
YJR006W,0.143518519
YIL135C,0.143518519
YPL024W,0.143518519
YBR173C,0.143518519
YHL021C,0.143518519
YFL040W,0.143518519
YDR410C,0.143518519
YJR001W,0.143518519
YNL304W,0.143518519
YNL292W,0.143518519
YLR158C,0.143518519
YLR301W,0.143518519
YJL099W,0.143518519
YHR132C,0.143518519
YJR024C,0.143518519
YDR489W,0.143518519
YJR102C,0.143518519
YJL166W,0.143518519
YOL147C,0.143518519
YGL027C,0.143518519
YGL073W,0.143518519
YJR126C,0.143518519
YOL085C,0.143518519
YDR332W,0.143518519
YDL176W,0.143518519
YPR006C,0.143518519
YKR005C,0.143518519
YKL164C,0.143518519
YKL106W,0.143518519
YDR305C,0.143518519
YDL241W,0.143518519
YDL221W,0.143518519
YML023C,0.143518519
YNL273W,0.143518519
YDR445C,0.143518519
YML014W,0.143518519
YOL143C,0.143518519
YPR071W,0.143518519
YGR165W,0.143518519
YLR141W,0.143518519
YMR018W,0.143518519
YNL328C,0.143518519
YMR033W,0.143518519
YGR290W,0.143518519
YDR068W,0.143518519
YDR198C,0.143518519
YML110C,0.143518519
YJL114W,0.143518519
YPR001W,0.143518519
YGL065C,0.143518519
YOR266W,0.143518519
YEL005C,0.143518519
YLR063W,0.143518519
YLR460C,0.143518519
YGL010W,0.143518519
YOR293W,0.143518519
YMR230W,0.143518519
YLR087C,0.143518519
YJL198W,0.143518519
YGL072C,0.143518519
YER055C,0.143518519
YDR096W,0.143518519
YDL159W-A,0.143518519
YAL063C-A,0.143518519
YPR118W,0.143518519
YOL050C,0.143518519
YOL008W,0.143518519
YNL324W,0.143518519
YNL205C,0.143518519
YNL009W,0.143518519
YMR141C,0.143518519
YML079W,0.143518519
YLR168C,0.143518519
YJR154W,0.143518519
YJR120W,0.143518519
YJR100C,0.143518519
YJL225C,0.143518519
YIR036C,0.143518519
YIL157C,0.143518519
YIL032C,0.143518519
YIL020C,0.143518519
YHR138C,0.143518519
YHR127W,0.143518519
YGR148C,0.143518519
YGL047W,0.143518519
YDR530C,0.143518519
YDL077C,0.143518519
YNR039C,0.143518519
YPL228W,0.143518519
YLR358C,0.143518519
YER013W,0.143518519
YBR235W,0.143518519
YGL095C,0.143518519
YGR237C,0.143518519
YNL164C,0.143518519
YNL097C,0.143518519
YNL284C-B,0.143518519
YMR045C,0.143518519
YKL147C,0.143518519
YGR161C-D,0.143518519
YFL063W,0.143518519
YBL005W-B,0.143518519
YAR068W,0.143518519
YAL069W,0.143518519
YMR265C,0.143518519
YLR073C,0.143518519
YJL123C,0.143518519
YKR075C,0.143518519
YOR146W,0.143518519
YOR262W,0.143518519
YBL024W,0.143518519
YER087W,0.143518519
YCR063W,0.143518519
YHR047C,0.143518519
YBL082C,0.143518519
YJR014W,0.143518519
YHR040W,0.143518519
YDR072C,0.143518519
YNR066C,0.143518519
YDR196C,0.143518519
YBL071C,0.143518519
YMR072W,0.143518519
YNL291C,0.143518519
YBL042C,0.143518519
YCL023C,0.143518519
YPL224C,0.143518519
YKR106W,0.143518519
YGL223C,0.143518519
YMR019W,0.143518519
YCR011C,0.143518519
YNL062C,0.143518519
YPL056C,0.143518519
YML120C,0.143518519
YLL060C,0.143518519
YBL031W,0.143518519
YJL071W,0.143518519
YOL014W,0.143518519
YIL130W,0.143518519
YMR227C,0.143518519
YLL020C,0.143518519
YDR345C,0.143518519
YNR009W,0.143518519
YPL047W,0.143518519
YBR111W-A,0.143518519
YBR052C,0.143518519
YPR160C-A,0.143518519
YMR103C,0.143518519
YKR049C,0.143518519
YKR023W,0.143518519
YKL202W,0.143518519
YKL105C,0.143518519
YEL022W,0.143518519
YAL038W,0.143518519
YBR024W,0.143518519
YER154W,0.143518519
YDR136C,0.143518519
YOR079C,0.143518519
YPL051W,0.143518519
YDR532C,0.143518519
YDR314C,0.143518519
YGR207C,0.143518519
YJR099W,0.143518519
YOR067C,0.143518519
YKL038W,0.143518519
YDR079W,0.143518519
YIR004W,0.143518519
YGR073C,0.143518519
YGL210W,0.143518519
YJL075C,0.143518519
YOL116W,0.143518519
YKL174C,0.143518519
YBL095W,0.143518519
YEL041W,0.143518519
YAL056W,0.143518519
YER044C,0.143518519
YER180C,0.143518519
YPL096W,0.143518519
YLR242C,0.143518519
YMR057C,0.143518519
YFL050C,0.143518519
YHR154W,0.143518519
YPL189W,0.143518519
YHR002W,0.143518519
YLR214W,0.143518519
YBR086C,0.143518519
YOR312C,0.143518519
YHL008C,0.143518519
YMR088C,0.143518519
YLR121C,0.143518519
YML019W,0.143518519
YKL017C,0.143518519
YOR241W,0.143518519
YKR009C,0.143518519
YER056C,0.143518519
YDR181C,0.143518519
YNR028W,0.143518519
YJL185C,0.143518519
YNL295W,0.143518519
YER183C,0.143518519
YOR085W,0.143518519
YDR137W,0.143518519
YNL213C,0.143518519
YNL040W,0.143518519
YOR298W,0.143518519
YDR296W,0.143518519
YBR230C,0.143518519
YDR115W,0.143518519
YGL009C,0.143518519
YOR333C,0.143518519
YJL189W,0.143518519
YNR075W,0.143518519
YMR271C,0.143518519
YNL011C,0.143518519
YMR008C,0.143518519
YGL138C,0.143518519
YKR064W,0.143518519
YIL057C,0.143518519
YOR331C,0.143518519
YER019W,0.143518519
YOL042W,0.143518519
YMR203W,0.143518519
YKL063C,0.143518519
YGR129W,0.143518519
YMR322C,0.143518519
YDR506C,0.143518519
YPL002C,0.143518519
YOL109W,0.143518519
YMR038C,0.143518519
YOR219C,0.143518519
YIL029C,0.143518519
YKL134C,0.143518519
YMR243C,0.143518519
YJR034W,0.143518519
YGR046W,0.143518519
YFR033C,0.143518519
YOL129W,0.143518519
YHL001W,0.143518519
YDL128W,0.143518519
YNL126W,0.143518519
YPL025C,0.143518519
YNR072W,0.143518519
YHR042W,0.143518519
YKL089W,0.143518519
YJR028W,0.143518519
YJR027W,0.143518519
YMR131C,0.143518519
YGL251C,0.143518519
YFL025C,0.143518519
YPL034W,0.143518519
YNL133C,0.143518519
YNL072W,0.143518519
YLR251W,0.143518519
YLR110C,0.143518519
YDR144C,0.143518519
YBR215W,0.143518519
YAR071W,0.143518519
YEL031W,0.143518519
YKR093W,0.143518519
YIL014W,0.143518519
YKL004W,0.143518519
YLR166C,0.143518519
YIL025C,0.143518519
YPR066W,0.143518519
