YAL029C,0.014084507,0.017325525
YGR241C,0.022932128,0.504392387
YHR161C,0.022932128,0.504392387
YDR373W,0.017069582,0.099072718
YDR309C,0.014765706,0.375549048
YBR133C,0.014084507,0.017325525
YNL272C,0.019947053,0.422645193
YGL106W,0.014084507,0.017325525
YCR030C,0.014084507,0.017325525
YCL024W,0.014084507,0.017325525
YNL078W,0.014765706,0.375549048
YPR122W,0.014084507,0.017325525
YJR092W,0.014084507,0.017325525
YPR188C,0.014084507,0.017325525
YPL242C,0.014084507,0.017325525
YER032W,0.014084507,0.017325525
YER124C,0.014084507,0.017325525
YPL158C,0.014084507,0.017325525
YKL101W,0.014084507,0.017325525
YOR264W,0.014084507,0.017325525
YOL070C,0.019947053,0.422645193
YNL152W,0.014084507,0.017325525
YOR326W,0.014084507,0.017325525
YHR061C,0.014765706,0.375549048
YCR038C,0.014765706,0.375549048
YJL187C,0.014706398,0.409712055
YDR150W,0.014084507,0.017325525
YLR313C,0.014765706,0.375549048
YLR190W,0.017069582,0.099072718
YDR496C,0.014706398,0.409712055
YLR019W,0.005181347,0.047096144
YLR343W,0.005181347,0.047096144
YCL025C,0.005181347,0.047096144
YML072C,0.005181347,0.047096144
YOR161C,0.005181347,0.047096144
YOR071C,0.005181347,0.047096144
YOR384W,0.005181347,0.047096144
YGR131W,0.005181347,0.047096144
YNL087W,0.011098507,0.088335774
YLR121C,0.005181347,0.047096144
YLR332W,0.005181347,0.047096144
YIL140W,0.005181347,0.047096144
YCR028C,0.005181347,0.047096144
YOR047C,0.008788312,0.521229868
YLR194C,0.005181347,0.047096144
YBR078W,0.005181347,0.047096144
YDR160W,0.005181347,0.047096144
YFR029W,0.008847621,0.487066862
YOR008C,0.005181347,0.047096144
YDR144C,0.005181347,0.047096144
YPR149W,0.005181347,0.047096144
YLL010C,0.005181347,0.047096144
YNL154C,0.005181347,0.047096144
YHR135C,0.005181347,0.047096144
YGR217W,0.005181347,0.047096144
YKL203C,0.022293545,0.679355783
YJR066W,0.022293545,0.679355783
YOL122C,0.005181347,0.047096144
