Level1,IC,LAC,Nor(IC),Nor(LAC),Nor(IC)*Nor(LAC)
YDR511W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YIL052C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR384W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPL188W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YIL011W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YMR317W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YCR024C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBL020W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR209W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL158C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YER076C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGR053C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGR291C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YKL208W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR201C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOL066C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPL097W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
Q0050,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGL125W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR009W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPL102C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOL136C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YKL077W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YJL032W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YAR047C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR185C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR219C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR220C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR225W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YKL170W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR089W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR157C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL183C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR067C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR286C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR340W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YER181C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YJL182C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YJL222W-B,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YML030W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YNL165W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR011W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL062W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR041W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YJL175W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOL118C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR309C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YMR260C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YIL121W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOL035C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR164W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPR203W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPR073C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL026W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL050C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL061C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL096C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YFL015C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGR036C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR190W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL218W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR538W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR338W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YIL064W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YIL158W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR081C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR269C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YNL320W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YCL004W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR249C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR462W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPL023C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPL067C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPR177C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YNR030W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR217W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YNL051W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR354C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YEL039C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR288C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR416C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YHR157W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR356W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDL024C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLR046C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YPR125W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YJR044C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGL242C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YDR370C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YLL059C,1.3606248,0,-0.461211527,-0.068084993,0.031401583
Q0275,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YFL067W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YBR194W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YOR366W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YNL228W,1.3606248,0,-0.461211527,-0.068084993,0.031401583
YGR254W,4.0023093,1.9701493,0.472712658,0.065635542,0.031026752
YDR143C,3.5070434,2.5263157,0.29761953,0.103384391,0.030769214
YAR007C,3.824644,2.108108,0.409902008,0.074999254,0.030742345
YER118C,4.018588,1.9444444,0.478467725,0.063890866,0.030569717
YDR238C,3.2047052,3.3333333,0.190732823,0.158159339,0.030166177
YIL131C,3.7920728,2.1176472,0.398386995,0.075646711,0.030136666
YDR227W,3.7920728,2.1176472,0.398386995,0.075646711,0.030136666
YOR351C,3.8530462,2.05,0.419943139,0.071055273,0.029839174
YLR343W,3.2621105,3.0769231,0.211027524,0.140755932,0.029703376
YPL049C,3.5367074,2.4,0.30810675,0.094810928,0.029211887
YNL271C,3.5367074,2.4,0.30810675,0.094810928,0.029211887
YBR196C,4.108215,1.8333334,0.510153879,0.056349395,0.028746863
YDL025C,3.6126745,2.2608695,0.334963671,0.085367681,0.028595072
YNL230C,3.8440123,2,0.416749352,0.067661608,0.028197931
YGL049C,3.5892177,2.2727273,0.326670905,0.086172509,0.028150052
YKL013C,2.9841056,4.6666665,0.112743456,0.248657063,0.028034457
YPL237W,3.2047052,3.1666667,0.190732823,0.146847127,0.028008567
YDR099W,4.015415,1.8591549,0.477345963,0.058101986,0.027734748
YMR264W,3.359922,2.6666667,0.245607174,0.112910477,0.027731623
YNL182C,3.5638938,2.2857144,0.317718056,0.087053987,0.027658623
YHR061C,3.2621105,2.9230769,0.211027524,0.130313883,0.027499816
YDR127W,3.6550763,2.16,0.349954131,0.078521336,0.027478866
YDR309C,3.4401622,2.4705882,0.27397478,0.099601982,0.027288431
YIL046W,3.7920728,2,0.398386995,0.067661608,0.026955505
YER167W,3.313559,2.7142856,0.229216297,0.116142528,0.02662176
YML067C,3.313559,2.7142856,0.229216297,0.116142528,0.02662176
YJL130C,3.92526,1.88,0.445473143,0.059516812,0.026513141
YER129W,3.4018607,2.5,0.260433913,0.101598258,0.026459632
YDL229W,3.9131224,1.875,0.441182094,0.059177445,0.026108029
YDR283C,3.4751234,2.3333333,0.286334738,0.090286039,0.025852029
YNR035C,3.2047052,3,0.190732823,0.135534908,0.025850956
YMR186W,3.9367256,1.8461539,0.449526617,0.057219565,0.025721718
YMR032W,4.009136,1.7971015,0.475126126,0.053890217,0.02560465
YGL197W,3.2621105,2.7692308,0.211027524,0.119871841,0.025296258
YER054C,3.4401622,2.3529413,0.27397478,0.091616898,0.02510072
YHR158C,3.5367074,2.2,0.30810675,0.081236268,0.025029442
YBR039W,3.6126745,2.0869565,0.334963671,0.073563632,0.024641144
YBR234C,3.6126745,2.0869565,0.334963671,0.073563632,0.024641144
YOR076C,3.3135593,2.5714285,0.229216403,0.106446346,0.024399248
YDR190C,3.7539134,1.9354838,0.384896366,0.06328268,0.024357274
YOR332W,3.4018607,2.375,0.260433913,0.093114095,0.024250068
YOR212W,3.9710984,1.7627119,0.461678557,0.051556081,0.023802337
YMR246W,3.4751234,2.2222223,0.286334738,0.082744568,0.023692644
YDL185W,3.8346567,1.8421053,0.413441834,0.056944773,0.023543351
YLR216C,3.7088745,1.9285715,0.368973602,0.06281352,0.023176531
YNL138W,3.5367074,2.1,0.30810675,0.074448938,0.02293822
YKL161C,3.5367074,2.1,0.30810675,0.074448938,0.02293822
YIL112W,2.9841056,4,0.112743456,0.203408208,0.022932944
YNL093W,3.4401622,2.235294,0.27397478,0.083631788,0.022913001
YBR251W,3.8142917,1.8333334,0.406242122,0.056349395,0.022891498
YHL004W,3.8142917,1.8333334,0.406242122,0.056349395,0.022891498
YHR135C,4.049944,1.6904762,0.489553124,0.046653206,0.022839223
YNL161W,3.885575,1.7727273,0.431443163,0.052235859,0.022536804
YFR024C-A,4.054495,1.6744186,0.491162055,0.045563324,0.022378976
YDR386W,3.962234,1.7192982,0.458544693,0.04860945,0.022289605
YHR123W,3.313559,2.4285715,0.229216297,0.09675017,0.022176716
YIL066C,3.7799404,1.8181819,0.394097784,0.055321013,0.021801889
YMR088C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR376W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR214W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR143C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR250W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR350C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFR026C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR261C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL009C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR142C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL231W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL112C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR073C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL028C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL178W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YEL049W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR083W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKL179C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL191W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR441C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL001C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR084W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIR035C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL035C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR428C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLL046C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL178W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL036W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIR004W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL028W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKL153W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL174W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR413C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR021C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR225C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL239C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNR042W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR327C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YER010C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR077W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR189W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR364W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR492W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL237W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR144C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR040C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHL043W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHL049C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR209W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL055C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIR037W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR312C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR434C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR102W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR112W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR121C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR289W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR031C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL094C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR065C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR111W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR143W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL242W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL031C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL098C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL143C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIR025W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL073C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR392W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL143C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR169C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNR033W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR029W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR071W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL029W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR235W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL189W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YER004W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLL067W-A,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL164C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR196W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR441C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR242W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL162C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFR039C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL121C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL075C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKR100C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR037C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR116C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR011W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR180W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR454W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR345C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR242W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL147C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL141W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YEL022W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL049W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR140W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL060W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR054W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR189W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNR005C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR067C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR011C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR099W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR145C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YCL023C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR433W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFL050C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL005C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR073C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR100W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL039W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL222W-A,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL202W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR243W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR126C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKL063C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKR093W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR331C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR087W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR118C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL073W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL042W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL057C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR331C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL156C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR422W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHL008C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR133C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YEL011W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR207C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL079C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR184W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR305C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOL152W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR271C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR155C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR157W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR256W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR438W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFR055W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR124W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL114W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPR136C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR061W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR239C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL045C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR095C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR534C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL031W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR311C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YML133C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR202W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR263C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR377W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR323C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL077C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGL146C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKL072W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR053C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL023C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL219W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR056C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YER180C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL170C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL190C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR162C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFL056C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR220W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR367W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL094C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR080C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YKL188C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR269C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR290W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR203C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNL280C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR321W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR236C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR070C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBR179C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR344W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL041W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL046W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL118W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR542W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YFR054C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLL037W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR117W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJR010W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDR215C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YDL099W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL006W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR208W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR194W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR109W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR199C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR065W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR247W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR257W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL244C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL130W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YNR029C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YIL152W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR201C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YJL158C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YPL224C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YCR023C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YLR202C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YGR213C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR212W-A,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YEL077C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YOR214C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YHR159W,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YMR271C,1.7594742,0,-0.32020487,-0.068084993,0.021801146
YBL080C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YGL057C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR115C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YDR461W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YKR031C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBL033C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBL094C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YOL154W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YAL045C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR097W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YOR086C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR021W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YAR030C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YJL093C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YOR273C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBL067C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR040W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YDL173W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBL095W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR047W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YAL004W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YOR082C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBR099C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YLR338W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YAR064W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YLR390W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YJR087W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YOR196C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YGR225W,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YKR011C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YBL071C,1.7594744,0,-0.320204799,-0.068084993,0.021801141
YKL196C,3.140127,2.909091,0.167902261,0.129364614,0.021720611
YOR284W,3.4751234,2.1111112,0.286334738,0.075203091,0.021533257
YOR103C,2.8883598,5,0.078894101,0.271281508,0.021402511
YML123C,3.7088745,1.8571428,0.368973602,0.057965418,0.021387709
YBR200W,3.998817,1.6666666,0.471478013,0.04503717,0.021234035
YKR029C,3.0672333,3.2,0.14213189,0.149109568,0.021193225
YGR289C,3.2621105,2.4615386,0.211027524,0.098987756,0.020889141
