Level1,IC,LAC,Nor(IC),Nor(LAC),Nor(IC)*Nor(LAC)
YLR362W,3.5367074,1.4,0.30810675,0.026937628,0.008299665
YNL135C,3.962234,1.2631578,0.458544693,0.017649696,0.008093174
YLR093C,2.8883598,2.5,0.078894101,0.101598258,0.008015503
YDL055C,3.9192991,1.2653061,0.443365764,0.017795508,0.007889919
YDL028C,3.7920728,1.2941177,0.398386995,0.019751046,0.00786856
YFR040W,3.7248504,1.3103448,0.374621619,0.020852433,0.007811772
YAL005C,3.359922,1.4666667,0.245607174,0.031462516,0.00772742
YFL059W,3.0672333,1.8,0.14213189,0.054086948,0.00768748
YCL064C,3.6345143,1.3333334,0.342684774,0.022412745,0.007680507
YGR155W,3.6345143,1.3333334,0.342684774,0.022412745,0.007680507
YER114C,3.8998218,1.2608696,0.436479885,0.017494388,0.007635949
YLR212C,2.9841056,2,0.112743456,0.067661608,0.007628404
YNL125C,2.9841056,2,0.112743456,0.067661608,0.007628404
YMR036C,3.4401622,1.4117647,0.27397478,0.027736137,0.007599002
YJL004C,3.4401622,1.4117647,0.27397478,0.027736137,0.007599002
YJR052W,3.140127,1.6363636,0.167902261,0.042980405,0.007216507
YKL078W,3.140127,1.6363636,0.167902261,0.042980405,0.007216507
YBR059C,3.5638938,1.3333334,0.317718056,0.022412745,0.007120934
YGL116W,3.5638938,1.3333334,0.317718056,0.022412745,0.007120934
YKL104C,3.8530462,1.25,0.419943139,0.016756633,0.007036833
YCR079W,3.7397115,1.2666667,0.379875517,0.017887856,0.006795159
YBL050W,3.824644,1.2432432,0.409902008,0.016298026,0.006680594
YGR109C,2.8883598,2.25,0.078894101,0.084629933,0.006676802
YDR244W,2.8883598,2.25,0.078894101,0.084629933,0.006676802
YBR254C,3.3135593,1.4285715,0.229216403,0.02887687,0.006619052
YIR001C,3.313559,1.4285715,0.229216297,0.02887687,0.006619049
YNL229C,3.313559,1.4285715,0.229216297,0.02887687,0.006619049
YLR004C,2.7769976,3.4285715,0.039523823,0.16462347,0.006506549
YAL040C,3.2047052,1.5,0.190732823,0.033724958,0.006432456
YOL044W,3.2047052,1.5,0.190732823,0.033724958,0.006432456
YGR191W,3.2047052,1.5,0.190732823,0.033724958,0.006432456
YLR262C,3.4751234,1.3333334,0.286334738,0.022412745,0.006417548
YJL066C,3.8998218,1.2173913,0.436479885,0.014543372,0.00634789
YDR200C,3.6919663,1.2592592,0.362995985,0.017385085,0.006310716
YOR020C,2.9841056,1.7777778,0.112743456,0.052578654,0.005927899
YOL156W,2.9841056,1.7777778,0.112743456,0.052578654,0.005927899
YJL154C,2.9841056,1.7777778,0.112743456,0.052578654,0.005927899
YOR057W,2.9841056,1.7777778,0.112743456,0.052578654,0.005927899
YML091C,2.9841056,1.7777778,0.112743456,0.052578654,0.005927899
YFR021W,3.6345143,1.25,0.342684774,0.016756633,0.005742243
YNL214W,2.7769973,3.142857,0.039523717,0.145231084,0.005740072
YNL307C,3.9065285,1.1914893,0.438850929,0.012785318,0.005610849
YMR199W,3.359922,1.3333334,0.245607174,0.022412745,0.005504731
YNL078W,3.2621105,1.3846154,0.211027524,0.025893424,0.005464225
YIL147C,3.2621105,1.3846154,0.211027524,0.025893424,0.005464225
YGL153W,3.4401622,1.2941177,0.27397478,0.019751046,0.005411289
YPR191W,3.4401622,1.2941177,0.27397478,0.019751046,0.005411289
YDR138W,3.4401622,1.2941177,0.27397478,0.019751046,0.005411289
YPR132W,2.8883598,2,0.078894101,0.067661608,0.005338102
YLR423C,4.018588,1.1666666,0.478467725,0.01110052,0.00531124
YMR192W,3.140127,1.4545455,0.167902261,0.030639811,0.005144493
YLR396C,2.7769976,2.857143,0.039523823,0.125838732,0.004973628
YER089C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YBR105C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YKR069W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YER174C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YNL315C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YLL003W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YDR261W-A,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YNL314W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YNL300W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YOR062C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YLR269C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YBR139W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YHR205W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YDR255C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YML059C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YGL040C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YOR371C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YMR292W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YER056C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YBR243C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YMR089C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YNR066C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YGL027C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YJR148W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YLL065W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YNL301C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YDR410C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YBR172C,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YGR181W,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
Q0250,2.0616257,0.6666667,-0.213384167,-0.022836124,0.004872867
YOR326W,3.6126745,1.2173913,0.334963671,0.014543372,0.004871501
YPR120C,3.6550763,1.2,0.349954131,0.013362968,0.004676426
YDL239C,3.8142917,1.1666666,0.406242122,0.01110052,0.004509499
YDR212W,3.6919663,1.1851852,0.362995985,0.012357438,0.0044857
YPR054W,3.6919663,1.1851852,0.362995985,0.012357438,0.0044857
YLR081W,2.2984583,0.5,-0.12965589,-0.034148343,0.004427534
YJR134C,2.2984583,0.5,-0.12965589,-0.034148343,0.004427534
YPL187W,2.2984583,0.5,-0.12965589,-0.034148343,0.004427534
YHR108W,2.2984583,0.5,-0.12965589,-0.034148343,0.004427534
YML088W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YPL155C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YER011W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YBR173C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDL123W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDR256C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YER016W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YHR111W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YJR056C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDR001C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YJL218W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YER159C-A,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YBR027C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YLR090W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YLR353W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YLR133W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YJL172W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YIL154C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDL040C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YER070W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDR321W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YOR018W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YPL249C-A,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDR408C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YER079W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YGL259W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YKL209C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YIL078W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YLR234W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YOR281C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YDR462W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YHR113W,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YGR121C,2.2984586,0.5,-0.129655784,-0.034148343,0.00442753
YGL229C,3.4018607,1.25,0.260433913,0.016756633,0.004363995
YDR306C,3.4018607,1.25,0.260433913,0.016756633,0.004363995
YPL022W,3.9065285,1.1489362,0.438850929,0.009897099,0.004343351
YKL135C,3.2047052,1.3333334,0.190732823,0.022412745,0.004274846
YDR217C,3.2047052,1.3333334,0.190732823,0.022412745,0.004274846
YOR229W,3.4751234,1.2222222,0.286334738,0.014871262,0.004258159
YAL035W,3.4751234,1.2222222,0.286334738,0.014871262,0.004258159
YMR221C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YLR125W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YDR313C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YER077C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YNR050C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YIL074C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YKL221W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YLL015W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YDR219C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YMR297W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YPL050C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YHL017W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YLR426W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YER073W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YEL048C,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YKR050W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YHR011W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YDR115W,2.4890897,0,-0.062261288,-0.068084993,0.004239059
YBL061C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YPL106C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YEL023C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YIL023C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YMR056C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YMR295C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCR087W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YPR126C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YEL041W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YHL021C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCR094W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YIL009W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YER144C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YPR049C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCR041W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YDL071C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YGR033C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCL038C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YIL151C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YPL013C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YBL072C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCR008W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YMR307W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YAR035W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YGR032W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCR046C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YER140W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YDR506C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YBR014C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YIL162W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YBR128C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YJR040W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YNL237W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YDL171C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YGR294W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YOR049C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YGR281W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YBR187W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YJL063C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YFL023W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YKL190W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YGL054C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YKR017C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YIL092W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YHL035C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YDL001W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YDL079C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YCL016C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YFL029C,2.48909,0,-0.062261182,-0.068084993,0.004239052
YJR001W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YKL157W,2.48909,0,-0.062261182,-0.068084993,0.004239052
YMR068W,2.9841056,1.5555556,0.112743456,0.037495699,0.004227395
YKL080W,2.9841056,1.5555556,0.112743456,0.037495699,0.004227395
YMR026C,2.9841056,1.5555556,0.112743456,0.037495699,0.004227395
YEL060C,3.5367074,1.2,0.30810675,0.013362968,0.00411722
YJL053W,2.8883598,1.75,0.078894101,0.050693283,0.003999401
YDR027C,2.8883598,1.75,0.078894101,0.050693283,0.003999401
YPL246C,2.8883598,1.75,0.078894101,0.050693283,0.003999401
YCL040W,3.9524896,1.1272727,0.455099721,0.008426726,0.003835001
YEL043W,3.0672333,1.4,0.14213189,0.026937628,0.003828696
YDR436W,3.0672333,1.4,0.14213189,0.026937628,0.003828696
YFL048C,3.0672333,1.4,0.14213189,0.026937628,0.003828696
YLR427W,3.80336,1.1428572,0.402377399,0.009484497,0.003816347
YKL193C,3.6740646,1.1538461,0.356667133,0.01023035,0.00364883
YDR139C,2.7769973,2.2857144,0.039523717,0.087053987,0.003440697
YJL034W,3.995267,1.1076924,0.470222968,0.007097746,0.003337523
YLL061W,3.359922,1.2,0.245607174,0.013362968,0.003282041
YBR054W,3.359922,1.2,0.245607174,0.013362968,0.003282041
YCR030C,3.359922,1.2,0.245607174,0.013362968,0.003282041
YBR102C,3.2621105,1.2307693,0.211027524,0.015451381,0.003260667
YJR138W,3.4401622,1.1764706,0.27397478,0.01176595,0.003223573
YIL007C,3.4401622,1.1764706,0.27397478,0.01176595,0.003223573
YLL013C,3.4401622,1.1764706,0.27397478,0.01176595,0.003223573
YBL045C,3.4401622,1.1764706,0.27397478,0.01176595,0.003223573
YLR442C,3.767338,1.125,0.389642412,0.00827247,0.003223305
YGR285C,3.140127,1.2727273,0.167902261,0.018299209,0.003072479
YDL210W,3.140127,1.2727273,0.167902261,0.018299209,0.003072479
YDR365C,3.6126745,1.1304348,0.334963671,0.008641348,0.002894538
YMR116C,3.6550763,1.12,0.349954131,0.007933104,0.002776222
YBR280C,2.7769976,2,0.039523823,0.067661608,0.002674245
YKR020W,2.7769976,2,0.039523823,0.067661608,0.002674245
YNL152W,2.7769976,2,0.039523823,0.067661608,0.002674245
YJR159W,2.7769973,2,0.039523717,0.067661608,0.002674238
YFL005W,2.7769973,2,0.039523717,0.067661608,0.002674238
YNR007C,2.8883598,1.5,0.078894101,0.033724958,0.0026607
YJL108C,2.8883598,1.5,0.078894101,0.033724958,0.0026607
YGR282C,3.6919663,1.1111112,0.362995985,0.007329791,0.002660685
YDL117W,3.885575,1.0909091,0.431443163,0.005958608,0.002570801
YPL059W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YLR377C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YER145C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YMR077C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YKL088W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YHR073W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YGL144C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YOR042W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YPR081C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YMR275C,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YNL001W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YPR183W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YPL179W,2.4890897,0.4,-0.062261288,-0.040935673,0.002548708
YOR195W,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YOL063C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YGL189C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YBL100W-A,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YGL236C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YLR397C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YNL194C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YDR389W,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YPL019C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YJL210W,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YGR035C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YOR035C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YCR038C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YNR071C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YCR095C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YAL034C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YIL065C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YBL017C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YNL153C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YHR149C,2.48909,0.4,-0.062261182,-0.040935673,0.002548703
YLR319C,2.9841056,1.3333334,0.112743456,0.022412745,0.00252689
YHR094C,2.9841056,1.3333334,0.112743456,0.022412745,0.00252689
YGR241C,2.9841056,1.3333334,0.112743456,0.022412745,0.00252689
YOR233W,2.9841056,1.3333334,0.112743456,0.022412745,0.00252689
YLR429W,3.2047052,1.1666666,0.190732823,0.01110052,0.002117233
YBR221C,3.4751234,1.1111112,0.286334738,0.007329791,0.002098774
YLR196W,3.8779418,1.0697675,0.42874457,0.004523658,0.001939494
YGL156W,2.7769973,1.7142857,0.039523717,0.048269235,0.00190778
YNL041C,3.0672336,1.2,0.142131996,0.013362968,0.001899305
YKL074C,3.0672333,1.2,0.14213189,0.013362968,0.001899304
YML095C,3.6345143,1.0833334,0.342684774,0.00544442,0.00186572
YNL284C,3.7088745,1.0714285,0.368973602,0.004636396,0.001710708
YOR089C,3.767338,1.0625,0.389642412,0.004030389,0.00157041
YAR014C,3.995267,1.0461539,0.470222968,0.002920925,0.001373486
YER122C,2.8883598,1.25,0.078894101,0.016756633,0.001321999
YJL091C,2.8883598,1.25,0.078894101,0.016756633,0.001321999
YHR005C-A,2.8883598,1.25,0.078894101,0.016756633,0.001321999
YDR052C,2.7769976,1.4285715,0.039523823,0.02887687,0.001141324
YPR029C,2.7769973,1.4285715,0.039523717,0.02887687,0.001141321
YIR026C,3.359922,1.0666667,0.245607174,0.004313196,0.001059352
YGL060W,3.2621105,1.0769231,0.211027524,0.005009332,0.001057107
YLL021W,3.4401622,1.0588236,0.27397478,0.003780859,0.00103586
YBR130C,3.4401622,1.0588236,0.27397478,0.003780859,0.00103586
YDR103W,3.140127,1.0909091,0.167902261,0.005958608,0.001000464
YOL078W,3.140127,1.0909091,0.167902261,0.005958608,0.001000464
YOR329C,3.140127,1.0909091,0.167902261,0.005958608,0.001000464
YBR171W,3.140127,1.0909091,0.167902261,0.005958608,0.001000464
YBR302C,3.140127,1.0909091,0.167902261,0.005958608,0.001000464
YOR232W,3.5070434,1.0526316,0.29761953,0.003360588,0.001000177
YLR292C,3.5638938,1.0476191,0.317718056,0.003020373,0.000959627
YPL161C,3.5638938,1.0476191,0.317718056,0.003020373,0.000959627
YLR083C,3.5638938,1.0476191,0.317718056,0.003020373,0.000959627
YGL081W,3.6126745,1.0434783,0.334963671,0.002739323,0.000917574
YGL210W,2.4890897,0.8,-0.062261288,-0.013786353,0.000858356
YKL045W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YML100W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YGR166W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YJR089W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YLR045C,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YDR168W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YNR013C,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YIL005W,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YOR155C,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YAL024C,2.48909,0.8,-0.062261182,-0.013786353,0.000858355
YBL075C,3.7799404,1.030303,0.394097784,0.001845072,0.000727139
YER091C,3.824644,1.027027,0.409902008,0.001622719,0.000665156
YKL025C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YOR090C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YFL022C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YLR305C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YDR300C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YHR204W,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YNR028W,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YOR171C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YDR455C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YEL005C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YOR059C,2.6458201,0,-0.006851828,-0.068084993,0.000466507
YOR007C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YCR005C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YDR372C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YJR141W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YHR122W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YLR059C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YDL204W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YLL040C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YPR032W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YHR105W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YMR181C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YBR028C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YOL091W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YML025C,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YKL120W,2.6458204,0,-0.006851722,-0.068084993,0.000466499
YIL048W,2.7769976,1.1428572,0.039523823,0.009484497,0.000374864
YNL098C,2.7769976,1.1428572,0.039523823,0.009484497,0.000374864
YJR115W,2.7769976,1.1428572,0.039523823,0.009484497,0.000374864
YLR352W,2.7769973,1.1428572,0.039523717,0.009484497,0.000374863
YMR154C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YNL334C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YER143W,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YGL179C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YEL054C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YKL119C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YOR164C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YGL145W,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YOR220W,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YPR163C,2.6458201,0.33333334,-0.006851828,-0.045460559,0.000311488
YLL043W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YBR137W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YGL215W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YLL001W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YPR184W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YEL068C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YCR028C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YKL174C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YBR132C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YGL055W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YDR329C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YPR128C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YDR322W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YLR439W,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YNL099C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YLL018C,2.6458204,0.33333334,-0.006851722,-0.045460559,0.000311483
YER111C,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YGL170C,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YKR021W,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YNL331C,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YMR162C,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YOR122C,2.6458201,0.6666667,-0.006851828,-0.022836124,0.000156469
YER124C,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YCL029C,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YDR071C,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YGL180W,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YNL279W,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YOR101W,2.6458204,0.6666667,-0.006851722,-0.022836124,0.000156467
YFL066C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YEL053C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YJL149W,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YPL087W,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YLL056C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YNR026C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YPL098C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YOR333C,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YEL003W,1.7594742,1,-0.32020487,-0.000211692,6.78E-05
YBR050C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YLR398C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
