YHR140W,3.975493,14.733334,0.463232195,0.931915007,0.431693035,0.431693
YPL076W,3.983797,14.419354,0.466167938,0.910604149,0.424494458,0.424494
YDR394W,4.054495,11.953488,0.491162055,0.743237686,0.365050149,0.36505
YMR215W,3.885575,12.954545,0.431443163,0.811182728,0.349979242,0.349979
YJL196C,3.7539134,12.709678,0.384896366,0.794562796,0.305824333,0.305824
YJL117W,3.8998218,11.217391,0.436479885,0.693276353,0.302601183,0.302601
YDL097C,3.767338,12.3125,0.389642412,0.767605015,0.29909147,0.299091
YGR060W,3.9310927,10.745098,0.447535198,0.661220269,0.295919344,0.295919
YGR232W,3.674065,12.461538,0.356667275,0.777720716,0.277387528,0.277388
YDR297W,3.6919663,12.222222,0.362995985,0.761477549,0.276413293,0.276413
YHR200W,3.824644,10.810811,0.409902008,0.665680427,0.272863744,0.272864
YFR052W,3.7248504,11.724138,0.374621619,0.727670944,0.272601267,0.272601
YBR110W,3.7799404,11.090909,0.394097784,0.684691602,0.269835443,0.269835
YFR004W,3.7248504,11.24138,0.374621619,0.694904566,0.260326273,0.260326
YPR108W,3.674065,11.692307,0.356667275,0.725510469,0.258765842,0.258766
YLR372W,4.035391,8.769231,0.48440815,0.527111655,0.255337181,0.255337
YDR331W,3.9667227,9.068966,0.4601316,0.547455658,0.251901648,0.251902
YKR081C,3.92526,9.32,0.445473143,0.564494164,0.251466989,0.251467
YPL264C,3.8142917,9.833333,0.406242122,0.599335769,0.243475435,0.243475
YDL147W,3.9131224,9.041667,0.441182094,0.545602785,0.240710179,0.24071
YMR205C,4.0057755,8.3529415,0.473938076,0.498856713,0.236427191,0.236427
YBR183W,3.7920728,9.705882,0.398386995,0.590685249,0.235321321,0.235321
YBR036C,3.8530462,9.25,0.419943139,0.559743033,0.235060247,0.23506
YHR027C,3.8698623,8.952381,0.425888195,0.53954265,0.229784845,0.229785
YKL065C,3.92526,8.48,0.445473143,0.507480592,0.226068974,0.226069
YER012W,3.885575,8.636364,0.431443163,0.518093533,0.223527912,0.223528
YML048W,3.975493,8.066667,0.463232195,0.479426317,0.222085706,0.222086
YDL029W,4.060816,7.573034,0.493396741,0.445921817,0.220016371,0.220016
YBR290W,3.8142917,8.388889,0.406242122,0.501296588,0.20364779,0.203648
YOR261C,3.7248504,8.965517,0.374621619,0.540434233,0.202458347,0.202458
YNL061W,3.9797077,7.377049,0.464722233,0.432619668,0.201047978,0.201048
YGL004C,3.8698623,7.952381,0.425888195,0.47166935,0.200878408,0.200878
YCR034W,3.9915602,7.3125,0.46891249,0.428238514,0.200806388,0.200806
YEL063C,3.9131224,7.5416665,0.441182094,0.443792801,0.195793437,0.195793
YGR103W,3.885575,7.681818,0.431443163,0.453305346,0.195575492,0.195575
YBR159W,4.0823956,6.6732674,0.501025854,0.384851688,0.192820646,0.192821
YJR010C-A,3.8530462,7.6,0.419943139,0.447752088,0.188030418,0.18803
YGL200C,3.8928666,7.3777776,0.434020988,0.432669121,0.187787479,0.187787
YER021W,3.5367074,9.8,0.30810675,0.597073348,0.183962329,0.183962
YHR133C,3.7539134,7.935484,0.384896366,0.470522494,0.181102398,0.181102
YDR427W,3.6550763,8.48,0.349954131,0.507480592,0.17759493,0.177595
YHL048W,3.9065285,6.93617,0.438850929,0.402695755,0.176723406,0.176723
YKL008C,3.6919663,8,0.362995985,0.474901408,0.172387305,0.172387
YNL101W,3.6919663,8,0.362995985,0.474901408,0.172387305,0.172387
YFR010W,3.4018607,10.75,0.260433913,0.661552983,0.172290832,0.172291
YPL043W,3.8617713,6.9268293,0.423027755,0.402061771,0.170083289,0.170083
YHR052W,3.8142917,7.111111,0.406242122,0.414569578,0.168415625,0.168416
YBR106W,4.088547,5.7714286,0.503200581,0.323640913,0.162856295,0.162856
YMR109W,4.035391,5.8717947,0.48440815,0.330453091,0.16007417,0.160074
YHR026W,3.7799404,6.969697,0.394097784,0.404971343,0.159598309,0.159598
YOR259C,3.7088745,6.857143,0.368973602,0.397331932,0.146604994,0.146605
YFR028C,4.07566,5.3195877,0.498644594,0.29297298,0.146089392,0.146089
YGL137W,4.097072,5.189189,0.506214455,0.28412239,0.143826861,0.143827
YGR284C,3.8346567,6.0526314,0.413441834,0.342727075,0.14169771,0.141698
YOR016C,3.8698623,5.904762,0.425888195,0.332690691,0.141689038,0.141689
YIL035C,4.07566,5.0515466,0.498644594,0.274780146,0.137017634,0.137018
YLL028W,3.8530462,5.8,0.419943139,0.325580148,0.136725149,0.136725
YCL025C,3.8142917,5.9444447,0.406242122,0.335384086,0.136247143,0.136247
YEL002C,3.8346567,5.736842,0.413441834,0.321293406,0.132836135,0.132836
YHL042W,3.8698623,5.571429,0.425888195,0.31006628,0.132053568,0.132054
YKL154W,3.80336,5.8285713,0.402377399,0.327519376,0.131786395,0.131786
YOR272W,3.7248504,6.137931,0.374621619,0.34851664,0.130561868,0.130562
YMR290C,3.7248504,6.137931,0.374621619,0.34851664,0.130561868,0.130562
YER133W,4.1126,4.7580647,0.511704124,0.254860561,0.1304132,0.130413
YOR061W,3.9915602,5,0.46891249,0.271281508,0.127207287,0.127207
YMR149W,3.7799404,5.757576,0.394097784,0.322700691,0.127175627,0.127176
YPR178W,3.824644,5.5675673,0.409902008,0.309804174,0.126989353,0.126989
