K,silhouette,davies_bouldin,calinski_harabasz
2,0.2217417769773699,1.619604877421442,201.17127394542365
3,0.23516068542902682,1.292767414954443,189.99847229739362
4,0.14624679595403922,1.526888742924107,177.17339408342534
5,0.16189776153545865,1.4513928868405916,173.55200291222812
6,0.16267566753950552,1.4318254421502778,173.2574101852292
