K,silhouette,davies_bouldin,calinski_harabasz
2,0.5071439834425521,1.0588809607008232,260.53091509707286
3,0.1881199035373486,1.4733864656906952,263.0296464626094
4,0.15120257239837048,1.6814702172818004,237.17609993964047
5,0.15320273309909668,1.6494304319023478,219.48794366288053
6,0.16535927240475007,1.524116778142262,210.00924850223902
