K,silhouette,davies_bouldin,calinski_harabasz
2,0.19668679287665672,1.694906551900701,148.57176557647145
3,0.14326449705436797,2.1728709028361455,118.32838351515001
4,0.14278193560106398,1.7432257617393268,113.48856029044654
5,0.12631868545260747,1.6799321741796747,110.53896043488129
6,0.14785192580322323,1.574728260070368,108.22486944074465
